scientific,common_name,commercial_group_id,woo,x_min,y_min,commercial_group,functional_group,y_max,k,tl,taxon_level_id,min_depth,scientific_name,has_map,taxon_group_id,max_depth,lat_south,sl_max_cm,functional_group_id,is_baltic_only,has_habitat_index,taxon_key,isscaap_id,x_max,loo,lat_north,coral,abyssal,shelf,offshore,seamount,others,seagrass,slope,habitat_diversity_index,offshore_back,inshore,effective_d,estuaries
Serranus taeniops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus kunhardtii,Whitespotted grouper,3,5410.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.19,3.72,6,2,Epinephelus coeruleopunctatus,False,1,65,-35,61.0,17,False,True,606440,33,,58.9,35,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Serranus interstitialis,Yellowmouth grouper,3,2658.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.06,4.5,6,2,Mycteroperca interstitialis,False,1,150,-30,69.0,17,False,True,601211,33,,68.88,32,0.75,0.0,0.5,0.75,0.0,0.75,0.0,0.0,0.6,NA,0.25,70.0,0.75
Serranus striolatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus erythrurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus awoara,Yellow grouper,3,1499.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.19,3.64,6,10,Epinephelus awoara,False,1,50,12,49.0,17,False,True,607329,33,,48.54,39,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.0,0.0
Serranus rufus,Glasseye,3,898.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.46,3.61,6,3,Heteropriacanthus cruentatus,False,1,300,-32,43.0,17,False,True,601150,33,,42.66,32,0.75,0.0,0.5,0.75,0.0,0.5,0.0,0.5,0.4,NA,0.25,28.6,0.0
Serranus scriba,Painted comber,3,545.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.2,3.82,6,5,Serranus scriba,False,1,150,16,36.0,5,False,True,601761,33,,36.0,50,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.4,NA,0.5,28.2,0.0
Serranus armatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus socorroensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus cichlops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus amblycephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus dermopterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus undulatostriatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus colonus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus latepictus,Black grouper,3,31778.0,-101,-28,Perch-likes,Large reef assoc. fish (>=90 cm),38,0.15,4.3,6,6,Mycteroperca bonaci,False,1,33,-25,135.0,18,False,True,601209,33,-31,135.47,35,0.75,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.4,NA,0.5,47.3,0.0
Serranus olfax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus praeopercularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus filamentosus,Crimson jobfish,3,3914.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.31,4.19,6,40,Pristipomoides filamentosus,True,1,400,-26,81.0,5,False,True,600201,33,,68.0,35,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.4,NA,0.5,30.4,0.0
Serranus nigritus,Warsaw grouper,3,112306.0,-101,-28,Perch-likes,Large demersals (>=90 cm),38,0.08,3.97,6,55,Hyporthodus nigritus,False,1,525,-25,189.0,6,False,True,601207,33,-31,188.6,35,0.5,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.4,NA,0.5,60.4,0.0
Serranus zananella,Tomato hind,3,1722.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.2,3.81,6,10,Cephalopholis sonnerati,True,1,150,-35,46.0,17,False,True,606454,33,,46.28,40,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.0,29.2,0.0
Serranus tortugarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus stellans,Starspotted grouper,3,114.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.91,4.05,6,1,Epinephelus hexagonatus,True,1,30,-31,23.0,16,False,True,606660,33,,23.24,35,0.5,0.0,0.5,0.75,0.0,0.5,0.0,0.0,0.4,NA,0.0,30.4,0.0
Serranus spilurus,Leopard hind,3,,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.44,4.01,6,1,Cephalopholis leopardus,False,1,40,-20,21.0,16,False,True,606448,33,,20.66,31,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Serranus polystigma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus dewegeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus spiloparaeus,Strawberry hind,3,207.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.36,4.07,6,15,Cephalopholis spiloparaea,False,1,108,-30,24.0,16,False,True,606455,33,,23.85,32,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Serranus biguttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus quoyanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus lineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus sebastoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus beta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus atricauda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus ura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus miniatus,Coral hind,3,1080.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.22,4.29,6,2,Cephalopholis miniata,False,1,150,-34,43.0,17,False,True,606450,33,,42.6,35,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.6,0.0
Serranus faveatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus spiniger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus sanctaehelenae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus punctatissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus leucostigma,Summan grouper,3,,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.21,3.8,6,1,Epinephelus summana,False,1,21,9,43.0,17,False,True,607366,33,,43.33,31,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,62.8,0.5
Serranus niveatus,Snowy grouper,3,19977.0,-101,-28,Perch-likes,Large demersals (>=90 cm),43,0.09,4.04,6,30,Hyporthodus niveatus,False,1,525,-25,100.0,6,False,True,601208,33,-31,100.04,40,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Serranus microprion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus costae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus Chabaudi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus kawamebari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus lemniscatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus variegatus,Hong Kong grouper,3,2133.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.19,3.95,6,1,Epinephelus akaara,False,1,525,20,48.0,17,False,True,605158,33,,47.91,39,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.7,0.0
Serranus stoliczkae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus multinotatus,White-blotched grouper,3,5477.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.27,3.86,6,1,Epinephelus multinotatus,False,1,100,-32,83.0,17,False,True,607354,33,,59.1,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.5,70.0,0.5
Serranus delissii,Checked swallowtail,3,76.0,,,Perch-likes,Small pelagics (<30 cm),,0.56,3.4,6,92,Odontanthias borbonius,True,1,9999,-35,15.0,1,False,True,623333,33,,15.0,45,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.5,1.0,0.0
Serranus itajara,Goliath grouper,3,108296.0,,,Perch-likes,Large reef assoc. fish (>=90 cm),,0.13,4.09,6,1,Epinephelus itajara,True,1,100,-33,205.0,18,False,True,600016,33,,205.0,36,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,100.0,0.5
Serranus nigripinnis
Serranus huascarii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus retouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus variolosus,Blacktip grouper,3,14605.0,-180,-41,Perch-likes,Medium reef assoc. fish (30 - 89 cm),44,0.07,3.72,6,4,Epinephelus fasciatus,True,1,160,-34,34.0,17,False,True,605348,33,180,90.2,36,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.5,60.5,0.5
Serranus roseus,Yellow-edged lyretail,3,2499.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.18,4.33,6,3,Variola louti,False,1,250,-37,60.0,17,False,True,605354,33,,60.0,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Serranus striatus,Nassau grouper,3,5757.0,-101,-37,Perch-likes,Large reef assoc. fish (>=90 cm),38,0.12,4.06,6,1,Epinephelus striatus,False,1,90,-34,105.0,18,False,True,600018,33,-31,75.0,35,0.5,0.0,0.5,0.0,0.0,0.5,0.75,0.0,0.6,NA,0.5,75.0,0.0
Serranus nigriculus,Graysby,3,613.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.25,4.25,6,1,Cephalopholis cruentata,True,1,170,-6,35.0,17,False,True,600012,33,,34.93,36,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.6,NA,0.5,61.1,0.5
Serranus varius,Rock hind,3,2401.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.14,3.53,6,1,Epinephelus adscensionis,True,1,120,-24,50.0,17,False,True,600014,33,,50.02,40,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.5,70.0,0.5
Serranus moara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus argyrogrammicus,Ornate jobfish,3,832.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.31,4.18,6,70,Pristipomoides argyrogrammicus,False,1,350,-24,40.0,5,False,True,600199,33,,40.0,35,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.4,NA,0.5,28.2,0.0
Serranus conceptionis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus reevesii,Brownspotted grouper,3,2993.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.22,3.99,6,4,Epinephelus chlorostigma,False,1,300,-34,64.0,17,False,True,605524,33,,63.68,37,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6,NA,0.5,70.0,0.0
Serranus subligarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serranus marginatus,Dusky grouper,3,19547.0,-63,-39,Perch-likes,Large reef assoc. fish (>=90 cm),56,0.09,4.43,6,8,Epinephelus marginatus,True,1,300,-43,112.0,18,False,True,606470,33,82,112.04,55,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,79.7,0.25
Serranus courtadei,Spotted grouper,3,,-123,-9,Perch-likes,Large reef assoc. fish (>=90 cm),37,0.1,3.84,6,10,Epinephelus analogus,True,1,50,-10,98.0,18,False,True,600348,33,-75,97.93,32,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Serranus semifasciatus,Peruvian rock seabass,3,,-180,-37,Perch-likes,Medium benthopelagics (30 - 89 cm),34,0.21,4.12,6,60,Paralabrax humeralis,False,1,180,-34,45.0,14,False,True,600352,33,22,44.69,31,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Serranus knysnaensis,Comber,3,542.0,,,Perch-likes,Medium bathydemersals (30 - 89 cm),,0.19,3.35,6,5,Serranus cabrilla,False,1,500,-35,40.0,11,False,True,601353,33,,40.0,57,0.0,0.0,0.5,0.5,0.25,0.5,0.0,0.5,0.4,NA,0.5,28.2,0.0
Serranus nouleny,Bigeye snapper,3,276.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.59,4.1,6,1,Lutjanus lutjanus,False,1,96,-26,29.0,17,False,True,600159,33,,28.7,32,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6,NA,0.5,56.1,0.0
Lutjanus longmani,Crimson snapper,3,5206.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.35,4.5,6,5,Lutjanus erythropterus,False,1,100,-22,74.0,17,False,True,601406,33,,74.28,35,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Lutjanus surinamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus virulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus bitaeniatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus quilcheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus jordani,Jordans snapper,3,1556.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.25,4.45,6,1,Lutjanus jordani,False,1,50,-19,49.0,17,False,True,600155,33,,49.2,25,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.0,0.0
Lutjanus unimaculatus,Dory snapper,3,389.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.3,3.79,6,3,Lutjanus fulviflamma,True,1,35,-35,29.0,17,False,True,600261,33,,24.8,40,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,56.1,0.25
Lutjanus purpureus,Southern red snapper,3,8247.0,-101,-22,Perch-likes,Medium demersals (30 - 89 cm),25,0.12,3.58,6,26,Lutjanus purpureus,True,1,340,-20,86.0,5,False,True,600171,33,-31,86.1,23,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.5,1.0,0.0
Lutjanus argentimculatus,Mangrove red snapper,3,24113.0,3,-35,Perch-likes,Large reef assoc. fish (>=90 cm),34,0.19,3.58,6,10,Lutjanus argentimaculatus,False,1,120,-32,122.0,18,False,True,601407,33,180,121.52,31,0.75,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.5,84.4,0.5
Lutjanus ambiguus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus aratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus scandens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus inermis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus guttatus,Spotted rose snapper,3,2067.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.19,4.04,6,1,Lutjanus guttatus,False,1,30,-10,66.0,17,False,True,600152,33,,65.6,32,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,70.0,0.5
Lutjanus guineensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus jocu,Dog snapper,3,16706.0,,,Perch-likes,Large reef assoc. fish (>=90 cm),,0.1,4.41,6,2,Lutjanus jocu,True,1,40,-9,105.0,18,False,True,600154,33,,104.96,42,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,75.0,0.5
Lutjanus peru,Pacific red snapper,3,,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.16,4.02,6,1,Lutjanus peru,True,1,40,-17,78.0,17,False,True,600170,33,,77.9,28,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,30.4,0.0
Lutjanus microstomus,Silver grunt,3,1986.0,25,-25,Perch-likes,Medium demersals (30 - 89 cm),37,0.54,3.47,6,15,Pomadasys argenteus,False,1,115,-22,61.0,5,False,True,600399,33,180,54.0,34,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.6,NA,0.5,70.0,0.5
Lutjanus luteus,Torroto grunt,3,438.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.29,3.5,6,1,Genyatremus luteus,True,1,40,-90,30.0,5,False,True,607535,33,,30.34,90,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.0,0.5
Lutjanus rufolineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus palloni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus octolineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus indicus
Lutjanus chrysotaenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus palmeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus chrysurus,Yellowtail snapper,3,1043.0,-101,-4,Perch-likes,Medium reef assoc. fish (30 - 89 cm),47,0.25,4.03,6,1,Ocyurus chrysurus,False,1,180,-2,85.0,17,False,True,600188,33,-40,44.0,45,0.75,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Lutjanus mediterraneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus cyanopterus,Cubera snapper,3,,,,Perch-likes,Large reef assoc. fish (>=90 cm),,0.13,4.36,6,18,Lutjanus cyanopterus,False,1,55,-2,131.0,18,False,True,601427,33,,131.2,35,0.75,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.6,NA,0.5,89.2,0.5
