eez,key,scientific,entity_id
36,Cuttlefishes,Sepiidae,490011
36,"Clams, seasnails, squids, octopuses",Mollusca,190195
36,Threadfin breams,Nemipterus,501552
36,Orange roughy,Hoplostethus atlanticus,600334
36,Bicolor pen shell,Pinna bicolor,690804
36,"Drums, croakers",Sciaenidae,400331
36,"Conger, garden eels",Congridae,400062
36,Blacklip abalone,Haliotis rubra,690049
36,Black pomfret,Parastromateus niger,601947
36,Hairtails,Trichiurus,500114
36,New Zealand dory,Cyttus novaezealandiae,614575
36,Longfinned bullseye,Cookeolus japonicus,603517
36,Scalloped hammerhead,Sphyrna lewini,600912
36,Terapons,Terapon,500913
36,Yellowspotted trevally,Carangoides fulvoguttatus,601926
36,Ghost shark,Callorhinchus milii,604722
36,Copper shark,Carcharhinus brachyurus,600864
36,Fleshy sea cucumbers,Holothuriidae,490132
36,"Mojarras, silverbellies",Gerreidae,400326
36,"Sea urchins, sea hedgehogs",Echinoidea,290011
36,Thresher,Alopias vulpinus,602535
36,Pink cusk-eel,Genypterus blacodes,600482
36,Abalones,Haliotis,590046
36,Tope shark,Galeorhinus galeus,604642
36,Thorntooth grenadier,Lepidorhynchus denticulatus,608483
36,"Anchovies, round herrings",Engraulidae,400454
36,King crabs,Lithodes,590070
36,Caesios,Caesio,500475
36,"Alfonsinos, redfishes",Berycidae,400240
36,Blacktail reef shark,Carcharhinus amblyrhynchos,600861
36,Red codling,Pseudophycis bachus,602020
36,Redtoothed triggerfish,Odonus niger,601311
36,"Sea catfishes, coblers",Ariidae,400145
36,"Sea chubs, knifefishes, niblers",Kyphosidae,400339
36,Tawny nurse shark,Nebrius ferrugineus,605895
36,Pelagic armorhead,Pseudopentaceros richardsoni,603611
36,Broadnose sevengill shark,Notorynchus cepedianus,602531
36,Atlantic pomfret,Brama brama,600391
36,Common warehou,Seriolella brama,612918
36,Striped eel catfish,Plotosus lineatus,604706
36,Harry hotlips,Plectorhinchus gibbosus,606366
36,"Sharks, rays, skates",Elasmobranchii,200004
36,Venus clams,Veneridae,490060
36,Billfishes,Istiophoridae,400419
36,Fourlined terapon,Pelates quadrilineatus,607945
36,Endeavour shrimp,Metapenaeus endeavouri,690120
36,Rhombosolid flounders,Rhombosolea,503128
36,Kona crab ,Ranina ranina,690883
36,Tiger prawns,Penaeus,590096
36,Mackerel sharks,Lamniformes,300007
36,Slipper lobsters,Scyllaridae,490040
36,Indo-Pacific prawns,Metapenaeus,590091
36,Camouflage grouper,Epinephelus polyphekadion,606473
36,Crimson snapper,Lutjanus erythropterus,601406
36,Bluntnose sixgill shark,Hexanchus griseus,600637
36,Indo-Pacific swamp crab,Scylla serrata,690190
36,Chalky cucumber,Bohadschia marmorata,690819
36,Black oreo,Allocyttus niger,612962
36,Skipjack tuna,Katsuwonus pelamis,600107
36,Blacktip reef shark,Carcharhinus melanopterus,600877
36,Slimeheads,Trachichthyidae,400236
36,Chacunda gizzard shad,Anodontostoma chacunda,601619
36,Silvertip shark,Carcharhinus albimarginatus,600858
36,Medusafishes,Centrolophidae,400421
36,Mirror dory,Zenopsis nebulosa,603255
36,Tarakihi,Nemadactylus macropterus,610106
36,Barracudas,Sphyraenidae,400360
36,Octopuses,Octopodidae,490012
36,Lollyfish,Holothuria atra,690790
36,Two-spot red snapper,Lutjanus bohar,601417
36,"Mullets, grey mullets",Mugilidae,400359
36,Ark clams,Arcidae,490056
36,"Herrings, sardines, menhadens",Clupeidae,400043
36,Jacks,Caranx,500467
36,Splendid alfonsino,Beryx splendens,601320
36,Swordfish,Xiphias gladius,600226
36,Torpedo scad,Megalaspis cordyla,600384
36,Longface emperor,Lethrinus olivaceus,601864
36,Threadfins,Polynemidae,400361
36,Blue swimming crab,Portunus pelagicus,690055
36,Sepia cuttlefishes,Sepia,590011
36,Yellowfin tuna,Thunnus albacares,600143
36,Orange perch,Lepidoperca pulchella,614354
36,Indo-Pacific tarpon,Megalops cyprinoides,600227
36,Porbeagle,Lamna nasus,600088
36,Bigeye tuna,Thunnus obesus,600146
36,King of herrings,Regalecus glesne,603267
36,Cods,Gadiformes,300044
36,Deepwater red snapper,Etelis carbunculus,600087
36,Spiky oreo,Neocyttus rhomboidalis,609146
36,"Abalones, ear shells",Haliotidae,490020
36,Spottail shark,Carcharhinus sorrah,600884
36,"Emperors, scavengers",Lethrinidae,400328
36,Wrasses,Cheilinus,500508
36,Pomfrets,Bramidae,400319
36,Yellow-edged lyretail,Variola louti,605354
36,Bigeyes,Priacanthus,500912
36,Australian salmon,Arripis trutta,605048
36,"Grunters, tigerperches",Terapontidae,400299
36,Bigeye trevally,Caranx sexfasciatus,601917
36,Island trevally,Carangoides orthogrammus,601909
36,Bali sardinella,Sardinella lemuru,601510
36,"Snipefishes, shrimpfishes",Centriscidae,400595
36,Amberjacks,Seriola,500928
36,Silver biddies,Gerres,501055
36,Dories,Zeidae,400249
36,Genypterid cuskeels,Genypterus,502417
36,John dory,Zeus faber,601370
36,Golden trevally,Gnathanodon speciosus,604464
36,Humpback grouper,Cromileptes altivelis,606457
36,Small toothed jobfish,Aphareus furca,600081
36,Pacific bluefin tuna,Thunnus orientalis,614290
36,Emperors,Lethrinus,501144
36,Bull shark,Carcharhinus leucas,600873
36,Bullet and frigate tunas,Auxis,501163
36,Shortbill spearfish,Tetrapturus angustirostris,603915
36,"Crabs, lobsters, shrimps",Decapoda,390013
36,Giant trevally,Caranx ignobilis,601895
36,Snake mackerels,Gempylidae,400414
36,Swimming crabs,Portunidae,490031
36,Red rock lobster,Jasus edwardsii,690321
36,Chimaeras,Chimaeriformes,300003
36,Indo-Pacific sailfish,Istiophorus platypterus,600077
36,Oilfish,Ruvettus pretiosus,601044
36,Dogfishes,Squalus,500107
36,Spotcheek emperor,Lethrinus rubrioperculatus,601848
36,Pinkfish,Holothuria edulis,690791
36,Mud crabs,Scylla,590076
36,Rainbow runner,Elagatis bipinnulata,600412
36,Hammerhead sharks,Sphyrna,500693
36,Trumpet emperor,Lethrinus miniatus,601858
36,Greasy grouper,Epinephelus tauvina,604461
36,Lates perches,Latidae,400631
36,Black jack,Caranx lugubris,601936
36,Aquatic invertebrates,Miscellaneous aquatic invertebrates,100077
36,Russell's snapper,Lutjanus russellii,600176
36,"Sharks, rays, chimaeras",Chondrichthyes,200538
36,Crimson jobfish,Pristipomoides filamentosus,600201
36,Silver pomfret,Pampus argenteus,600491
36,Snoek,Thyrsites atun,600489
36,Goldsilk seabream,Acanthopagrus berda,605526
36,Mozambique largeeye bream,Wattsia mossambica,601870
36,"Lobsters, crabs, shrimps, krill",Malacostraca,290022
36,Spiny lobsters,Panulirus,590083
36,Nerites snails,Neritidae,490142
36,Blue mackerel,Scomber australasicus,600116
36,Porae,Nemadactylus,501523
36,Flatfishes,Pleuronectiformes,300061
36,"Tunas, bonitos, billfishes",Scombroidea,300036
36,Banana prawn,Fenneropenaeus merguiensis,690042
36,"Jacks, horse mackerels",Trachurus,500661
36,Pike congers,Muraenesocidae,400504
36,Jarbua terapon,Terapon jarbua,604458
36,Cape bonnetmouth,Emmelichthys nitidus nitidus,600395
36,"Octopuses, pikas",Octopus,590013
36,Rubyfish,Plagiogeneion rubiginosum,612288
36,"Basses, groupers, hinds",Serranidae,400289
36,Hooded oyster,Saccostrea cuccullata,690177
36,Birdbeak dogfish,Deania calcea,600670
36,Broadbarred king mackerel,Scomberomorus semifasciatus,600135
36,Rusty jobfish,Aphareus rutilans,600083
36,Greenback horse mackerel,Trachurus declivis,600372
36,Flatheads,Platycephalidae,400273
36,Indian mackerels,Rastrelliger,505469
36,Boxed sea cucumbers,Stichopus,590157
36,Bluefin gurnard,Chelidonichthys kumu,600507
36,Largeeye breams,Gymnocranius,503580
36,Thresher sharks,Alopias,500639
36,Soles,Soleidae,400441
36,Monocle breams,Scolopsis,500808
36,Rabbitfishes,Siganidae,400413
36,"Slipmouths, ponyfishes",Leiognathidae,400318
36,Trumpeters,Latridae,400356
36,"Octopuses, argonauts",Octopoda,390007
36,Scats,Scatophagus,501242
36,Comet grouper,Epinephelus morrhua,605353
36,Yellowtail amberjack,Seriola lalandi,600382
36,Requiem sharks,Carcharhinidae,400011
36,Deepsea crabs,Geryon,590067
36,Geelbeck croaker,Atractoscion aequidens,600420
36,Spangled emperor,Lethrinus nebulosus,601846
36,Lefteye flounders,Bothidae,400439
36,Parore,Girella tricuspidata,608173
36,Giant tiger prawn,Penaeus monodon,690151
36,White warehou,Seriolella caerulea,612919
36,Sea garfishes,Hyporhamphus,502582
36,"Armored searobins, gurnards",Peristediidae,400581
36,Blue marlins,Makaira,500538
36,Green jobfish,Aprion virescens,600084
36,Ocean sunfish,Mola mola,601732
36,Highfin grouper,Epinephelus maculatus,605350
36,Silver gemfish,Rexea solandri,608490
36,Largehead hairtail,Trichiurus lepturus,601288
36,Whiptail stingrays,Dasyatidae,400020
36,Rudderfish,Centrolophus niger,600249
36,"Grunts, sweetlips, bonnetmouths",Haemulidae,400327
36,Yellowfin seabream,Acanthopagrus latus,606356
36,Bluespot mullet,Moolgarda seheli,605659
36,Eel catfishes,Plotosus,500551
36,Blacktip grouper,Epinephelus fasciatus,605348
36,Painted spiny lobster,Panulirus versicolor,690802
36,Sand tiger shark,Carcharias taurus,600747
36,Western king prawn,Melicertus latisulcatus,690432
36,Saddle-back snapper,Paracaesio kusakarii,600191
36,Albacore,Thunnus alalunga,600142
36,"Clams, cockles, arkshells",Pteriomorphia,290056
36,Deepwater cardinalfishes,Epigonus,500716
36,Yellowtail scad,Atule mate,601893
36,Malabar blood snapper,Lutjanus malabaricus,600162
36,Silver grunt,Pomadasys argenteus,600399
36,Smooth hammerhead,Sphyrna zygaena,600917
36,Goldlined seabream,Rhabdosargus sarba,605368
36,Smelt-whitings,Sillaginidae,400307
36,Kitefin shark,Dalatias licha,600669
36,Dogtooth tuna,Gymnosarda unicolor,600106
36,"Porgies, seabreams",Sparidae,400330
36,Lanternfishes,Myctophidae,400167
36,Snappers,Etelis,501116
36,Squaretail mullet,Ellochelon vaigiensis,605656
36,Sharp-nosed sharks,Carcharhinus,500816
36,Bluelined largeeye bream,Gymnocranius grandoculis,601834
36,Cobias,Rachycentridae,400312
36,Opah,Lampris guttatus,601072
36,Clams,Bivalvia,290004
36,Flat needlefish,Ablennes hians,600972
36,Ground sharks,Carcharhiniformes,300008
36,White trevally,Pseudocaranx dentex,601002
36,Parupeneid goatfishes,Parupeneus,503456
36,Bonefishes,Albulidae,400048
36,Mackerel/white sharks,Lamnidae,400009
36,Pink ear emperor,Lethrinus lentjan,601863
36,Australian barracuda,Sphyraena novaehollandiae,605736
36,Ghostsharks,Hydrolagus,503078
36,Dorab wolfherring,Chirocentrus dorab,606358
36,Silver warehou,Seriolella punctata,612922
36,Striped marlin,Kajikia audax,600223
36,Johns snapper,Lutjanus johnii,600264
36,"Grenadiers, rattails",Macrouridae,400185
36,False trevally,Lactarius lactarius,600363
36,Escolar,Lepidocybium flavobrunneum,601042
36,Spinefoots,Siganus,500240
36,Greater amberjack,Seriola dumerili,601005
36,"Marine crabs, shrimps, lobsters nei",Miscellaneous marine crustaceans,100047
36,Flathead grey mullet,Mugil cephalus,600785
36,Ponyfishes,Leiognathus,500515
36,"Herrings, shads, anchovies",Clupeiformes,300028
36,Squids,Teuthida,390002
36,Tripletail wrasse,Cheilinus trilobatus,605603
36,"Bramble, sleeper, dogfish sharks",Squaliformes,300009
36,Sawfishes,Pristidae,400016
36,"Scorpionfishes, rockfishes",Scorpaenidae,400264
36,"Lizardfishes, sauries",Synodontidae,400160
36,"Mackerels, tunas, bonitos",Scombridae,400416
36,Perch-likes,Perciformes,300060
36,True jellyfishes,Scyphozoa,290013
36,Mangrove red snapper,Lutjanus argentimaculatus,601407
36,Fourfinger threadfin,Eleutheronema tetradactylum,600340
36,Upeneid goatfishes,Upeneus,501132
36,Black marlin,Istiompax indica,600217
36,Stingrays,Rajidae,400019
36,Granular ark,Tegillarca granosa,690050
36,Chocolate hind,Cephalopholis boenak,606444
36,Barramundi,Lates calcarifer,600346
36,Giant manta,Manta birostris,602061
36,"Bigeyes, catalufas",Priacanthidae,400303
36,Jobfishes,Pristipomoides,502124
36,Kelee shad,Hilsa kelee,601595
36,Common dolphinfish,Coryphaena hippurus,600006
36,Narrowbarred Spanish mackerel,Scomberomorus commerson,600121
36,"Porcupine-, burrfishes",Diodontidae,400449
36,"Halfbeaks, garfishes",Hemiramphidae,400475
36,Silver scabbardfish,Lepidopus caudatus,600645
36,Sandbar shark,Carcharhinus plumbeus,600880
36,"Seabasses, hinds",Epinephelus,500366
36,Australian spiny lobster,Panulirus cygnus,690039
36,Halfbeaks,Hemiramphus,509289
36,Deepwater longtail red snapper,Etelis coruscans,601385
36,Bigspined boarfish,Pentaceros decacanthus,612357
36,Spanish mackerels,Scomberomorus,500487
36,Giant boarfish,Paristiopterus labiosus,612354
36,Piked dogfish,Squalus acanthias,600139
36,Common pencil squids,Loliginidae,490010
36,Shortfin mako,Isurus oxyrinchus,600752
36,"Jacks, pompanos",Carangidae,400314
36,Blue shark,Prionace glauca,600898
36,Wahoo,Acanthocybium solandri,600089
36,Bean clams,Donax,590128
36,Cutlassfishes,Trichiuridae,400415
36,Sea mussels,Mytilidae,490054
36,Orangespotted grouper,Epinephelus coioides,606465
36,Blue grenadier,Macruronus novaezelandiae,601825
36,Houndsharks,Triakidae,400488
36,"Threadfins, whiptail breams",Nemipteridae,400324
36,Mako sharks,Isurus,500638
36,Goldbanded jobfish,Pristipomoides multidens,600208
36,Hapuka,Polyprion oxygeneios,600350
36,"Warehous, butterfishes",Seriolella,502004
36,Ruff,Arripis georgianus,600392
36,Subtropical seabreams,Pagrus,500903
36,Talang queenfish,Scomberoides commersonnianus,601950
36,Sawsharks,Pristiophorus,501464
36,Catfishes,Siluriformes,300032
36,Common mora,Mora moro,601734
36,Tripletail,Lobotes surinamensis,601077
36,Latchet,Pterygotrigla polyommata,600508
36,Smooth oreo dory,Pseudocyttus maculatus,607151
36,Round herrings,Spratelloides,502095
36,Malabar grouper,Epinephelus malabaricus,606439
36,Honeycomb grouper,Epinephelus merra,604923
36,Blacksaddled coralgrouper,Plectropomus laevis,607372
36,Cobia,Rachycentron canadum,603542
36,Three-spot swimming crab,Portunus sanguinolentus,690805
36,Queenfishes,Scomberoides,500468
36,Whirlpool swimming crabs,Charybdis,590272
36,"Hammer, bonnet, scoophead sharks",Sphyrnidae,400012
37,"Sharks, rays, skates",Elasmobranchii,200004
37,"Mackerels, tunas, bonitos",Scombridae,400416
37,Ridge scaled rattail,Macrourus carinatus,607137
37,Blue antimora,Antimora rostrata,602005
37,Perch-likes,Perciformes,300060
37,Blue grenadier,Macruronus novaezelandiae,601825
37,Patagonian toothfish,Dissostichus eleginoides,600467
37,Cods,Gadiformes,300044
37,Skates and rays,Rajiformes,300014
37,Others,,
37,"Jacks, horse mackerels",Trachurus,500661
38,Silky shark,Carcharhinus falciformis,600868
38,Blue shark,Prionace glauca,600898
38,Black marlin,Istiompax indica,600217
38,Wahoo,Acanthocybium solandri,600089
38,Pelagic armorhead,Pseudopentaceros richardsoni,603611
38,Thresher sharks,Alopias,500639
38,White warehou,Seriolella caerulea,612919
38,Silver gemfish,Rexea solandri,608490
38,Others,,
38,"Clams, seasnails, squids, octopuses",Mollusca,190195
38,Lefteye flounders,Bothidae,400439
38,Striped marlin,Kajikia audax,600223
38,Basking shark,Cetorhinus maximus,600090
38,Albacore,Thunnus alalunga,600142
38,"Grenadiers, rattails",Macrouridae,400185
38,Mako sharks,Isurus,500638
38,"Drums, croakers",Sciaenidae,400331
38,"Marine crabs, shrimps, lobsters nei",Miscellaneous marine crustaceans,100047
38,"Alfonsinos, redfishes",Berycidae,400240
38,Banded yellowfish,Centriscops humerosus,614242
38,"Searobins, gurnards",Triglidae,400266
38,Birdbeak dogfish,Deania calcea,600670
38,Blue mackerel,Scomber australasicus,600116
38,Barracudas,Sphyraenidae,400360
38,Common dolphinfish,Coryphaena hippurus,600006
38,Flatfishes,Pleuronectiformes,300061
38,Hammerhead sharks,Sphyrna,500693
38,Australian salmon,Arripis trutta,605048
38,Swordfish,Xiphias gladius,600226
38,Blue grenadier,Macruronus novaezelandiae,601825
38,"Warehous, butterfishes",Seriolella,502004
38,Thresher,Alopias vulpinus,602535
38,Dories,Zeidae,400249
38,"Porgies, seabreams",Sparidae,400330
38,Silver scabbardfish,Lepidopus caudatus,600645
38,Amberjacks,Seriola,500928
38,"Jacks, horse mackerels",Trachurus,500661
38,"Mullets, grey mullets",Mugilidae,400359
38,Skipjack tuna,Katsuwonus pelamis,600107
38,Squids,Teuthida,390002
38,Thorntooth grenadier,Lepidorhynchus denticulatus,608483
38,John dory,Zeus faber,601370
38,"Seabasses, hinds",Epinephelus,500366
38,Shortfin mako,Isurus oxyrinchus,600752
38,Tarakihi,Nemadactylus macropterus,610106
38,Yellowfin tuna,Thunnus albacares,600143
38,Pacific sardine,Sardinops sagax,601477
38,"Herrings, shads, anchovies",Clupeiformes,300028
38,Atlantic pomfret,Brama brama,600391
38,Cape bonnetmouth,Emmelichthys nitidus nitidus,600395
38,Smooth oreo dory,Pseudocyttus maculatus,607151
38,Rubyfish,Plagiogeneion rubiginosum,612288
38,Alfonsinos,Beryx,501129
38,Billfishes,Istiophoridae,400419
38,Spanish mackerels,Scomberomorus,500487
38,Medusafishes,Centrolophidae,400421
38,Rudderfish,Centrolophus niger,600249
38,"Herrings, sardines, menhadens",Clupeidae,400043
38,Opah,Lampris guttatus,601072
38,Kitefin shark,Dalatias licha,600669
38,Bigeye tuna,Thunnus obesus,600146
38,"Sharks, rays, skates",Elasmobranchii,200004
38,"Mackerels, tunas, bonitos",Scombridae,400416
38,Black cardinal fish,Epigonus telescopus,602508
38,Silver seabream,Pagrus auratus,606426
38,Yellowtail amberjack,Seriola lalandi,600382
38,Chimaeras,Chimaeriformes,300003
38,Perch-likes,Perciformes,300060
38,White trevally,Pseudocaranx dentex,601002
38,New Zealand dory,Cyttus novaezealandiae,614575
38,Pacific bluefin tuna,Thunnus orientalis,614290
38,Oceanic whitetip shark,Carcharhinus longimanus,600875
38,Porbeagle,Lamna nasus,600088
38,"Sharks, rays, chimaeras",Chondrichthyes,200538
38,Southern bluefin tuna,Thunnus maccoyii,600145
38,Tope shark,Galeorhinus galeus,604642
38,Sandpaper fish,Paratrachichthys trailli,612005
38,Cods,Gadiformes,300044
38,Skates and rays,Rajiformes,300014
38,Spiky oreo,Neocyttus rhomboidalis,609146
38,Redfish,Centroberyx affinis,614129
38,"Barracudas, sennets",Sphyraena,500372
38,Greenback horse mackerel,Trachurus declivis,600372
38,Goatfishes,Mullidae,400332
38,Snoek,Thyrsites atun,600489
604,"Clams, seasnails, squids, octopuses",Mollusca,190195
604,Blue shark,Prionace glauca,600898
604,Black marlin,Istiompax indica,600217
604,Longnose anchovy,Anchoa nasus,601163
604,"Eels, morays",Anguilliformes,300026
604,Billfishes,Istiophoridae,400419
604,Peruvian morwong,Cheilodactylus variegatus,600461
604,Chilean ribbed mussel,Aulacomya ater,690081
604,Thresher sharks,Alopias,500639
604,Chilean silverside,Odontesthes regia,608172
604,Pacific sierra,Scomberomorus sierra,600136
604,"Guitarfishes, fanrays",Rhinobatidae,400017
604,Others,,
604,Tilefishes,Malacanthidae,400308
604,Wahoo,Acanthocybium solandri,600089
604,Striped marlin,Kajikia audax,600223
604,Mako sharks,Isurus,500638
604,Albacore,Thunnus alalunga,600142
604,Lumptail searobin,Prionotus stephanophrys,604029
604,Silky shark,Carcharhinus falciformis,600868
604,"Marine crabs, shrimps, lobsters nei",Miscellaneous marine crustaceans,100047
604,"Drums, croakers",Sciaenidae,400331
604,Southern rays bream,Brama australis,654793
604,Indo-Pacific sailfish,Istiophorus platypterus,600077
604,Peruvian banded croaker,Paralonchurus peruanus,600424
604,Common dolphinfish,Coryphaena hippurus,600006
604,Flatfishes,Pleuronectiformes,300061
604,Swordfish,Xiphias gladius,600226
604,"Warehous, butterfishes",Seriolella,502004
604,Largetooth flounders,Paralichthyidae,400514
604,Flathead grey mullet,Mugil cephalus,600785
604,False abalone,Concholepas concholepas,690127
604,"Herrings, shads, anchovies",Clupeiformes,300028
604,Blue spiny lobster,Panulirus gracilis,690619
604,Peruvian calico scallop,Argopecten purpuratus,690303
604,Skipjack tuna,Katsuwonus pelamis,600107
604,Squids,Teuthida,390002
604,Eastern Pacific bonito,Sarda chiliensis,600113
604,Corvina drum,Cilus gilberti,626675
604,"Jacks, pompanos",Carangidae,400314
604,Yellowfin tuna,Thunnus albacares,600143
604,Pacific sardine,Sardinops sagax,601477
604,Sea snails,Gastropoda,290006
604,Jumbo flying squid,Dosidicus gigas,690206
604,Chub mackerel,Scomber japonicus,600117
604,Black skipjack,Euthynnus lineatus,600098
604,Cabinza grunt,Isacia conceptionis,600397
604,Chilean jack mackerel,Trachurus murphyi,600367
604,"Grunts, sweetlips, bonnetmouths",Haemulidae,400327
604,"Basses, groupers, hinds",Serranidae,400289
604,South Pacific hake,Merluccius gayi gayi,600324
604,Bigeye tuna,Thunnus obesus,600146
604,"Sharks, rays, skates",Elasmobranchii,200004
604,Pacific menhaden,Ethmidium maculatum,601593
604,"Mackerels, tunas, bonitos",Scombridae,400416
604,Squat Lobster,Pleuroncodes monodon,690624
604,Peruvian rock seabass,Paralabrax humeralis,600352
604,Dolphinfishes,Coryphaena,500116
604,Common squids,Loligo,590010
604,Peruvian weakfish,Cynoscion analis,600403
604,Pacific bluefin tuna,Thunnus orientalis,614290
604,Oceanic whitetip shark,Carcharhinus longimanus,600875
604,Clams,Bivalvia,290004
604,Skates and rays,Rajiformes,300014
604,Shortbill spearfish,Tetrapturus angustirostris,603915
604,Anchoveta,Engraulis ringens,600004
554,Silky shark,Carcharhinus falciformis,600868
554,Crested bellowfish,Notopogon lilliei,614266
554,Snake mackerels,Gempylidae,400414
554,Giant stargazer,Kathetostoma giganteum,612920
554,Electric rays,Torpedinidae,400018
554,Great white shark,Carcharodon carcharias,600751
554,Albacore,Thunnus alalunga,600142
554,Dark ghost shark,Hydrolagus novaezealandiae,613146
554,Swimming crabs,Portunidae,490031
554,Stone/king crabs,Lithodidae,490036
554,Red rock lobster,Jasus edwardsii,690321
554,Chimaeras,Chimaeriformes,300003
554,Smooth hammerhead,Sphyrna zygaena,600917
554,Indo-Pacific sailfish,Istiophorus platypterus,600077
554,Red codling,Pseudophycis bachus,602020
554,Oilfish,Ruvettus pretiosus,601044
554,New Zealand rough skate,Zearaja nasuta,613144
554,Kitefin shark,Dalatias licha,600669
554,Dogfishes,Squalus,500107
554,"Porgies, seabreams",Sparidae,400330
554,Piked dogfish,Squalus acanthias,600139
554,"Searobins, gurnards",Triglidae,400266
554,Lanternfishes,Myctophidae,400167
554,"Scorpionfishes, flatheads",Scorpaeniformes,300059
554,Tiger shark,Galeocerdo cuvier,600886
554,Bigspined boarfish,Pentaceros decacanthus,612357
554,"Sharks, rays, skates",Elasmobranchii,200004
554,"Codlings, moras",Moridae,400180
554,Pelagic armorhead,Pseudopentaceros richardsoni,603611
554,Delicate scallop,Chlamys delicatula,690679
554,Broadnose sevengill shark,Notorynchus cepedianus,602531
554,Wellington flying squid,Nototodarus sloanii,690430
554,Opah,Lampris guttatus,601072
554,Atlantic pomfret,Brama brama,600391
554,Aquatic invertebrates,Miscellaneous aquatic invertebrates,100077
554,Common warehou,Seriolella brama,612918
554,Sandperches,Pinguipedidae,400371
554,Ground sharks,Carcharhiniformes,300008
554,King dory,Cyttus traversi,610676
554,Spiny lobsters,Palinuridae,490039
554,Bluenose warehou,Hyperoglyphe antarctica,600496
554,Venus clams,Veneridae,490060
554,Clams,Bivalvia,290004
554,Basketwork eel,Diastobranchus capensis,606957
554,White trevally,Pseudocaranx dentex,601002
554,Mackerel/white sharks,Lamnidae,400009
554,Escolar,Lepidocybium flavobrunneum,601042
554,Requiem sharks,Carcharhinidae,400011
554,Silver seabream,Pagrus auratus,606426
554,Billfishes,Istiophoridae,400419
554,Slender codling,Halargyreus johnsonii,602012
554,Ghostsharks,Hydrolagus,503078
554,Snoek,Thyrsites atun,600489
554,Mackerel sharks,Lamniformes,300007
554,Silver warehou,Seriolella punctata,612922
554,Scads,Decapterus,502102
554,Stutchbury's venus,Chione stutchburyi,690692
554,King of herrings,Regalecus glesne,603267
554,Striped marlin,Kajikia audax,600223
554,Mako sharks,Isurus,500638
554,"Grenadiers, rattails",Macrouridae,400185
554,Basking shark,Cetorhinus maximus,600090
554,"Alfonsinos, redfishes",Berycidae,400240
554,Ghost shark,Callorhinchus milii,604722
554,Birdbeak dogfish,Deania calcea,600670
554,Blue mackerel,Scomber australasicus,600116
554,Porae,Nemadactylus,501523
554,"Sharks, rays, chimaeras",Chondrichthyes,200538
554,Flatfishes,Pleuronectiformes,300061
554,New Zealand dredge oyster,Ostrea lutaria,690256
554,Flathead grey mullet,Mugil cephalus,600785
554,Halfbeak,Hyporhamphus ihi,613135
554,Dosinia clams,Dosinia,590129
554,"Sea chubs, knifefishes, niblers",Kyphosidae,400339
554,"Herrings, shads, anchovies",Clupeiformes,300028
554,"Jacks, horse mackerels",Trachurus,500661
554,Black oreo,Allocyttus niger,612962
554,Skipjack tuna,Katsuwonus pelamis,600107
554,Squids,Teuthida,390002
554,Slimeheads,Trachichthyidae,400236
554,Skates and rays,Rajiformes,300014
554,Longnose velvet dogfish,Centroscymnus crepidater,600663
554,"Bramble, sleeper, dogfish sharks",Squaliformes,300009
554,Cape bonnetmouth,Emmelichthys nitidus nitidus,600395
554,Rock/hooded oysters,Saccostrea,590113
554,Medusafishes,Centrolophidae,400421
554,Bigeye thresher,Alopias superciliosus,602534
554,Mirror dory,Zenopsis nebulosa,603255
554,New Zealand lobster,Metanephrops challengeri,690257
554,Copper shark,Carcharhinus brachyurus,600864
554,Banded yellowfish,Centriscops humerosus,614242
554,"Mackerels, tunas, bonitos",Scombridae,400416
554,Yellowtail amberjack,Seriola lalandi,600382
554,Dolphinfishes,Coryphaena,500116
554,Perch-likes,Perciformes,300060
554,Dogfish sharks,Squalidae,400013
554,Dories,Zeidae,400249
554,True jellyfishes,Scyphozoa,290013
554,Patagonian toothfish,Dissostichus eleginoides,600467
554,Opahs,Lampris,500391
554,Southern bluefin tuna,Thunnus maccoyii,600145
554,Tarakihi,Nemadactylus macropterus,610106
554,Redfish,Centroberyx affinis,614129
554,Jackknife shrimp,Haliporoides sibogae,690194
554,Southern blue whiting,Micromesistius australis,600320
554,Broadgilled hagfish,Eptatretus cirrhatus,623878
554,New Zealand green mussel,Perna canaliculus,690258
554,"Clams, seasnails, squids, octopuses",Mollusca,190195
554,Black marlin,Istiompax indica,600217
554,Parore,Girella tricuspidata,608173
554,Stingrays,Rajidae,400019
554,Slender tuna,Allothunnus fallai,600091
554,"Mullets, grey mullets",Mugilidae,400359
554,New Zealand smooth skate,Dipturus innominatus,613145
554,Scallops,Pectinidae,490055
554,"Marine crabs, shrimps, lobsters nei",Miscellaneous marine crustaceans,100047
554,Bluefin gurnard,Chelidonichthys kumu,600507
554,Spotted estuary smooth-hound,Mustelus lenticulatus,605933
554,Common dolphinfish,Coryphaena hippurus,600006
554,Plownose chimaeras,Callorhinchidae,400024
554,Splendid alfonsino,Beryx splendens,601320
554,Thresher sharks,Alopias,500639
554,Blue grenadier,Macruronus novaezelandiae,601825
554,"Halfbeaks, garfishes",Hemiramphidae,400475
554,Silver scabbardfish,Lepidopus caudatus,600645
554,"Herrings, sardines, menhadens",Clupeidae,400043
554,Velvet leatherjacket,Meuschenia scaber,613139
554,Mediterranean slimehead,Hoplostethus mediterraneus mediterraneus,604964
554,Latchets,Pterygotrigla,504943
554,Lanternsharks,Etmopterus,500642
554,Ridge scaled rattail,Macrourus carinatus,607137
