eez,key,scientific,entity_id
266,"Herrings, sardines, menhadens",Clupeidae,400043
266,Jacks,Caranx,500467
266,Barracudas,Sphyraenidae,400360
266,Common dolphinfish,Coryphaena hippurus,600006
266,Splendid alfonsino,Beryx splendens,601320
266,Swordfish,Xiphias gladius,600226
266,Black seabream,Spondyliosoma cantharus,601356
266,Bearded brotula,Brotula barbata,600486
266,Sandbar shark,Carcharhinus plumbeus,600880
266,Longbill spearfish,Tetrapturus pfluegeri,600220
266,Bobo croaker,Pseudotolithus elongatus,600433
266,"Seabasses, hinds",Epinephelus,500366
266,Aquatic invertebrates,Miscellaneous aquatic invertebrates,100077
266,Threadfins,Polynemidae,400361
266,Sepia cuttlefishes,Sepia,590011
266,Yellowfin tuna,Thunnus albacares,600143
266,Two-toothed seabreams,Diplodus,500705
266,Spinous spider crab,Maja squinado,690387
266,Tunas,Thunnus,501905
266,Blackbelly rosefish,Helicolenus dactylopterus,600076
266,Giant African threadfin,Polydactylus quadrifilis,605002
266,Spanish mackerels,Scomberomorus,500487
266,Great hammerhead,Sphyrna mokarran,600914
266,"Octopuses, argonauts",Octopoda,390007
266,Bigeye tuna,Thunnus obesus,600146
266,Nurse shark,Ginglymostoma cirratum,602532
266,Catsharks,Scyliorhinus,500814
266,Angular roughshark,Oxynotus centrina,600718
266,Common pencil squids,Loliginidae,490010
266,Requiem sharks,Carcharhinidae,400011
266,Atlantic sailfish,Istiophorus albicans,600078
266,Oceanic whitetip shark,Carcharhinus longimanus,600875
266,Bastard grunt,Pomadasys incisus,605003
266,Roudi escolar,Promethichthys prometheus,605008
266,Little tunny,Euthynnus alletteratus,600097
266,Spottail spiny turbot,Psettodes belcheri,604504
266,Cods,Gadiformes,300044
266,Shortfin mako,Isurus oxyrinchus,600752
266,Sardinellas,Sardinella,501940
266,"Barracudas, sennets",Sphyraena,500372
266,Blue butterfish,Stromateus fiatola,601198
266,Cuttlefishes,Sepiidae,490011
266,"Jacks, pompanos",Carangidae,400314
266,Blue shark,Prionace glauca,600898
266,Bogue,Boops boops,600203
266,Salema,Sarpa salpa,600204
266,Blue marlin,Makaira nigricans,600216
266,"Puffers, tobies",Tetraodontidae,400448
266,Guinea shrimp,Parapenaeopsis atlantica,690168
266,Silvery John dory,Zenopsis conchifer,600336
266,"Armored searobins, gurnards",Peristediidae,400581
266,West African ilisha,Ilisha africana,601625
266,Houndsharks,Triakidae,400488
266,Sharp-nosed sharks,Carcharhinus,500816
266,"Drums, croakers",Sciaenidae,400331
266,Leafscale gulper shark,Centrophorus squamosus,600653
266,Largeeye dentex,Dentex macrophthalmus,600438
266,Alexandria pompano,Alectis alexandrina,601888
266,Atlantic bonito,Sarda sarda,600115
266,Smooth-hound,Mustelus mustelus,604996
266,Subtropical seabreams,Pagrus,500903
266,Hakes,Merluccius,500654
266,Bullet tuna,Auxis rochei,600093
266,Scalloped hammerhead,Sphyrna lewini,600912
266,Tarpon,Megalops atlanticus,601079
266,Royal threadfin,Pentanemus quinquarius,600342
266,Lowfin gulper shark,Centrophorus lusitanicus,600650
266,Scarlet shrimp,Plesiopenaeus edwardsianus,690343
266,Pandoras,Pagellus,501145
266,Toothed seabreams,Dentex,500809
266,Largehead hairtail,Trichiurus lepturus,601288
266,Copper shark,Carcharhinus brachyurus,600864
266,Whiptail stingrays,Dasyatidae,400020
266,Red porgy,Pagrus pagrus,601756
266,"Grunts, sweetlips, bonnetmouths",Haemulidae,400327
266,Atlantic pomfret,Brama brama,600391
266,Red pandora,Pagellus bellottii,600436
266,John dory,Zeus faber,601370
266,Thresher,Alopias vulpinus,602535
266,Cunene horse mackerel,Trachurus trecae,600371
266,Cutlassfishes,Trichiuridae,400415
266,Galapagos shark,Carcharhinus galapagensis,600870
266,Meagre,Argyrosomus regius,600418
266,Bull shark,Carcharhinus leucas,600873
266,Tope shark,Galeorhinus galeus,604642
266,Southern pink shrimp,Farfantepenaeus notialis,690378
266,Bullet and frigate tunas,Auxis,501163
266,Shortbill spearfish,Tetrapturus angustirostris,603915
266,"Crabs, lobsters, shrimps",Decapoda,390013
266,Bluntnose sixgill shark,Hexanchus griseus,600637
266,"Hammer, bonnet, scoophead sharks",Sphyrnidae,400012
780,Silky shark,Carcharhinus falciformis,600868
780,"Anchovies, round herrings",Engraulidae,400454
780,Atlantic thread herring,Opisthonema oglinum,601486
780,"Squirrel-, soldierfishes",Holocentridae,400243
780,Longfin mako,Isurus paucus,600753
780,Albacore,Thunnus alalunga,600142
780,Swimming crabs,Portunidae,490031
780,Atlantic white marlin,Kajikia albida,600219
780,Frigate tuna,Auxis thazard,600094
780,Sand tiger shark,Carcharias taurus,600747
780,"Porgies, seabreams",Sparidae,400330
780,Tiger shark,Galeocerdo cuvier,600886
780,Cuskeels,Ophidiidae,400186
780,"Sea catfishes, coblers",Ariidae,400145
780,Snappers,Lutjanidae,400323
780,Bluefish,Pomatomus saltatrix,600364
780,Sharp-nosed sharks,Carcharhinus,500816
780,Blacktip shark,Carcharhinus limbatus,600874
780,Cobias,Rachycentridae,400312
780,Hammerhead sharks,Sphyrna,500693
780,Billfishes,Istiophoridae,400419
780,"Sharks, rays, skates",Elasmobranchii,200004
780,Aquatic invertebrates,Miscellaneous aquatic invertebrates,100077
780,Blackfin tuna,Thunnus atlanticus,600144
780,Mackerel/white sharks,Lamnidae,400009
780,Escolar,Lepidocybium flavobrunneum,601042
780,Commercial shrimps and prawns,Penaeidae,490043
780,Atlantic bluefin tuna,Thunnus thynnus,600147
780,"Bigeyes, catalufas",Priacanthidae,400303
780,Scalloped hammerhead,Sphyrna lewini,600912
780,Galapagos shark,Carcharhinus galapagensis,600870
780,Great barracuda,Sphyraena barracuda,601235
780,"Lobsters, crabs, shrimps, krill",Malacostraca,290022
780,"Wrasses, gropers, tuskfishes",Labridae,400362
780,Spiny lobsters,Palinuridae,490039
780,Triggerfishes,Balistidae,400445
780,Toadfishes,Batrachoididae,400189
780,Swordfishes,Xiphiidae,400417
780,"Sharks, rays, chimaeras",Chondrichthyes,200538
780,Flatfishes,Pleuronectiformes,300061
780,"Herrings, shads, anchovies",Clupeiformes,300028
780,Skipjack tuna,Katsuwonus pelamis,600107
780,Squids,Teuthida,390002
780,"Bramble, sleeper, dogfish sharks",Squaliformes,300009
780,Lemon shark,Negaprion brevirostris,600897
780,Jamaica weakfish,Cynoscion jamaicensis,601171
780,"Squids, cuttlefishes, octopuses",Cephalopoda,290002
780,"Basses, groupers, hinds",Serranidae,400289
780,Moray eels,Muraenidae,400056
780,Dolphinfishes,Coryphaena,500116
780,Perch-likes,Perciformes,300060
780,Round sardinella,Sardinella aurita,601043
780,Yellowtail snapper,Ocyurus chrysurus,600188
780,Thresher sharks,Alopias,500639
780,"Guitarfishes, fanrays",Rhinobatidae,400017
780,"Mullets, grey mullets",Mugilidae,400359
780,Bigeye thresher,Alopias superciliosus,602534
780,Jacks,Caranx,500467
780,Barracudas,Sphyraenidae,400360
780,Common dolphinfish,Coryphaena hippurus,600006
780,"Porcupine-, burrfishes",Diodontidae,400449
780,Swordfish,Xiphias gladius,600226
780,"Halfbeaks, garfishes",Hemiramphidae,400475
780,Sandbar shark,Carcharhinus plumbeus,600880
780,Remoras,Echeneidae,400313
780,Longbill spearfish,Tetrapturus pfluegeri,600220
780,Eagle/manta rays,Myliobatidae,400022
780,Snooks,Centropomidae,400287
780,"Seabasses, hinds",Epinephelus,500366
780,Cero,Scomberomorus regalis,600134
780,Others,,
780,Tunas,Thunnus,501905
780,"Mackerels, tunas, bonitos",Scombridae,400416
780,Spanish mackerels,Scomberomorus,500487
780,Great hammerhead,Sphyrna mokarran,600914
780,"Octopuses, argonauts",Octopoda,390007
780,Bigeye tuna,Thunnus obesus,600146
780,Nurse shark,Ginglymostoma cirratum,602532
780,Common pencil squids,Loliginidae,490010
780,Requiem sharks,Carcharhinidae,400011
780,"Box-, cow-, trunkfishes",Ostraciidae,400446
780,Atlantic sailfish,Istiophorus albicans,600078
780,Oceanic whitetip shark,Carcharhinus longimanus,600875
780,"Spade-, batfishes, scats",Ephippidae,400340
780,Little tunny,Euthynnus alletteratus,600097
780,Shortfin mako,Isurus oxyrinchus,600752
780,Lefteye flounders,Bothidae,400439
780,"Jacks, pompanos",Carangidae,400314
780,Blue shark,Prionace glauca,600898
780,Wahoo,Acanthocybium solandri,600089
780,Blue marlin,Makaira nigricans,600216
780,Cutlassfishes,Trichiuridae,400415
780,"Puffers, tobies",Tetraodontidae,400448
780,Red grouper,Epinephelus morio,600017
780,Porgies,Calamus,501551
780,"Drums, croakers",Sciaenidae,400331
780,Butterfishes,Stromateidae,400425
780,"Surgeons, tangs, unicornfishes",Acanthuridae,400412
780,"Mojarras, silverbellies",Gerreidae,400326
780,Atlantic bonito,Sarda sarda,600115
780,Caribbean spiny lobster,Panulirus argus,690071
780,Bullet tuna,Auxis rochei,600093
780,Yellowfin tuna,Thunnus albacares,600143
780,Tarpon,Megalops atlanticus,601079
780,Tripletail,Lobotes surinamensis,601077
780,Whiptail stingrays,Dasyatidae,400020
780,"Eels, morays",Anguilliformes,300026
780,"Grunts, sweetlips, bonnetmouths",Haemulidae,400327
780,"Herrings, sardines, menhadens",Clupeidae,400043
780,Thresher,Alopias vulpinus,602535
780,Serra Spanish mackerel,Scomberomorus brasiliensis,600119
780,King mackerel,Scomberomorus cavalla,600120
780,Southern red snapper,Lutjanus purpureus,600171
780,Bull shark,Carcharhinus leucas,600873
780,Bullet and frigate tunas,Auxis,501163
780,"Crabs, lobsters, shrimps",Decapoda,390013
780,"Hammer, bonnet, scoophead sharks",Sphyrnidae,400012
270,Silky shark,Carcharhinus falciformis,600868
270,Spiny scorpionfish,Trachyscorpia cristulata echinata,617286
270,Atlantic bumper,Chloroscombrus chrysurus,600385
270,Pompanos,Trachinotus,500598
270,Bigeye grunt,Brachydeuterus auritus,600400
270,Saddled seabream,Oblada melanura,600850
270,Snake mackerels,Gempylidae,400414
270,European anchovy,Engraulis encrasicolus,600066
270,Others,,
270,West African ladyfish,Elops lacerta,604959
270,Scorpionfishes,Scorpaena,500134
270,Gulper shark,Centrophorus granulosus,600648
270,Moray eels,Muraenidae,400056
270,Atlantic emperor,Lethrinus atlanticus,601867
270,Hakes,Merluccius,500654
270,Ballyhoo halfbeak,Hemiramphus brasiliensis,601059
270,Spotted seabass,Dicentrarchus punctatus,600394
270,Requiem sharks,Carcharhinidae,400011
270,"Alfonsinos, redfishes",Berycidae,400240
270,Smooth hammerhead,Sphyrna zygaena,600917
270,Albacore,Thunnus alalunga,600142
270,African croakers,Pseudotolithus,503152
270,"Anchovies, round herrings",Engraulidae,400454
270,Frigate tuna,Auxis thazard,600094
270,European seabass,Dicentrarchus labrax,600063
270,"Porgies, seabreams",Sparidae,400330
270,Tiger shark,Galeocerdo cuvier,600886
270,Hammerhead sharks,Sphyrna,500693
270,"Searobins, gurnards",Triglidae,400266
270,Eagle/manta rays,Myliobatidae,400022
270,Chub mackerels,Scomber,500142
270,Madeiran sardinella,Sardinella maderensis,601047
270,Snappers,Lutjanidae,400323
270,Blue runner,Caranx crysos,601933
270,Bluefish,Pomatomus saltatrix,600364
270,West African Spanish mackerel,Scomberomorus tritor,600141
270,Blacktip shark,Carcharhinus limbatus,600874
270,Scalloped hammerhead,Sphyrna lewini,600912
270,Sompat grunt,Pomadasys jubelini,604708
270,Blue butterfish,Stromateus fiatola,601198
270,Aquatic invertebrates,Miscellaneous aquatic invertebrates,100077
270,Sand steenbras,Lithognathus mormyrus,600706
270,Ground sharks,Carcharhiniformes,300008
270,Brown ray,Raja miraletus,605014
270,"Sharks, rays, skates",Elasmobranchii,200004
270,Canary drum,Umbrina canariensis,604548
270,Rubberlip grunt,Plectorhinchus mediterraneus,600398
270,"Gunnels, forkbeards",Phycis,509303
270,Mackerel/white sharks,Lamnidae,400009
270,"Sharks, rays, chimaeras",Chondrichthyes,200538
270,Bonnetmouths,Inermiidae,400479
270,Billfishes,Istiophoridae,400419
270,Royal spiny lobster,Panulirus regius,690336
270,Boe drum,Pteroscion peli,600423
270,Deepwater rose shrimp,Parapenaeus longirostris,690109
270,Atlantic bluefin tuna,Thunnus thynnus,600147
270,Common stingray,Dasyatis pastinaca,602060
270,Leerfish,Lichia amia,600692
270,Portuguese dogfish,Centroscymnus coelolepis,600662
270,West African goatfish,Pseudupeneus prayensis,600453
270,West African geryon,Chaceon maritae,690431
270,Scads,Decapterus,502102
270,Lesser African threadfin,Galeoides decadactylus,600341
270,Parrotfishes,Scaridae,400364
270,Atlantic white marlin,Kajikia albida,600219
270,Spiny lobsters,Palinuridae,490039
270,Soles,Soleidae,400441
270,Atlantic pomfret,Brama brama,600391
270,"Cuttlefishes, bobtail squids",Sepiida,390006
270,African moonfish,Selene dorsalis,600379
270,Triggerfishes,Balistidae,400445
270,Bonefish,Albula vulpes,600228
270,Guinean striped mojarra,Gerres nigri,609907
270,Commercial shrimps and prawns,Penaeidae,490043
270,Flatfishes,Pleuronectiformes,300061
270,Mako sharks,Isurus,500638
270,"Tunas, bonitos, billfishes",Scombroidea,300036
270,Flathead grey mullet,Mugil cephalus,600785
270,White skate,Rostroraja alba,607613
270,"Herrings, shads, anchovies",Clupeiformes,300028
270,"Jacks, horse mackerels",Trachurus,500661
270,Skipjack tuna,Katsuwonus pelamis,600107
270,White grouper,Epinephelus aeneus,600426
270,Squids,Teuthida,390002
270,Guinea shrimp,Parapenaeopsis atlantica,690168
270,Murex shells,Murex,590050
270,Cassava croaker,Pseudotolithus senegalensis,600432
270,Shortfin mako,Isurus oxyrinchus,600752
270,Rough whip stingrays,Dasyatis,500646
270,"Bramble, sleeper, dogfish sharks",Squaliformes,300009
270,Bonga shad,Ethmalosa fimbriata,601594
270,"Octopuses, pikas",Octopus,590013
270,Gilthead seabream,Sparus aurata,601164
270,Caramote prawn,Melicertus kerathurus,690070
270,Medusafishes,Centrolophidae,400421
270,"Squids, cuttlefishes, octopuses",Cephalopoda,290002
270,Atlantic horse mackerel,Trachurus trachurus,601365
270,Wedge sole,Dicologlossa cuneata,600526
270,"Basses, groupers, hinds",Serranidae,400289
270,Common octopus,Octopus vulgaris,690088
270,"Mackerels, tunas, bonitos",Scombridae,400416
270,Octopuses,Octopodidae,490012
270,Great white shark,Carcharodon carcharias,600751
270,Perch-likes,Perciformes,300060
270,Catsharks,Scyliorhinus,500814
270,Clams,Bivalvia,290004
270,Toothed seabreams,Dentex,500809
270,Dusky shark,Carcharhinus obscurus,600878
270,Round sardinella,Sardinella aurita,601043
270,Law croaker,Pseudotolithus senegallus,605009
270,"Clams, seasnails, squids, octopuses",Mollusca,190195
270,Thresher sharks,Alopias,500639
270,Wreckfish,Polyprion americanus,600349
270,Angola dentex,Dentex angolensis,600440
270,Guitarfishes,Rhinobatos,500351
270,Black seabream,Spondyliosoma cantharus,601356
270,Wahoo,Acanthocybium solandri,600089
270,"Mullets, grey mullets",Mugilidae,400359
270,Kitefin shark,Dalatias licha,600669
270,Bigeye thresher,Alopias superciliosus,602534
270,Morays,Gymnothorax,500384
270,Common cuttlefish,Sepia officinalis,690085
270,"Marine crabs, shrimps, lobsters nei",Miscellaneous marine crustaceans,100047
270,Salema,Sarpa salpa,600204
270,Flat needlefish,Ablennes hians,600972
270,Jacks,Caranx,500467
270,Barracudas,Sphyraenidae,400360
270,Common dolphinfish,Coryphaena hippurus,600006
270,Picarels,Spicara,500679
270,Swordfish,Xiphias gladius,600226
270,Grey mullets,Mugil,500152
270,Sharp-nosed sharks,Carcharhinus,500816
270,Silver scabbardfish,Lepidopus caudatus,600645
270,Biglip grunt,Plectorhinchus macrolepis,609908
270,Longbill spearfish,Tetrapturus pfluegeri,600220
270,Largeeye dentex,Dentex macrophthalmus,600438
270,"Seabasses, hinds",Epinephelus,500366
270,Threadfins,Polynemidae,400361
270,Sepia cuttlefishes,Sepia,590011
270,Yellowfin tuna,Thunnus albacares,600143
270,Two-toothed seabreams,Diplodus,500705
270,Sandbar shark,Carcharhinus plumbeus,600880
270,Tunas,Thunnus,501905
270,Great barracuda,Sphyraena barracuda,601235
270,Giant African threadfin,Polydactylus quadrifilis,605002
270,Puffers,Sphoeroides,509125
270,Great hammerhead,Sphyrna mokarran,600914
270,"Octopuses, argonauts",Octopoda,390007
270,Bigeye tuna,Thunnus obesus,600146
270,Nurse shark,Ginglymostoma cirratum,602532
270,Bobo croaker,Pseudotolithus elongatus,600433
270,Smallspotted catshark,Scyliorhinus canicula,600845
270,Common pencil squids,Loliginidae,490010
270,Senegalese hake,Merluccius senegalensis,600321
270,Cornetfish,Fistularia tabacaria,603275
270,Benguela hake,Merluccius polli,600327
270,Atlantic sailfish,Istiophorus albicans,600078
270,Oceanic whitetip shark,Carcharhinus longimanus,600875
270,Bastard grunt,Pomadasys incisus,605003
270,Little tunny,Euthynnus alletteratus,600097
270,Crevalle jack,Caranx hippos,600071
270,Cods,Gadiformes,300044
270,Skates and rays,Rajiformes,300014
270,Sardinellas,Sardinella,501940
270,"Barracudas, sennets",Sphyraena,500372
270,Monrovia doctorfish,Acanthurus monroviae,601800
270,Goatfishes,Mullidae,400332
270,Cuttlefishes,Sepiidae,490011
270,"Jacks, pompanos",Carangidae,400314
270,Blue shark,Prionace glauca,600898
270,Bogue,Boops boops,600203
270,Common sole,Solea solea,600525
270,Blue marlin,Makaira nigricans,600216
270,"Puffers, tobies",Tetraodontidae,400448
270,Bearded brotula,Brotula barbata,600486
270,Blackbelly rosefish,Helicolenus dactylopterus,600076
270,"Armored searobins, gurnards",Peristediidae,400581
270,West African ilisha,Ilisha africana,601625
270,Basking shark,Cetorhinus maximus,600090
270,Brown meagre,Sciaena umbra,601707
270,"Drums, croakers",Sciaenidae,400331
270,Dungat grouper,Epinephelus goreensis,604961
270,Axillary seabream,Pagellus acarne,600889
270,Hairtails,Trichiurus,500114
270,Alexandria pompano,Alectis alexandrina,601888
270,Atlantic bonito,Sarda sarda,600115
270,Smooth-hound,Mustelus mustelus,604996
270,Subtropical seabreams,Pagrus,500903
270,Bullet tuna,Auxis rochei,600093
270,Volutes,Cymbium,590252
270,Tarpon,Megalops atlanticus,601079
270,Longfin mako,Isurus paucus,600753
270,Royal threadfin,Pentanemus quinquarius,600342
270,Lowfin gulper shark,Centrophorus lusitanicus,600650
270,Cobias,Rachycentridae,400312
270,Stout beardfish,Polymixia nobilis,607557
270,Pandoras,Pagellus,501145
270,Sea snails,Gastropoda,290006
270,Largehead hairtail,Trichiurus lepturus,601288
270,Copper shark,Carcharhinus brachyurus,600864
270,Whiptail stingrays,Dasyatidae,400020
270,Red porgy,Pagrus pagrus,601756
270,Grey triggerfish,Balistes capriscus,607327
270,"Grunts, sweetlips, bonnetmouths",Haemulidae,400327
270,"Herrings, sardines, menhadens",Clupeidae,400043
270,Red pandora,Pagellus bellottii,600436
270,Thresher,Alopias vulpinus,602535
270,Chimaeras,Chimaeriformes,300003
270,Common squids,Loligo,590010
270,Cutlassfishes,Trichiuridae,400415
270,Nursehound,Scyliorhinus stellaris,600854
270,Cobia,Rachycentron canadum,603542
270,Lanternsharks,Etmopterus,500642
270,Southern pink shrimp,Farfantepenaeus notialis,690378
270,Bullet and frigate tunas,Auxis,501163
270,Goosefishes,Lophiidae,400190
270,"Crabs, lobsters, shrimps",Decapoda,390013
270,Bluntnose sixgill shark,Hexanchus griseus,600637
270,"Hammer, bonnet, scoophead sharks",Sphyrnidae,400012
784,"Jacks, pompanos",Carangidae,400314
784,Black marlin,Istiompax indica,600217
784,Bluefish,Pomatomus saltatrix,600364
784,Yellowbar angelfish,Pomacanthus maculosus,607903
784,Striped bonito,Sarda orientalis,600114
784,"Seabasses, hinds",Epinephelus,500366
784,"Emperors, scavengers",Lethrinidae,400328
784,Parrotfishes,Scaridae,400364
784,"Mullets, grey mullets",Mugilidae,400359
784,"Octopuses, argonauts",Octopoda,390007
784,Spiny lobsters,Palinuridae,490039
784,Others,,
784,"Drums, croakers",Sciaenidae,400331
784,"Threadfins, whiptail breams",Nemipteridae,400324
784,Butterfishes,Stromateidae,400425
784,"Conger, garden eels",Congridae,400062
784,Smalltooth emperor,Lethrinus microdon,601845
784,Indian mackerels,Rastrelliger,505469
784,"Herrings, sardines, menhadens",Clupeidae,400043
784,Indo-Pacific sailfish,Istiophorus platypterus,600077
784,Barracudas,Sphyraenidae,400360
784,Narrowbarred Spanish mackerel,Scomberomorus commerson,600121
784,"Marine crabs, shrimps, lobsters nei",Miscellaneous marine crustaceans,100047
784,Swordfish,Xiphias gladius,600226
784,"Tunas, bonitos, billfishes",Scombroidea,300036
784,"Halfbeaks, garfishes",Hemiramphidae,400475
784,"Porgies, seabreams",Sparidae,400330
784,Shortbill spearfish,Tetrapturus angustirostris,603915
784,Yellowfin tuna,Thunnus albacares,600143
784,"Jacks, horse mackerels",Trachurus,500661
784,Flatfishes,Pleuronectiformes,300061
784,Skipjack tuna,Katsuwonus pelamis,600107
784,"Sea catfishes, coblers",Ariidae,400145
784,Snappers,Lutjanidae,400323
784,"Sharks, rays, skates",Elasmobranchii,200004
784,Rabbitfishes,Siganidae,400413
784,Blackstreaked monocle bream,Scolopsis taeniata,605889
784,Cobias,Rachycentridae,400312
784,Largehead hairtail,Trichiurus lepturus,601288
784,"Mojarras, silverbellies",Gerreidae,400326
784,Billfishes,Istiophoridae,400419
784,"Crabs, lobsters, shrimps",Decapoda,390013
784,"Grunts, sweetlips, bonnetmouths",Haemulidae,400327
784,"Basses, groupers, hinds",Serranidae,400289
784,Wolf herrings,Chirocentrus,500856
784,John dory,Zeus faber,601370
784,"Mackerels, tunas, bonitos",Scombridae,400416
784,Snubnose emperor,Lethrinus borbonicus,601844
784,Perch-likes,Perciformes,300060
784,Common squids,Loligo,590010
784,Milkfish,Chanos chanos,600080
784,Cutlassfishes,Trichiuridae,400415
784,Thresher sharks,Alopias,500639
784,"Sharks, rays, chimaeras",Chondrichthyes,200538
784,Cods,Gadiformes,300044
784,Skates and rays,Rajiformes,300014
784,Sardinellas,Sardinella,501940
784,"Lizardfishes, sauries",Synodontidae,400160
784,Squids,Teuthida,390002
784,"Hammer, bonnet, scoophead sharks",Sphyrnidae,400012
784,Goatfishes,Mullidae,400332
784,Cuttlefishes,Sepiidae,490011
274,Angelshark,Squatina squatina,600736
274,Blue shark,Prionace glauca,600898
274,Bogue,Boops boops,600203
274,Tiger prawns,Penaeus,590096
274,Common sole,Solea solea,600525
274,Billfishes,Istiophoridae,400419
274,Swimmer crabs,Portunus,590075
274,Sand steenbras,Lithognathus mormyrus,600706
274,Bluefish,Pomatomus saltatrix,600364
274,Mullets,Liza,504212
274,Gulper shark,Centrophorus granulosus,600648
274,Wahoo,Acanthocybium solandri,600089
274,Basking shark,Cetorhinus maximus,600090
274,Soles,Solea,500618
274,Silver sillago,Sillago sihama,604544
274,Smooth-hound,Mustelus mustelus,604996
274,Swimming crabs,Portunidae,490031
274,Thresher,Alopias vulpinus,602535
274,Atlantic goatfishes,Mullus,500143
274,Bluntnose sixgill shark,Hexanchus griseus,600637
274,"Cuttlefishes, bobtail squids",Sepiida,390006
274,Greater amberjack,Seriola dumerili,601005
274,Narrowbarred Spanish mackerel,Scomberomorus commerson,600121
274,Devil fish,Mobula mobular,607618
274,Swordfish,Xiphias gladius,600226
274,Grey mullets,Mugil,500152
274,Atlantic bonito,Sarda sarda,600115
274,Pompano,Trachinotus ovatus,601773
274,"Tunas, bonitos, billfishes",Scombroidea,300036
274,Dogfishes,Squalus,500107
274,Surmullet,Mullus surmuletus,601327
274,Alexandria pompano,Alectis alexandrina,601888
274,Bullet tuna,Auxis rochei,600093
274,Scalloped hammerhead,Sphyrna lewini,600912
274,"Jacks, horse mackerels",Trachurus,500661
274,Catsharks,Scyliorhinus,500814
274,Lanternsharks,Etmopterus,500642
274,"Seabasses, hinds",Epinephelus,500366
274,Subtropical seabreams,Pagrus,500903
274,Sepia cuttlefishes,Sepia,590011
274,Common pandora,Pagellus erythrinus,600893
274,"Bramble, sleeper, dogfish sharks",Squaliformes,300009
274,Two-toothed seabreams,Diplodus,500705
274,Others,,
274,Mediterranean horse mackerel,Trachurus mediterraneus,601278
274,Whiptail stingrays,Dasyatidae,400020
274,"Crabs, lobsters, shrimps",Decapoda,390013
274,Spanish mackerels,Scomberomorus,500487
274,Atlantic mackerel,Scomber scombrus,600118
274,Atlantic horse mackerel,Trachurus trachurus,601365
274,Piked dogfish,Squalus acanthias,600139
274,Grey triggerfish,Balistes capriscus,607327
274,Plain bonito,Orcynopsis unicolor,600108
274,"Mackerels, tunas, bonitos",Scombridae,400416
274,Frigate tuna,Auxis thazard,600094
274,Requiem sharks,Carcharhinidae,400011
274,Common squids,Loligo,590010
274,Common dolphinfish,Coryphaena hippurus,600006
274,Dogfish sharks,Squalidae,400013
274,Meagre,Argyrosomus regius,600418
274,"Sharks, rays, chimaeras",Chondrichthyes,200538
274,Little tunny,Euthynnus alletteratus,600097
274,Pink dentex,Dentex gibbosus,604536
274,Mediterranean spearfish,Tetrapturus belone,601823
274,Shortfin mako,Isurus oxyrinchus,600752
274,Toothed seabreams,Dentex,500809
274,"Barracudas, sennets",Sphyraena,500372
274,Atlantic bluefin tuna,Thunnus thynnus,600147
274,Porbeagle,Lamna nasus,600088
274,Round sardinella,Sardinella aurita,601043
274,White seabream,Diplodus sargus sargus,601753
788,Squilla mantis shrimps,Squillidae,490052
788,Saddled seabream,Oblada melanura,600850
788,European anchovy,Engraulis encrasicolus,600066
788,Clawed lobsters,Nephropidae,490038
788,Gulper shark,Centrophorus granulosus,600648
788,Spanish mackerels,Scomberomorus,500487
788,Smooth-hound,Mustelus mustelus,604996
788,Grey gurnard,Eutrigla gurnardus,600068
788,Atlantic white marlin,Kajikia albida,600219
788,Smooth hammerhead,Sphyrna zygaena,600917
788,Oilfish,Ruvettus pretiosus,601044
788,"Anchovies, round herrings",Engraulidae,400454
788,Frigate tuna,Auxis thazard,600094
788,Atlantic goatfishes,Mullus,500143
788,Dogfishes,Squalus,500107
788,"Porgies, seabreams",Sparidae,400330
788,Others,,
788,Weeverfishes,Trachinidae,400377
788,Turbots,Scophthalmidae,400515
788,Bluefish,Pomatomus saltatrix,600364
788,Black goby,Gobius niger,600072
788,Opah,Lampris guttatus,601072
788,Atlantic pomfret,Brama brama,600391
788,Billfishes,Istiophoridae,400419
788,Sand steenbras,Lithognathus mormyrus,600706
788,Venus clams,Veneridae,490060
788,Norway lobster,Nephrops norvegicus,690273
788,Bigscale sand smelt,Atherina boyeri,601696
788,Commercial shrimps and prawns,Penaeidae,490043
788,Garfish,Belone belone,600047
788,"Mullets, grey mullets",Mugilidae,400359
788,Atlantic bluefin tuna,Thunnus thynnus,600147
788,Smoothhounds,Mustelus,500348
788,White seabream,Diplodus sargus sargus,601753
788,Angelshark,Squatina squatina,600736
788,"Horned, musky octopuses",Eledone,590024
788,Leerfish,Lichia amia,600692
788,Golden grey mullet,Liza aurata,601735
788,Slipper lobsters,Scyllaridae,490040
788,"Wrasses, gropers, tuskfishes",Labridae,400362
788,Spiny lobsters,Palinuridae,490039
788,Basking shark,Cetorhinus maximus,600090
788,Mediterranean spearfish,Tetrapturus belone,601823
788,Annular seabream,Diplodus annularis,601752
788,Triggerfishes,Balistidae,400445
788,Silversides,Atherinidae,400218
788,Greater amberjack,Seriola dumerili,601005
788,Bluntnose sixgill shark,Hexanchus griseus,600637
788,Flathead grey mullet,Mugil cephalus,600785
788,Skipjack tuna,Katsuwonus pelamis,600107
788,"Bramble, sleeper, dogfish sharks",Squaliformes,300009
788,Largescaled gurnard,Lepidotrigla cavillone,601722
788,"Scorpionfishes, rockfishes",Scorpaenidae,400264
788,Caramote prawn,Melicertus kerathurus,690070
788,Atlantic horse mackerel,Trachurus trachurus,601365
