"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","species","country","localities","source","commercial.group","functional.group","group.level","group.match","canonical","worldbank","NAME_CIAWF","CONTINENT","included"
0,0,100,100,100,0,0,0,100,100,100,0,"Macrourus stroemii","","Northeastern Atlantic","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macrourus stroemii","","Reykjanes and Mid-Atlantic ridge","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
0,0,0,100,0,0,0,0,0,0,0,0,"Macrourus stroemii","Iceland","Rockall and Hatton Banks, 1975","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","genus",1,"Iceland","Iceland","Iceland","Europe",FALSE
0,0,0,0,0,0,100,100,100,100,100,0,"Macrourus stroemii","UK","Rockall trough, 1993-95","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","genus",1,"United Kingdom","United Kingdom","United Kingdom","Europe",FALSE
0,0,0,0,0,0,0,100,100,100,100,0,"Macrourus stroemii","Norway","Skagerrak (Norwegian Deep), 1986-87","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","genus",1,"Norway","Norway","Norway","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macrourus stroemii","","to be filled","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,100,100,100,0,0,0,0,"Macruronus magellanicus","Argentina","Gulf of San Matias","Fishbase","Cod-likes","Large benthopelagics (>=90 cm)","scientific",1,"Argentina","Argentina","Argentina","South America",TRUE
0,0,0,0,0,100,100,100,100,0,0,0,"Macruronus novaezelandiae","New Zealand","New Zealand","Fishbase","Cod-likes","Large demersals (>=90 cm)","scientific",1,"New Zealand","New Zealand","New Zealand","Oceania",TRUE
0,0,0,0,0,100,100,100,100,0,0,0,"Macruronus novaezelandiae","Australia","off Cape Sorell, west coast of Tasmania","Fishbase","Cod-likes","Large demersals (>=90 cm)","scientific",1,"Australia","Australia","Australia","Oceania",TRUE
0,0,0,100,100,100,0,0,0,0,0,0,"Makaira lessonae","Brazil","Between 20° to 30°S and 20°to 50° W.","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,100,0,0,0,0,0,0,0,"Makaira lessonae","Cuba","Off Cuba","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Cuba","Cuba","Cuba","North America",TRUE
0,0,0,0,0,0,0,0,0,100,100,100,"Makaira mazara","Australia","Coral Sea","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","scientific",1,"Australia","Australia","Australia","Oceania",FALSE
100,100,100,0,0,0,0,0,0,100,100,100,"Makaira mazara","Australia","northwestern waters","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","scientific",1,"Australia","Australia","Australia","Oceania",FALSE
100,100,0,0,0,0,0,0,0,0,0,0,"Makaira mazara","Australia","Ribbon and Osprey reefs off Queensland","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","scientific",1,"Australia","Australia","Australia","Oceania",FALSE
0,0,0,0,0,0,0,0,0,100,100,100,"Makaira nigricans mazara","Australia","Coral Sea","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
100,100,100,0,0,0,0,0,0,100,100,100,"Makaira nigricans mazara","Australia","northwestern waters","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Makaira nigricans mazara","Hawaii","not stated","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Hawaii","United States","United States","North America",FALSE
100,100,0,0,0,0,0,0,0,0,0,0,"Makaira nigricans mazara","Australia","Ribbon and Osprey reefs off Queensland","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,0,0,0,0,0,100,100,100,0,0,0,"Makaira nigricans",NA,"eastern Atlantic","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","scientific",1,NA,NA,NA,NA,TRUE
0,0,0,0,0,0,100,100,100,0,0,0,"Makaira perezi",NA,"eastern Atlantic","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,NA,NA,NA,NA,FALSE
0,0,100,100,0,0,0,0,0,0,0,0,"Makaira velifera","Brazil","Ceará","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Brazil","Brazil","Brazil","South America",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Makaira velifera","Guinea","Conakry-Freetown region","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Guinea","Guinea","Guinea","Africa",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Makaira velifera","Guinea","Conakry-St. Luis region","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Guinea","Guinea","Guinea","Africa",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Makaira velifera","","Eastern Mediterranean","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,100,100,100,100,100,100,0,0,0,"Makaira velifera","USA","Florida (offshore waters beyond the 100 fathom isobath)","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,0,0,100,100,100,100,100,100,0,0,0,"Makaira velifera","Cuba","Offshore waters beyond the 100 fathom isobath","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Cuba","Cuba","Cuba","North America",FALSE
0,0,0,100,100,100,100,100,100,0,0,0,"Makaira velifera","USA","South Carolina (offshore waters beyond the 100 fathom isobath)","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Makaira xantholineata","China","Hainan Island","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"China","China","China","Asia",FALSE
0,0,0,0,0,0,0,0,0,100,100,100,"Makaira xantholineata","Australia","Northwestern part of the Coral Sea","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,0,0,0,0,0,0,100,100,100,100,0,"Makaira xantholineata","Australia","Off Cairns","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Makaira xantholineata","","South China Sea","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","","Asia",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Makaira xantholineata","","subtropical and tropical waters of the Pacific and Indian oceans","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,0,100,100,100,0,0,"Makaira xantholineata","Taiwan","Taiwan","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Taiwan","China","Taiwan","Asia",FALSE
100,100,100,0,0,0,0,0,0,100,100,100,"Makaira xantholineata","Australia","Timor Sea, northwestern coasts","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,0,0,0,0,0,0,0,0,0,100,100,"Makaira zelandica","French Polynesia","16.47-31.50°S, 140-144°W (Jan 2006-Jan 2009)","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"French Polynesia","French Polynesia","French Polynesia","Oceania",FALSE
100,100,0,0,0,0,0,0,0,0,0,0,"Makaira zelandica","Indonesia","Banda and Timor Seas","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Indonesia","Indonesia","Indonesia","Asia",FALSE
0,0,100,0,100,0,0,0,0,0,0,0,"Makaira zelandica","","Bay of Bengal","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Makaira zelandica","","Eastern Pacific","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,0,0,0,0,100,100,"Makaira zelandica","Fiji","near 177°W","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Fiji","Fiji","Fiji","Oceania",FALSE
0,0,0,0,0,0,0,0,0,100,100,100,"Makaira zelandica","","Northeastern Indian Ocean between 10°S and 20°S","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,0,0,100,0,0,0,"Makaira zelandica","Australia","Southern Coral Sea","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,0,0,0,0,0,0,0,0,0,100,100,"Makaira zelandica","","Southwest Pacific between 10°S and 30°S","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
100,0,0,0,0,0,0,0,0,100,100,100,"Makaira zelandica","","Southwestern Pacific Ocean (Jan 2006-Jan 2009)","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
100,0,0,0,0,0,0,0,0,0,0,100,"Makaira zelandica","","Western Indian Ocean","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Makaira zelandica","","Western North Pacific","Fishbase","Tuna & billfishes","Large pelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Malacanthus plumieri","Brazil","Ceará","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Maurolicus muelleri","","Mediterranean Sea","Fishbase","Other fishes & inverts","Small bathypelagics (<30 cm)","scientific",1,"","","",NA,FALSE
0,0,100,100,100,100,100,100,100,0,0,0,"Maurolicus muelleri","","north of 40°N","Fishbase","Other fishes & inverts","Small bathypelagics (<30 cm)","scientific",1,"","","",NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maurolicus muelleri","Japan","Sea of Japan","Fishbase","Other fishes & inverts","Small bathypelagics (<30 cm)","scientific",1,"Japan","Japan","Japan","Asia",FALSE
0,0,0,100,100,0,0,0,0,0,0,0,"Megalops atlanticus","Colombia","Caribbean coast","Fishbase","Other fishes & inverts","Large pelagics (>=90 cm)","scientific",1,"Colombia","Colombia","Colombia","South America",TRUE
100,100,0,0,0,0,0,0,0,0,0,0,"Megalops atlanticus","Brazil","Ceará","Fishbase","Other fishes & inverts","Large pelagics (>=90 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Megalops atlanticus","USA","Eastern Gulf of Mexico, off Florida","Fishbase","Other fishes & inverts","Large pelagics (>=90 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Megalops atlanticus","Mexico","Gulf of Mexico and Yucatan Channel","Fishbase","Other fishes & inverts","Large pelagics (>=90 cm)","scientific",1,"Mexico","Mexico","Mexico","North America",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Megalops cyprinoides","Papua New Guinea","Sepik River","Fishbase","Other fishes & inverts","Large pelagics (>=90 cm)","scientific",1,"Papua New Guinea","Papua New Guinea","Papua New Guinea","Oceania",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","","Barents & Norwegian Seas","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","Europe",TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","Norway","Bodø","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
0,100,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","USA","Cape Sable to Block Island","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,100,100,0,0,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","","Celtic Sea","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","Europe",TRUE
0,0,100,100,100,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","Faeroe Is.","Faeroes","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Faeroe Islands","Faeroe Islands","Faeroe Islands","Europe",TRUE
0,100,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","","Faroe (NW, N and NE)","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","Europe",TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","Norway","Finnmark","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
0,100,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","","Georges Bank, Browns Bank and coastal Gulf of Maine","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","North America",TRUE
0,0,0,0,0,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","","Grand Bank","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","North America",TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","Norway","Lofoten","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
0,100,100,100,100,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","","North Atlantic","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,100,100,100,100,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","","Northeastern Atlantic","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,100,100,100,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","","Northern North Sea","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","Europe",TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","","northern North Sea and shelf West of Orkney and Shetland","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","Europe",TRUE
100,100,100,100,100,100,100,0,0,0,0,0,"Melanogrammus aeglefinus","","Northwestern Atlantic","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","North America",TRUE
100,100,100,100,100,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","Norway","NW Norway (63°N-68°N)","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
0,0,100,100,100,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","Iceland","Off Southwestern","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Iceland","Iceland","Iceland","Europe",TRUE
0,0,100,100,100,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","Norway","off Trondheim and Møre","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
0,0,0,0,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","UK Scotland","Rockall Bank","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"United Kingdom","United Kingdom","United Kingdom","Europe",TRUE
0,0,0,100,0,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","","Scotian Banks","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","North America",TRUE
0,0,0,0,100,100,0,0,0,0,0,0,"Melanogrammus aeglefinus","Iceland","SW and W Iceland","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Iceland","Iceland","Iceland","Europe",TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","Norway","Vesterålen","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
0,0,0,100,0,0,0,0,0,0,0,0,"Melanogrammus aeglefinus","Norway","western Barents Sea, continental slopes","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Menidia beryllina","USA","Chesapeake Bay","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,0,0,100,100,100,100,0,0,0,0,"Menidia beryllina","USA","Delaware Bay","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,100,100,100,100,100,100,100,0,0,0,"Menidia beryllina","USA","Florida","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Menidia beryllina","USA","New York","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,0,0,0,0,100,100,0,0,0,0,0,"Menidia beryllina","USA","Woods Hole","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,0,100,100,100,100,100,100,0,0,0,0,"Menidia menidia","USA","Chesapeake Bay","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,100,100,100,100,0,0,0,0,"Menidia menidia","USA","Delaware Bay","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,100,100,100,0,0,0,0,0,"Menidia menidia","USA","Essex Bay, MA","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,100,100,100,100,0,0,0,0,"Menidia menidia","USA","Indian River Bay","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Menidia menidia","USA","Rehobot Bay, Delaware","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,100,100,100,0,0,0,0,0,"Menidia menidia","USA","Southern New England","Fishbase","Other fishes & inverts","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,0,0,0,0,0,100,100,"Menticirrhus americanus","Brazil","Ceará","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,0,100,11,100,100,100,100,0,"Menticirrhus americanus","USA","Delaware Bay","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Menticirrhus americanus","USA","northcentral Gulf of Mexico, 2008-2009","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,100,100,100,100,100,100,0,0,0,0,"Menticirrhus americanus","Brazil","São Paulo","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,100,100,100,100,0,100,100,100,100,0,0,"Menticirrhus americanus","Brazil","São Paulo_","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,0,0,0,0,0,0,100,100,"Menticirrhus martinicensis","Brazil","Ceará","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","genus",1,"Brazil","Brazil","Brazil","South America",FALSE
0,0,0,0,0,100,11,100,100,100,100,0,"Menticirrhus martinicensis","USA","Delaware Bay","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,0,100,100,100,100,100,100,0,0,0,0,"Menticirrhus martinicensis","Brazil","São Paulo","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","genus",1,"Brazil","Brazil","Brazil","South America",FALSE
0,100,100,100,100,0,100,100,100,100,0,0,"Menticirrhus martinicensis","Brazil","São Paulo_","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","genus",1,"Brazil","Brazil","Brazil","South America",FALSE
0,0,0,100,100,0,0,0,0,0,0,0,"Menticirrhus saxatilis","USA","Beaufort, North Carolina","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Menticirrhus saxatilis","USA","Delaware Bay","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Menticirrhus saxatilis","USA","Off New Jersey","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
100,100,100,100,100,100,100,100,100,0,0,0,"Merlangius merlangus","","Between British Isles and Bay of Biscay","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","family",1,"","","",NA,TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Merlangius merlangus","","Black Sea","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","family",1,"","","",NA,TRUE
0,100,100,100,0,0,0,0,0,0,0,0,"Merlangius merlangus","Ireland","Celtic Sea (ICES div VIIg, Jan 2001-Jan 2002)","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","family",1,"Ireland","Ireland","Ireland","Europe",TRUE
100,100,100,100,100,0,0,0,0,0,0,0,"Merlangius merlangus","","Mediterranean","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","family",1,"","","",NA,TRUE
100,100,100,100,100,100,100,100,100,0,0,0,"Merlangius merlangus","","Northeastern Atlantic","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","family",1,"","","",NA,TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Merluccius albidus","","Caribbean Sea","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius albidus","USA","Gulf of Maine to Cape Hatteras","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Merluccius albidus","Mexico","Gulf of Mexico","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","scientific",1,"Mexico","Mexico","Mexico","North America",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius albidus","USA","New England","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,0,0,0,0,0,0,"Merluccius angustimanus","Mexico","southern Gulf of California","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Mexico","Mexico","Mexico","North America",TRUE
0,0,0,0,100,100,100,100,0,0,0,0,"Merluccius australis","Argentina","Off the Patagonian shelf south of 47° S","Fishbase","Cod-likes","Large benthopelagics (>=90 cm)","scientific",1,"Argentina","Argentina","Argentina","South America",TRUE
0,0,0,0,0,0,100,100,0,0,0,0,"Merluccius australis","New Zealand","Off west coast of South Island","Fishbase","Cod-likes","Large benthopelagics (>=90 cm)","scientific",1,"New Zealand","New Zealand","New Zealand","Oceania",TRUE
0,0,0,0,100,100,100,100,100,100,0,0,"Merluccius bilinearis","USA","Cape Sable to Block Island","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,100,0,0,0,"Merluccius bilinearis","Canada","Nova Scotia","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Canada","Canada","Canada","North America",TRUE
0,0,0,0,0,0,0,100,100,0,0,0,"Merluccius bilinearis","Canada","Off Sable Island Bank","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Canada","Canada","Canada","North America",TRUE
0,0,0,0,0,100,100,0,0,0,0,0,"Merluccius bilinearis","USA","Southeastern and southern slopes of Georges Bank","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,0,0,100,100,100,100,0,"Merluccius capensis","South Africa","Lüderitz (Namibia)  and Cape fishing grounds, 1970","Fishbase","Cod-likes","Large bathydemersals (>=90 cm)","scientific",1,"South Africa","South Africa","South Africa","Africa",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius capensis","","southern Africa","Fishbase","Cod-likes","Large bathydemersals (>=90 cm)","scientific",1,"","","","Africa",TRUE
0,0,0,0,0,0,0,100,100,100,100,0,"Merluccius gayi gayi","Chile","deep waters off Chile","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","scientific",1,"Chile","Chile","Chile","South America",TRUE
100,100,100,0,0,0,0,100,100,100,100,100,"Merluccius gayi peruanus","Peru","between 4°S and 8°S","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","scientific",1,"Peru","Peru","Peru","South America",FALSE
100,100,100,0,0,0,0,100,100,100,100,100,"Merluccius gayi peruvianus","Peru","between 4°S and 8°S","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","genus",1,"Peru","Peru","Peru","South America",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius hubbsi","Argentina","Argentine Sea","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","scientific",1,"Argentina","Argentina","Argentina","South America",TRUE
100,100,100,0,0,0,0,0,0,100,100,100,"Merluccius hubbsi","Argentina","north Patagonia waters (43°S-45°S)","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","scientific",1,"Argentina","Argentina","Argentina","South America",TRUE
0,0,0,0,100,100,100,0,0,0,0,0,"Merluccius hubbsi","Argentina","northern coasts (35°S-38°S)","Fishbase","Cod-likes","Medium benthopelagics (30 - 89 cm)","scientific",1,"Argentina","Argentina","Argentina","South America",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Merluccius magnoculus","","Caribbean Sea","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","genus",1,"","","",NA,TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius magnoculus","USA","Gulf of Maine to Cape Hatteras","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Merluccius magnoculus","Mexico","Gulf of Mexico","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","genus",1,"Mexico","Mexico","Mexico","North America",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius magnoculus","USA","New England","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","genus",1,"United States","United States","United States","North America",TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merluccius magnoculus","","to be filled","Fishbase","Cod-likes","Medium bathydemersals (30 - 89 cm)","genus",1,"","","",NA,FALSE
