ID,Country,Localities,Total Catch,Total Value,species,Geocoded,Map Tool,Verdict,New Country,(1) Southwest Coordinate,(1) Northeast Coordinate,(2) Southwest Coordinate,(2) Northeast Coordinate,(3) Southwest Coordinate,(3) Northeast Coordinate,Latitude Range,Notes,Cumul Catch,Notes (4/13/23),Additional
266,UK Scotland,"Rathlin, 1981",2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map625.pdf,,Google maps,,"55.246584, -6.320458","55.332184, -6.132550",,,,,,,98998825,,#REF!
267,UK Scotland,"Rathlin, 1981 (spawning ground)",2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map626.pdf,,Google maps,,"55.246584, -6.320458","55.332184, -6.132550",,,,,,,101083220,,#REF!
268,Germany,"Schlei fjord, Schleswig-Holstein, spring spawner",2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map627.pdf,,Google maps,,"54.329428, 9.290564","55.721009, 10.993444",,,,,,,103167615,,#REF!
269,Sweden,"south-western, south-eastern and northeastern part of the Bothnian Sea",2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map628.pdf,,Google maps,,"60.356518, 16.642127","63.545808, 22.179237",,,,,,,105252010,,#REF!
270,Norway,"Telemark Coast, July 1963- Sept 1964",2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map629.pdf,,Google maps,,"57.557312, 6.853010","59.361395, 11.071760",,,,,,,107336405,,#REF!
271,UK,"Thames Estuary, 1982",2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map630.pdf,,Google maps,,"51.384468, 0.404805","51.591407, 0.970601",,,,,,,109420800,,#REF!
272,Norway,West coast,2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map631.pdf,,Google maps,,"57.941779, 0.428995","70.321020, 16.161416",,,,,,,111505195,,#REF!
67,,British Isles,5719072,5268275529,"Micromesistius poutassou (98%), Pagellus bogaraveo (1%), Pagellus centrodontus (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1424.pdf,,FAO sheet,,,,,,,,,,117224267,,#REF!
274,UK,"Whitby, Dogger, Northeast Bank",2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map634.pdf,,Google maps,,"54.126727, -1.260523","55.571759, 1.784697",,,,,,,119308662,,#REF!
275,NA,Not stated.,2047065,2194790549,"Caranx sanctaehelenae (7%), Decapterus punctatus (5%), Decapterus santa helenae (66%), Genyonemus lineatus (1%), Genypterus capensis (21%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map381.pdf,,drop,,,,,,,,,There is no country or locality - nothing to go off of.,121355726,,#REF!
528,,"British Isles, Mediterranean and Black sea",446602,478772531,"Belone belone (70%), Belone vulgaris (0%), Hemiramphus obtusus (30%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map324.pdf,,FAO sheet,,,,,,,,,,121802328,,#REF!
277,Denmark,"Western Baltic: Little Belt Sea, Great Belt Sea, southern Kattegat",2040710,2706305871,Gadus morhua (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1017.pdf,,Google maps,,"55.027875, 9.253992","56.884862, 13.099207",,,,,,,123843038,,#REF!
881,,California Current region,85879,71384880,"Argentina pretiosa (38%), Argentina sialis (57%), Hypomesus pretiosus (3%), Notoscopelus resplendens (1%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map245.pdf,,mr-californiacurrent.shp,,,,,,,,,Match species to FAO sheet.,123928917,https://www.marineregions.org/gazetteer.php?p=details&id=8549,#REF!
279,Norway,Bodø,2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1359.pdf,,Google maps,,"66.974638, 13.323494","67.677605, 14.976937",,,,,,,125955628,,#REF!
712,,"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.",,,"Carcharhinus cyrano (16%), Galeorhinus galeus (84%), Galeus zyopterus (0%)",,,mr-californiacurrent.shp,,,,,,,,,Californian waters,,https://www.marineregions.org/gazetteer.php?p=details&id=8549,
281,Faeroe Is.,Faeroes,2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1361.pdf,,EEZ,,,,,,,,,,2026711,,#REF!
722,,Cape Blanc,163765,519901477,"Dentex macrophthalmus (63%), Pagellus acarne (22%), Pagellus acerna (10%), Pagrus acarne (4%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map814.pdf,,Google maps,,"20.659285, -17.754948","21.328296, -16.730157",,,,,,,2190476,,#REF!
283,Norway,Finnmark,2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1363.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A21.1745802801947%3A66.8003329180001%3A31.1683913444513%3A73.1043329180001%3Abb,red,,,,,,,,,,4217187,,#REF!
1598,,Caribbean,1060,2712267,Epinephelus striatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map942.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-109.454879262%3A-56.5377657939999%3A-28.8360947061847%3A13.394789727%3Abb,mr-caribbeansea.shp,,,,,,,,,Match species to FAO sheet.,2191536,https://www.marineregions.org/gazetteer.php?p=details&id=4287,#REF!
383,,Caribbean Sea,1020439,886328251,"Merluccius albidus (53%), Merluccius magnoculus (47%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1385.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-97.18522%3A-2.32801999999992%3A-57.18522%3A37.6719800000001%3Abb,FAO sheet,,,,,,,,,,3211975,,#REF!
1155,,Caribbean sea,23502,79768760,Epinephelus lightfooti (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map129.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-97.18522%3A-2.32801999999992%3A-57.18522%3A37.6719800000001%3Abb,mr-caribbeansea.shp,,,,,,,,,Match species to FAO sheet.,3235477,https://www.marineregions.org/gazetteer.php?p=details&id=4287,#REF!
1458,,"Carribean, South America",3024,1724183,Rhizoprionodon porosus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1754.pdf,,caribbeansouthamerica-1458.shp,,,,,,,,,"Carribean only, Make sure to include native range",3238501,,#REF!
288,Norway,NW Norway (63°N-68°N),2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1368.pdf,,Google maps,,"62.998234, 1.132120","68.336876, 19.237588",,,,,,,5265212,,#REF!
289,Iceland,Off Southwestern,2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1369.pdf,,Google maps,,"62.963451, -27.792172","65.172179, -18.431821",,,,,,,7291923,,#REF!
290,Norway,off Trondheim and Møre,2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1370.pdf,,Google maps,,"61.887605, 0.849417","64.529894, 10.956838",,,,,,,9318633,,#REF!
291,UK Scotland,Rockall Bank,2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1371.pdf,,Google maps,,"56.603789, -17.788411","58.900801, -10.449545",,,,,,,11345344,,#REF!
1457,,Caspian Sea,3100,3619662,"Alosa caspia caspia (89%), Salmo mackenzii (11%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map58.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A30.0000000000001%3A22.0000000000001%3A70.0000000000001%3A62.0000000000001%3Abb,drop,,,,,,,,,anadromous species,11348444,,#REF!
293,Iceland,SW and W Iceland,2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1373.pdf,,Google maps,,"62.742891, -27.660336","67.931941, -22.650571",,,,,,,13375155,,#REF!
294,Norway,"western Barents Sea, continental slopes",2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1374.pdf,,norwaybarentsseaslope-294.shp,,,,,,,,,,15401866,,#REF!
295,NA,North Atlantic,2015083,3439924004,"Coryphaenoides berglax (1%), Lophius piscatorius (15%), Macrourus berglax (9%), Macrourus fabricii (0%), Molva molva (75%), Molva vulgaris (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map749.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-84.321821%3A33.841205%3A-74.3412090256141%3A39.4831846546435%3Abb,FAO sheet,,,,,,,,,Match species to FAO sheet.,17416949,,#REF!
296,Portugal,Not stated.,1999884,2862062122,"Anguilla obtusa (0%), Conger conger (100%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map212.pdf,,EEZ,,,,,,,,,,19416833,,#REF!
297,South Africa,"Lüderitz (Namibia)  and Cape fishing grounds, 1970",1996252,2298466979,"Merluccius capensis (46%), Merluccius merluccius capensis (54%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1394.pdf,,Google maps,,"-26.694992, 15.105984","-26.578375, 15.184261","-37.330839, 14.242871","-32.985609, 27.909862",,,,,21413086,,#REF!
298,Senegal,shores of Senegal,1987737,808102175,Sardinella aurita (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1902.pdf,,near-shore,,,,,,,,,read/translated primary source,23400823,,#REF!
1577,,Caspian Sea (Volga),1385,1286746,Alosa pontica kessleri (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map106.pdf,,drop,,,,,,,,,anadromous species,23402208,,#REF!
280,,Celtic Sea,2026711,2571225630,Melanogrammus aeglefinus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1360.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-28.9999999999999%3A30.0000000000001%3A11.0000000000001%3A70.0000000000001%3Abb,FAO sheet,,,,,,,,,,25428919,,#REF!
1609,,Central Europe,997,1111622,Molva maculosa (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1449.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-100.11263%3A20.2739900000001%3A47.6116638183594%3A59.6344375610352%3Abb,drop,,,,,,,,,freshwater species,25429915,,#REF!
300,USA,Delaware Bay,1971019,4119255141,"Ablennes hians (12%), Ammodytes americanus (1%), Anchoa hepsetus (0%), Anchoviella epsetus (0%), Belone schismatorhynchus (0%), Belone truncata (0%), Cynoscion regalis (2%), Haemulon chrysopterum (0%), Liza curema (0%), Menidia menidia (0%), Menticirrhus americanus (2%), Menticirrhus martinicensis (1%), Menticirrhus saxatilis (1%), Morone saxitilis (0%), Mugil cephalus (21%), Mugil curema (1%), Mugil petrosus (1%), Mugil rammelsbergii (0%), Orthopristis chrysoptera (0%), Paralichthys dentatus (24%), Pomadasys fulvomaculatus (1%), Pseudopleuronectes americanus (32%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-95.1496299999999%3A19.0501100000001%3A-55.1496299999999%3A59.0501100000001%3Abb,red,,,,,,,,,,25373227,,#REF!
301,Japan,Tokyo Bay,1966097,10623160676,"Acanthopagrus schlegelii (3%), Mustelus monazo (1%), Pagrus macrocephalus (1%), Pagrus major (95%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map19.pdf,,Google maps,,"35.037830, 139.544558","35.729755, 140.192751",,,,,,,27339324,,#REF!
302,South Africa,Natal,1943301,3266405470,"Carcharhinus acutus (2%), Carcharhinus obscurus (1%), Cheimerius nufar (0%), Chrysoblephus puniceus (1%), Dentex nufar (2%), Dentex undulosus (5%), Diplodus sarba (4%), Gerres longirostris (0%), Gerres rueppellii (0%), Platycephalus indicus (57%), Pomadasys olivaceus (10%), Pomadasys opercularis (10%), Rhabdosargus sarba (2%), Sarpa salpa (7%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map401.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A27.8960000000001%3A-31.1039999999999%3A32.944984945%3A-26.8044300619999%3Abb,Google maps,,"-31.264313, 30.000684","-26.573630, 37.559277",,,,,,,29282626,,#REF!
1694,,Channel,349,1571417,Microchirus variegatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1421.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-90.07526%3A-26.8568439483643%3A49.2411308288574%3A36.1948200000001%3Abb,FAO sheet,,,,,,,,,,29282974,,#REF!
304,Norway,"Bear Island, Barents Sea (Sept 1996)",1895564,2552969990,Reinhardtius hippoglossoides (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1744.pdf,,Google maps,,"73.932662, 15.646633","75.149083, 22.539368",,,,,,,31178538,,#REF!
996,,Curaçao,61227,203910475,"Cephalopholis cruentata (4%), Cephalopholis cruentatus (0%), Epinephelus cruentatus (96%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map504.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-69.205435276%3A11.959507423%3A-68.639336%3A12.427507423%3Abb,EEZ,Curaçao,,,,,,,,,31239765,,#REF!
306,Indonesia,"Ambon Bay waters, 1996-1997",1879555,1458431087,"Caranx russelli (1%), Decapterus russelli (84%), Decapterus russellii (14%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map376.pdf,,Google maps,,"-3.672728, 128.193371","-3.623218, 128.244698",,,,,,,33119320,,#REF!
307,Mozambique,"Sofala Bank, 1979-81",1879555,1458431087,"Caranx russelli (1%), Decapterus russelli (84%), Decapterus russellii (14%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map379.pdf,,Google maps,,"-21.184936, 34.528699","-18.644175, 37.319226",,,,,,,34998875,,#REF!
308,India,"Vizhinjam, 1971-74",1879555,1458431087,"Caranx russelli (1%), Decapterus russelli (84%), Decapterus russellii (14%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map380.pdf,,Google maps,,"7.953113, 76.411167","8.442445, 77.084080",,,,,,,36878430,,#REF!
309,Brazil,Rio Grande do Sul,1865198,2003609994,"Cynoscion striatus (7%), Engraulis anchoita (84%), Macrodon ancylodon (9%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map278.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-57.6438847936289%3A-33.7520812705959%3A-49.671172358%3A-26.038003376%3Abb,Google maps,,"-33.892302, -53.573227","-29.002371, -46.388169",,,,,,,38743629,,#REF!
310,NA,eastern Atlantic and southwestern Mediterranean Sea,1854934,3787750897,"Dentex cuninghamii (5%), Pagellus bellottii (89%), Pagellus coupei (6%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map809.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,40598563,,#REF!
311,Turkey,"Eastern Black Sea, 1995",1854388,1846847499,"Liza haematocheila (89%), Liza so iuy (0%), Mugil soiuy (11%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1249.pdf,,Google maps,,"40.540177, 34.449307","45.484466, 42.315517",,,,,,,42452951,,#REF!
312,Brazil,Rio de Janeiro (1999-2000),1842990,690945565,"Sardinella brasiliensis (67%), Sardinella janeiro (33%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1903.pdf,,Google maps,,"-24.812051, -43.863514","-22.914477, -43.088165",,,,,,,44295941,,#REF!
313,Brazil,Rio de Janeiro (1999-2001),1842990,690945565,"Sardinella brasiliensis (67%), Sardinella janeiro (33%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1904.pdf,,Google maps,,"-24.812051, -43.863514","-22.914477, -43.088165",,,,,,,46138931,,#REF!
314,Brazil,São Paulo (1963-1964),1842990,690945565,"Sardinella brasiliensis (67%), Sardinella janeiro (33%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1905.pdf,,Google maps,,"-27.305187, -46.661268","-23.736856, -46.177870",,,,,,,47981921,,#REF!
315,Brazil,Southeast coast (1970-1971),1842990,690945565,"Sardinella brasiliensis (67%), Sardinella janeiro (33%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1906.pdf,,Google maps,,"-33.850062, -53.515041","-21.210508, -38.051427",,,,,,,49824911,,#REF!
316,Hawaii,Kane'ohe Bay,1716385,1359773020,"Atule mate (13%), Caranx xanthurus (8%), Decapterus politus (79%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map41.pdf,,Google maps,,"21.401776, -157.862463","21.534051, -157.738180",,,,,,,51541296,,#REF!
317,Canada,Nova Scotia,1661063,871623593,Merluccius bilinearis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1391.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-66.3950323769999%3A42.072639954%3A-57.93783%3A49.460639954%3Abb,red,,,,,,,,,,53202359,,#REF!
318,Canada,Off Sable Island Bank,1661063,871623593,Merluccius bilinearis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1392.pdf,,Google maps,,"43.347464, -60.539661","44.534022, -59.364124",,,,,,,54863422,,#REF!
319,USA,Southeastern and southern slopes of Georges Bank,1661063,871623593,Merluccius bilinearis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1393.pdf,,southeastgeorgesbankslope-319.shp,,,,,,,,,,56524485,,#REF!
320,USA,New England,1648195,2202878932,"Merluccius albidus (33%), Merluccius magnoculus (29%), Pseudopleuronectes americanus (38%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1387.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-80.3156399999999%3A39.3164700000001%3A-66.949607%3A47.459854%3Abb,red,,,,,,,,,,58172680,,#REF!
321,Ghana,Cape Coast,1621036,470649738,"Ethmalosa fimbriata (100%), Harengula forsteri (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map949.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-1.48787061757313%3A4.92054000000007%3A-1.06112999999993%3A5.37965700591996%3Abb,drop,,,,,,,,,catadromous species,59793716,,#REF!
322,Senegal,Casamance,1621036,470649738,"Ethmalosa fimbriata (100%), Harengula forsteri (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map950.pdf,,drop,,,,,,,,,catadromous species,61414752,,#REF!
323,Cote d'Ivoire,Côte d'Ivoire,1621036,470649738,"Ethmalosa fimbriata (100%), Harengula forsteri (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map951.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-8.67772858799993%3A4.36035248000007%3A-2.43172858799993%3A10.752182541%3Abb,drop,,,,,,,,,catadromous species,63035788,,#REF!
324,Gambia,Gambia River,1621036,470649738,"Ethmalosa fimbriata (100%), Harengula forsteri (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map952.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-20.5666699999999%3A9.46667000000002%3A-12.5666699999999%3A17.46667%3Abb,drop,,,,,,,,,freshwater locality and catadromous species,64656824,,#REF!
325,Nigeria,Nigeria,1621036,470649738,"Ethmalosa fimbriata (100%), Harengula forsteri (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map953.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A2.66356099900003%3A4.18769688200007%3A14.677982%3A14.9996968820001%3Abb,drop,,,,,,,,,catadromous species,66277860,,#REF!
326,Senegal,Not specified.,1621036,470649738,"Ethmalosa fimbriata (100%), Harengula forsteri (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map954.pdf,,drop,,,,,,,,,catadromous species,67898896,,#REF!
327,Gambia,river,1621036,470649738,"Ethmalosa fimbriata (100%), Harengula forsteri (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map955.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-20.5666699999999%3A9.46667000000002%3A-12.5666699999999%3A17.46667%3Abb,drop,,,,,,,,,freshwater locality and catadromous species,69519933,,#REF!
328,Sierra Leone,Sierra Leone,1621036,470649738,"Ethmalosa fimbriata (100%), Harengula forsteri (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map957.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-13.316031779%3A6.92343700100002%3A-10.268031779%3A10.082037771%3Abb,drop,,,,,,,,,catadromous species,71140969,,#REF!
329,Senegal,Senegal River,1620635,470403093,Ethmalosa fimbriata (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map956.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-17.54041%3A13.57829%3A-11.54041%3A19.57829%3Abb,drop,,,,,,,,,freshwater locality and catadromous species,72761603,,#REF!
330,India,"Andhra Pradesh-Orissa, 1976-79",1594824,1076699230,Lactarius lactarius (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1169.pdf,,Google maps,,"18.700272, 84.410065","21.751244, 87.596100",,,,,,,74356427,,#REF!
331,Philippines,Manila Bay approaches (Nov 1956-Mar 1959),1581203,1222750311,Decapterus russelli (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map805.pdf,,Google maps,,"14.198506, 120.511518","14.826015, 121.030622",,,,,,,75937630,,#REF!
332,Philippines,Palawan waters (Nov 1956-Mar 1959),1581203,1222750311,Decapterus russelli (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map806.pdf,,Google maps,,"7.628203, 115.804910","12.623147, 120.836648",,,,,,,77518833,,#REF!
333,NA,North Sea and Mediterranean,1558367,12072973911,"Mullus barbatus barbatus (95%), Mullus ruber (5%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1475.pdf,,Google maps,,"51.773796, -3.404627","60.407755, 8.284826","30.616325, -5.113780","44.353052, 36.194815",,,,,79077199,,#REF!
334,USA,"North of Point Conception, California",1556365,491040937,"Anchoviella mauii (0%), Engraulis mordax (100%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map202.pdf,,Google maps,,"34.403037, -120.533350","34.478353, -120.433786",,,,,,,80633564,,#REF!
335,USA,Southern California Bight,1556365,491040937,"Anchoviella mauii (0%), Engraulis mordax (100%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map203.pdf,,Google maps,,"32.322251, -120.632010","34.739644, -117.050467",,,,,,,82189929,,#REF!
336,Philippines,Lake Taal (Bombon),1534913,652364696,"Harengula tawilis (0%), Sardinella tawilis (100%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1079.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,83724842,,#REF!
337,Philippines,"Taal Lake, Batangas",1534913,652364696,"Harengula tawilis (0%), Sardinella tawilis (100%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1080.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A120.807293722808%3A13.80521%3A121.30706%3A14.24321%3Abb,drop,,,,,,,,,freshwater locality and freshwater species,85259755,,#REF!
1649,,Danube drainage,661,2092341,Salmo hucho (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1769.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,85260416,,#REF!
339,India,Visakhapatnam,1491851,711907357,"Harengula fimbriata (0%), Harengula gibbosa (0%), Sardinella fimbricata (51%), Sardinella gibbosa (7%), Sardinella taiwanensis (41%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1067.pdf,,Google maps,,"16.734446, 83.130699","17.935219, 83.487755",,,,,,,86752266,,#REF!
340,Italy,N Tyrrhenian Sea,1471381,5020141645,"Merluccius merluccius (88%), Merluccius vulgaris (12%), Molva byrkelange (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1408.pdf,,Google maps,,"40.274777, 9.121826","43.512175, 13.626220",,,,,,,88223648,,#REF!
341,USA,"Fisheries and Mariculture Laboratory (FAML) of the University of Texas at Austin Marine Science Institute in Port Aransas, Texas",1451411,3248737455,Rachycentron canadum (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1724.pdf,,Google maps,,"26.790924, -97.423522","28.320046, -95.665710",,,,,,,89675059,,#REF!
342,USA,southern coasts,1451411,3248737455,Rachycentron canadum (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1725.pdf,,Google maps,,"23.880089, -97.970747","30.972219, -81.447309",,,,,,,91126471,,#REF!
343,Hong Kong,eastern waters of Hong Kong,1436601,3152616958,"Cephalopholis boenak (92%), Cephalopholis pachycentrum (0%), Epinephelus pachycentrum (8%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map502.pdf,,Google maps,,"22.094414, 114.166098","22.613878, 114.466848",,,,,,,92563072,,#REF!
344,USA,off southern Florida,1394439,1616643234,Priacanthus altus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1696.pdf,,Google maps,,"23.899864, -85.160067","28.472519, -76.612704",,,,,,,93957512,,#REF!
345,USA,California Current Region,1394439,1616643234,Priacanthus serrula (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1697.pdf,,mr-californiacurrent.shp,,,,,,,,,,95351951,https://www.marineregions.org/gazetteer.php?p=details&id=8549,#REF!
346,Papua New Guinea,Sepik River,1376790,1992765736,Megalops cyprinoides (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map268.pdf,,drop,,,,,,,,,freshwater locality,96728741,,#REF!
347,Japan,"Suruga Bay, 1995-96; 1998",1353107,956149992,Decapterus tabl (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map807.pdf,,Google maps,,"34.561509, 138.146361","35.160982, 138.934630",,,,,,,98081848,,#REF!
