ID,Country,Localities,Total Catch,Total Value,species,Geocoded,Map Tool,Verdict,New Country,(1) Southwest Coordinate,(1) Northeast Coordinate,(2) Southwest Coordinate,(2) Northeast Coordinate,(3) Southwest Coordinate,(3) Northeast Coordinate,Latitude Range,Notes,Cumul Catch,Notes (4/13/23),Additional
840,Ghana,Lake Bosumtwi,102231,149870452,Sarotherodon galilaeus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1914.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,13098653,,#REF!
841,Israel,Lake Tiberias,102231,149870452,Sarotherodon galilaeus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1915.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,13200884,,#REF!
842,Burkina Faso,Tapoa and small reservoirs,102231,149870452,Sarotherodon galilaeus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1916.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,13303115,,#REF!
843,USA,Florida Keys,100261,428336907,"Hippocampus zosterae (0%), Ocyurus chrysurus (100%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1112.pdf,,Google maps,,"24.143278, -83.310258","25.077379, -80.919870",,,,,,,13403375,,#REF!
844,Jamaica,Jamaica,100116,428279761,Ocyurus chrysurus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1277.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-78.3690062954957%3A17.406695292%3A-76.1830989848426%3A18.908695292%3Abb,EEZ,,,,,,,,,,13503491,,#REF!
845,Canada,Miramichi River,99211,113851720,Osmerus mordax mordax (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1584.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,13602702,,#REF!
846,Croatia,Adriatic Sea,97296,691897057,"Diplodus annularis (16%), Mullus surmuletus (84%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map852.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,13699998,,#REF!
847,Madeira Is.,Funchal (May 1998-Dec 1999),96702,201309562,Aphanopus carbo (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map222.pdf,,Google maps,,"32.511926, -16.984495","32.646162, -16.888365",,,,,,,13796700,,#REF!
848,Canary Is.,waters around the island (June 2004-Oct 2006),96702,201309562,Aphanopus carbo (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map223.pdf,,EEZ,,,,,,,,,,13893402,,#REF!
849,UK,West of British Isles,96702,201309562,Aphanopus carbo (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map224.pdf,,Google maps,,"48.988332, -15.639231","60.333068, -4.608957",,,,,,,13990105,,#REF!
850,Hawaii,Hawaiian Islands,96413,354489004,"Pristipomoides filamentosus (39%), Pristipomoides microlepis (61%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1705.pdf,,mr-hawaii.shp,,,,,,,,,,14086518,https://marineregions.org/gazetteer.php?p=details&id=8453,#REF!
851,Seychelles,"Mahe Plateau, 1989-90",96413,354489004,"Pristipomoides filamentosus (39%), Pristipomoides microlepis (61%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1706.pdf,,Google maps,,"-6.764192, 52.078691","-3.394663, 57.847666",,,,,,,14182930,,#REF!
852,Italy,Strait of Messina,95286,374668004,Oblada melanura (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1541.pdf,,Google maps,,"38.225600, 15.567751","38.264967, 15.694094",,,,,,,14278216,,#REF!
853,Iceland,Southern Iceland,94784,129540885,"Molva dypterygia dypterygia (3%), Molva dypterygia (97%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1446.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-22.160382346%3A20.4512027350002%3A92.4636406875002%3A68.564956859%3Abb,Google maps,,"63.021942, -28.142601","65.041420, -11.399437",,,,,,,14373000,,#REF!
854,UK Scotland,Western Scotland,94784,129540885,"Molva dypterygia dypterygia (3%), Molva dypterygia (97%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1447.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-8.65000722346228%3A53.3073305900001%3A-0.648228010999973%3A60.3733305900001%3Abb,Google maps,,"54.984041, -10.348356","60.136141, -4.767302",,,,,,,14467784,,#REF!
855,Norway,off Norwegian coast,94653,507921212,Hippoglossus hippoglossus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1114.pdf,,EEZ,,,,,,,,,,14562437,,#REF!
856,Denmark,NA,94653,507921212,Hippoglossus hippoglossus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1945.pdf,,EEZ,,,,,,,,,,14657090,,#REF!
857,USA,USA coast,93013,100255888,"Archosargus probatocephalus (99%), Calamus bajonado (1%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map236.pdf,,EEZ,,,,,,,,,,14750103,,#REF!
858,United Kingdom,NA,92392,126872992,Molva dypterygia (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1984.pdf,,EEZ,,,,,,,,,,14842494,,#REF!
859,Venezuela,Northern coast of Paria Peninsula,92102,139484501,Cynoscion jamaicensis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map771.pdf,,Google maps,,"10.661268, -63.046613","11.566801, -61.799665",,,,,,,14934597,,#REF!
860,Brazil,"Southeast, South, 1993-1998",92102,139484501,Cynoscion jamaicensis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map772.pdf,,Google maps,,"-33.965343, -53.597298","-15.648558, -35.755501",,,,,,,15026699,,#REF!
861,South Africa,Transkei,92064,436080787,"Dentex rupestris (99%), Petrus rupestris (1%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map824.pdf,,Google maps,,"-32.072821, 29.088209","-31.047779, 30.711439",,,,,,,15118763,,#REF!
862,New Zealand,not stated,91910,209923788,"Caranx solea (75%), Pseudocaranx dentex (25%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map383.pdf,,EEZ,,,,,,,,,,15210673,,#REF!
647,,Northeast Atlantic,220336,683714660,"Dalatias licha (2%), Microstomus kitt (39%), Pollachius pollachius (59%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map784.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,15431009,,#REF!
864,Kuwait,Doha sea cage site,90990,432699945,Dentex hasta (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map812.pdf,,drop,,,,,,,,,aquaculture,15521999,,#REF!
865,USA,Eastern Gulf of Mexico,90159,241688508,"Epinephelus itajara (11%), Epinephelus itajarra (65%), Haemulon chrysopterum (1%), Orthopristis chrysoptera (3%), Pomadasys fulvomaculatus (21%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map931.pdf,,Google maps,,"23.079215, -85.738016","30.354817, -81.539980",,,,,,,15612158,,#REF!
866,India,Off Bombay,89868,56368156,"Carcharhinus sorrah (74%), Carcharhinus spallanzani (26%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map453.pdf,,Google maps,,"18.411670, 69.859891","19.554418, 72.848172",,,,,,,15702026,,#REF!
867,NA,Delaware Bay,89669,71774230,"Raja eglanteria (67%), Raja erinaceus (33%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1730.pdf,,Google maps,,"38.774629, -75.633063","39.577534, -74.894809",,,,,,Match species to FAO sheet.,15791695,,#REF!
868,NA,"off  Florida, Caribbean",89182,64359409,Ginglymostoma cirratum (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1038.pdf,,Google maps,,"23.537781, -83.176760","30.420651, -76.240357",,,,,,Match species to FAO sheet.,15880877,,#REF!
869,USA,Southeastern coast,89074,135500352,"Balistes capriscus (84%), Calamus nodosus (16%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map317.pdf,,Google maps,,"25.006642, -80.958519","35.312602, -74.715483",,,,,,,15969951,,#REF!
870,Russia,"Onezhsky Bay, White Sea",88004,129099501,"Myoxocephalus quadricornis relicta (100%), Myoxocephalus quadricornis (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1521.pdf,,Google maps,,"63.743186, 34.705408","65.205654, 37.957361",,,,,,,16057955,,#REF!
871,Australia,not given,87136,87098314,"Carcharhinus fitzroyensis (95%), Pristiophorus peroniensis (5%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map431.pdf,,EEZ,,,,,,,,,,16145091,,#REF!
872,UK Scotland,Aberdeenshire coast,86998,357656940,Microstomus kitt (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1434.pdf,,Google maps,,"56.710396, -2.923550","58.054497, -0.539517",,,,,,,16232089,,#REF!
873,UK Scotland,East coast of Scotland,86998,357656940,Microstomus kitt (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1435.pdf,,Google maps,,"55.636186, -4.392590","61.571329, 1.748942",,,,,,,16319087,,#REF!
874,UK Scotland,Moray Firth,86998,357656940,Microstomus kitt (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1436.pdf,,Google maps,,"57.558966, -4.124890","57.907939, -3.303662",,,,,,,16406084,,#REF!
875,UK Scotland,Shetlands,86998,357656940,Microstomus kitt (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1437.pdf,,Google maps,,"59.427561, -3.813943","61.658098, 1.455749",,,,,,,16493082,,#REF!
876,UK Engld Wal,West Central North Sea,86998,357656940,Microstomus kitt (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1438.pdf,,Google maps,,"54.384496, -0.284488","58.623298, 3.319027",,,,,,,16580080,,#REF!
877,UK Scotland,West Coast,86998,357656940,Microstomus kitt (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1439.pdf,,Google maps,,"54.984041, -10.348356","60.136141, -4.767302",,,,,,,16667077,,#REF!
878,UK Scotland,West of the Orkneys,86998,357656940,Microstomus kitt (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1440.pdf,,Google maps,,"58.693413, -4.369623","59.711290, -0.939147",,,,,,,16754075,,#REF!
879,Australia,North West Shelf,86862,254153328,"Pristipomoides multidens (5%), Pristipomoides sparus (27%), Pristipomoides typus (68%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1707.pdf,,nwaustraliashelf-211.shp,,,,,,,,,,16840938,,#REF!
1176,,Northeast Atlantic (south of 48°N),21240,42210129,Helicolenus dactylopterus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1086.pdf,,FAO sheet,,,,,,,,35 to 48,Match species to FAO sheet.,16862177,,#REF!
65,,Northeastern Atlantic,6122958,6907924979,"Anarhichas lupus (14%), Anarhichas vomerinus (4%), Coryphaena rupestris (0%), Coryphaenoides rupestris (3%), Gaidropsarus mustela (0%), Gaidropsarus mustellaris (0%), Macrourus stroemii (0%), Melanogrammus aeglefinus (33%), Merlangius merlangus (46%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map156.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,22985135,,#REF!
882,United Arab Em.,southern Arabian Gulf,84308,163832514,"Lethrinus borbonicus (20%), Lethrinus bungus (80%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1204.pdf,,Google maps,,"23.916285, 51.123000","27.810232, 56.528273",,,,,,,23069443,,#REF!
883,USA,"Off the coasts, Apr 2001-Jul 2004",83629,144942238,Diplectrum formosum (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map851.pdf,,EEZ,,,,,,,,,,23153072,,#REF!
884,Canada,"Hecate Strait, British Columbia",83357,85430181,Glyptocephalus zachirus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1047.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-146.17003%3A38.4995000000001%3A-116.17003%3A68.4995000000001%3Abb,Google maps,,"50.704965, -132.569579","55.438192, -127.757567",,,,,,,23236429,,#REF!
885,NA,Eastern Indian Ocean,82391,78721048,"Carcharhinus dussumieri (50%), Carcharhinus pleurotaenia (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map423.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,23318819,,#REF!
886,NA,Ganges Hooghly system,82391,78721048,Carcharhinus gangeticus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map433.pdf,,drop,,,,,,,,,freshwater locality,23401210,,#REF!
887,NA,Indo-West Pacific,82391,78721048,Carcharhinus hemiodon (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map434.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-154.36450437%3A28.49492%3A77.1692%3A60.180235%3Abb,FAO sheet,,,,,,,,,Match species to FAO sheet.,23483601,,#REF!
888,NA,Tropical Atlantic,82391,78721048,Carcharhinus isodon (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map435.pdf,,FAO sheet,,,,,,,,-20 to 20,Match species to FAO sheet.,23565991,,#REF!
889,Brazil,continental shelves,82391,78721048,Carcharhinus porosus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map448.pdf,,brazilshelf-889.shp,,,,,,,,,,23648382,,#REF!
890,South Africa,off Natal,82391,78721048,Carcharhinus sealei (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map450.pdf,,Google maps,,"-31.264313, 30.000684","-26.573630, 37.559277",,,,,,,23730773,,#REF!
891,NA,Western Atlantic,82391,78721048,Carcharhinus signatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map451.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,23813163,,#REF!
892,NA,Caribbean Sea,82391,78721048,Carcharhinus springeri (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map454.pdf,,mr-caribbeansea.shp,,,,,,,,,Match species to FAO sheet.,23895554,https://www.marineregions.org/gazetteer.php?p=details&id=4287,#REF!
893,Egypt,"Alexandria, Demietta, and Port Said",81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1476.pdf,,Google maps,,"30.978685, 29.543136","31.971298, 30.355339","31.335246, 31.550244","32.116098, 32.163573","30.985290, 31.926638","32.018914, 32.960674",,,23977148,,#REF!
894,Algeria,Algerian coast,81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1477.pdf,,EEZ,,,,,,,,,,24058742,,#REF!
895,France,Banyuls sur mer,81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1478.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A2.91544229422238%3A42.3000538467665%3A3.30233000000004%3A42.65432%3Abb,Google maps,,"42.458654, 3.124485","42.516758, 3.443432",,,,,,,24140336,,#REF!
896,Egypt,Egyptian coast (Mediterranean),81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1479.pdf,,FAO sheet,,,,,,,,,,24221930,,#REF!
897,Morocco,M'diq Bay,81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1480.pdf,,Google maps,,"35.660930, -5.360410","35.780500, -5.217735",,,,,,,24303524,,#REF!
513,,northeastern Atlantic and Mediterranean,478607,416933570,"Auxis rochei (33%), Auxis vulgaris (67%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map298.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,24782132,,#REF!
899,Belgium,North Sea,81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1483.pdf,,FAO sheet,,,,,,,,,,24863726,,#REF!
900,Israel,Ports of Haifa and Ashdod,81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1484.pdf,,Google maps,,"32.777795, 34.834725","32.916749, 35.079578","31.770630, 34.225439","31.863923, 34.666864",,,,,24945320,,#REF!
901,France,"southern coast of Brittany, Glénan Archipelago, 1990-1991",81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1485.pdf,,Google maps,,"46.937189, -6.227819","47.955036, -2.426550",,,,,,,25026914,,#REF!
902,Tunisia,Tunisian coast,81594,652243240,Mullus surmuletus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1486.pdf,,EEZ,,,,,,,,,,25108508,,#REF!
903,Kenya,NA,80509,117464913,"Siganus sutor (99%), Epinephelus fuscoguttatus (1%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1958.pdf,,EEZ,,,,,,,,,,25189018,,#REF!
1272,,Northeastern Caribbean,11612,39663900,"Lutjanus analis (65%), Lutjanus jocu (35%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1268.pdf,,Google maps,,"14.919834, -68.591201","18.469424, -60.768527",,,,,,Match species to FAO sheet.,25200630,,#REF!
905,NA,Southern hemisphere,80253,80634141,"Carcharhinus albimarginatus (22%), Galeocerdo cuvier (78%), Galeus maculatus (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map403.pdf,,native range,,,,,,,,0 to -90,Match species to FAO sheet.,25280883,,#REF!
906,USA,"North Carolina, 1969-70",80126,143284729,Lobotes surinamensis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1256.pdf,,Google maps,,"33.836113, -78.587387","36.548593, -74.662334",,,,,,,25361009,,#REF!
907,Global,Global,80103,94519175,"Gymnura altavela (5%), Mustelus mustelus (90%), Myliobatis aquila (1%), Nebrius ferrugineus (4%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1055.pdf,,native range,,,,,,,,,,25441112,,#REF!
908,Antarctica,Southern Ocean,79698,32135500,Electrona carlsbergi (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map898.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-76.96667%3A-74.7%3A77.598808%3A-15.8845995497713%3Abb,EEZ,,,,,,,,,,25520810,,#REF!
909,Qatar,"Arabian Gulf, Nov 1991-May 1993",79166,170037854,"Argyrops spinifer (66%), Calamus ciliaris (12%), Pagrus ciliaris (22%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map250.pdf,,EEZ,,,,,,,,,region includes all of country,25599976,,#REF!
910,Oman,"Arabian Sea, 2001-2002",79166,170037854,"Argyrops spinifer (66%), Calamus ciliaris (12%), Pagrus ciliaris (22%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map251.pdf,,EEZ,,,,,,,,,region includes all of country,25679142,,#REF!
911,New Zealand,insular shelves,76690,115145071,Mustelus lenticulatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1497.pdf,,newzealand-1728.shp,,,,,,,,,,25755833,,#REF!
912,New Zealand,Kaikoura and Nelson,76690,115145071,Mustelus lenticulatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1498.pdf,,Google maps,,"-42.401744, 173.678269","-42.387215, 173.746306","-41.342828, 173.155880","-41.103271, 173.357907",,,,,25832523,,#REF!
913,Palau,not stated,76105,130557122,"Lethrinus obsoletus (11%), Lethrinus ramak (89%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1222.pdf,,EEZ,,,,,,,,,,25908628,,#REF!
914,Ghana,"coastal trawl surveys, Jan-Dec 1980",74883,108190289,Balistes capriscus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map314.pdf,,EEZ,,,,,,,,,,25983511,,#REF!
915,Brazil,"São Paulo, 1984-1985",74883,108190289,Balistes capriscus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map316.pdf,,Google maps,,"-25.321587, -48.221333","-23.077106, -44.749653",,,,,,,26058394,,#REF!
1932,,Northeastern Caribbean Sea,0,0,,https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1297.pdf,,drop,,,,,,,,,"no catch, no species",26058394,,#REF!
917,Philippines,"floating-cages, SEAFDEC Marine substation",74237,105295680,Lutjanus argentimaculatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1271.pdf,,drop,,,,,,,,,aquaculture site,26132632,,#REF!
918,Russia,East Kamchatka,73313,107476216,Myoxocephalus polyacanthocephalus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1518.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A57.9816700000001%3A50.8639169090001%3A174.512376743692%3A64.9342538519337%3Abb,Google maps,,"47.790857, 156.133168","59.785199, 167.565703",,,,,,,26205945,,#REF!
919,Russia,West Kamchatka,73313,107476216,Myoxocephalus polyacanthocephalus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1519.pdf,,Google maps,,"50.311360, 149.631253","60.884559, 163.447823",,,,,,,26279258,,#REF!
920,Mexico,Northwest Biological Research Center (2000-2001),72655,208778204,Lutjanus argentiventris (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1273.pdf,,drop,,,,,,,,,on land,26351912,,#REF!
921,USA,northwest Florida,72298,392012313,Lutjanus campechanus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1278.pdf,,Google maps,,"27.229557, -87.796676","30.348542, -82.677048",,,,,,,26424210,,#REF!
922,Norway,"(shelf and slope >300 m depth), 1980-83",71852,51595879,"Argentina silus (98%), Salmo silus (2%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map248.pdf,,norway-922.shp,,,,,,,,,"not something we can capture at a coarse resolution. I used this website to look at a bathymetry map: https://maps.ngdc.noaa.gov/viewers/bathymetry/ I used the bathymetry map to estimate where to draw the box. 300 meters starts fairly close to shore and becuase of the shape of Norway, my box would include all of the Norway coasts so I think the EEZ will suffice here.",26496061,,#REF!
923,Denmark,"north-eastern North Sea and Skagerrak-  the Norwegian Deep, 1984-87",71852,51595879,"Argentina silus (98%), Salmo silus (2%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map249.pdf,,Google maps,,"56.831701, 7.365234","59.230458, 11.468455",,,,,,,26567913,,#REF!
924,USA,"eastern Gulf of Mexico (Panama City to Key West, 1992-2001)",70855,220721110,Epinephelus morio (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map936.pdf,,Google maps,,"23.079215, -85.738016","30.354817, -81.539980",,,,,,,26638768,,#REF!
925,Mexico,southern Gulf of Mexico,70855,220721110,Epinephelus morio (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map937.pdf,,southerngulfofmexico-925.shp,,,,,,,,,,26709623,https://www.marineregions.org/gazetteer.php?p=details&id=4288,#REF!
926,France,not specified,70424,96151238,"Chelon labrosus (5%), Liza chelo (3%), Liza ramada (3%), Liza ramado (2%), Mugil ramado (37%), Mugil septentrionalis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map559.pdf,,EEZ,,,,,,,,,,26780047,,#REF!
927,Colombia,Caribbean coast,70334,48678355,Megalops atlanticus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1355.pdf,,caribbeanshelf-1821.shp,,,,,,,,,,26850380,,#REF!
928,USA,"Eastern Gulf of Mexico, off Florida",70334,48678355,Megalops atlanticus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1356.pdf,,Google maps,,"23.079215, -85.738016","30.354817, -81.539980",,,,,,,26920714,,#REF!
929,Mexico,Gulf of Mexico and Yucatan Channel,70334,48678355,Megalops atlanticus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1357.pdf,,Google maps,,"18.102810, -97.831216","26.822871, -80.692544",,,,,,,26991047,,#REF!
930,Portugal,"Algarve, 37°N",70318,354079078,Diplodus sargus sargus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map878.pdf,,Google maps,,"36.588623, -9.700525","37.518000, -7.415369",,,,,,,27061366,,#REF!
931,Spain,"Asturias, 43°N",70318,354079078,Diplodus sargus sargus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map879.pdf,,Google maps,,"43.528495, -7.066694","44.146598, -4.479414",,,,,,,27131684,,#REF!
932,South Africa,Eastern Cape,70318,354079078,Diplodus sargus sargus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map880.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A22.7357400010001%3A-35.073586743%3A30.194719971%3A-29.235586743%3Abb,Google maps,,"-37.700169, 13.394382","-27.818485, 20.074069",,,,,,,27202002,,#REF!
933,Azores Is.,"Faial Island (Aug 1997- July 1999), Corvo and Santa Maria islands (each summer 1997-1999)",70318,354079078,Diplodus sargus sargus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map881.pdf,,Google maps,,"38.411058, -29.724528","38.955633, -28.488566","39.620539, -31.351121","39.817145, -30.929080","36.662734, -25.742017","37.198437, -24.588452",,,27272321,,#REF!
934,Kuwait,"Kuwait Bay, 29°N",70318,354079078,Diplodus sargus sargus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map882.pdf,,Google maps,,"29.314066, 47.676716","29.574322, 48.174065",,,,,,,27342639,,#REF!
935,South Africa,"KwaZulu-Natal, 30°S",70318,354079078,Diplodus sargus sargus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map883.pdf,,Google maps,,"-31.140081, 30.119003","-26.945325, 37.292534",,,,,,,27412958,,#REF!
936,Portugal,"Lisbon, 38°N",70318,354079078,Diplodus sargus sargus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map884.pdf,,Google maps,,"38.646739, -9.326374","38.889795, -8.908894",,,,,,,27483276,,#REF!
937,South Africa,"Southeast Cape, 34°S",70318,354079078,Diplodus sargus sargus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map885.pdf,,Google maps,,"-36.730114, 22.386469","-26.735837, 37.503656",,,,,,,27553595,,#REF!
1018,,Northeastern Indian Ocean between 10°S and 20°S,55042,123224939,"Istiophorus audax (2%), Kajikia audax (98%), Makaira zelandica (1%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1147.pdf,,FAO sheet,,,,,,,,-20 to -10,,27608637,,#REF!
761,,Northern Adriatic,139648,707431267,"Diplodus annularis (11%), Pagellus erythrinus (89%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map868.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,27748284,,#REF!
940,UK Engld Wal,"Aberthaw Lagoon, Bristol Channel",70094,271440471,Atherina boyeri (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map283.pdf,,Google maps,,"51.178153, -3.479480","51.601487, -2.680225",,,,,,,27818379,,#REF!
