"region","specie","PID","major"
"Europe","Thunnus pacificus",260,"27"
"Europe","Thunnus pacificus",261,"27"
"Europe","Thunnus pacificus",262,"27"
"Europe","Thunnus pacificus",263,"27"
"Europe","Thunnus pacificus",264,"27"
"Europe","Thunnus pacificus",265,"27"
"Europe","Thunnus pacificus",266,"27"
"Europe","Thunnus pacificus",267,"27"
"Europe","Thunnus pacificus",268,"27"
"Europe","Thunnus pacificus",269,"27"
"Europe","Thunnus pacificus",270,"27"
"Europe","Thunnus pacificus",271,"27"
"Europe","Thunnus pacificus",272,"27"
"Europe","Thunnus pacificus",273,"27"
"Europe","Thunnus pacificus",274,"27"
"Europe","Thunnus pacificus",275,"27"
"Europe","Thunnus pacificus",276,"27"
"Europe","Thunnus pacificus",277,"27"
"Europe","Thunnus pacificus",278,"27"
"Europe","Thunnus pacificus",279,"27"
"Europe","Thunnus pacificus",280,"27"
"Europe","Thunnus pacificus",281,"27"
"Europe","Thunnus pacificus",282,"27"
"Europe","Thunnus pacificus",283,"27"
"Europe","Thunnus pacificus",284,"27"
"Europe","Thunnus pacificus",285,"27"
"Europe","Hippocampus vulgaris",8,"37"
"Europe","Hippocampus vulgaris",9,"37"
"Europe","Hippocampus vulgaris",141,"37"
"Europe","Liza aurata",8,"37"
"Europe","Liza aurata",9,"37"
"Europe","Liza aurata",141,"37"
"Europe","Liza auratus",8,"37"
"Europe","Liza auratus",9,"37"
"Europe","Liza auratus",141,"37"
"Europe","Liza ramada",8,"37"
"Europe","Liza ramada",9,"37"
"Europe","Liza ramada",141,"37"
"Europe","Liza ramado",8,"37"
"Europe","Liza ramado",9,"37"
"Europe","Liza ramado",141,"37"
"Europe","Mugil octoradiatus",8,"37"
"Europe","Mugil octoradiatus",9,"37"
"Europe","Mugil octoradiatus",141,"37"
"Europe","Mugil ramado",8,"37"
"Europe","Mugil ramado",9,"37"
"Europe","Mugil ramado",141,"37"
"Europe","Scomber germon",8,"37"
"Europe","Scomber germon",9,"37"
"Europe","Scomber germon",141,"37"
"Europe","Thunnus alalunga",8,"37"
"Europe","Thunnus alalunga",9,"37"
"Europe","Thunnus alalunga",141,"37"
"Europe","Thunnus pacificus",8,"37"
"Europe","Thunnus pacificus",9,"37"
"Europe","Thunnus pacificus",141,"37"
"Europe","Hippocampus vulgaris",11,"37"
"Europe","Hippocampus vulgaris",12,"37"
"Europe","Liza aurata",11,"37"
"Europe","Liza aurata",12,"37"
"Europe","Liza auratus",11,"37"
"Europe","Liza auratus",12,"37"
"Europe","Liza ramada",11,"37"
"Europe","Liza ramada",12,"37"
"Europe","Liza ramado",11,"37"
"Europe","Liza ramado",12,"37"
"Europe","Mugil octoradiatus",11,"37"
"Europe","Mugil octoradiatus",12,"37"
"Europe","Mugil ramado",11,"37"
"Europe","Mugil ramado",12,"37"
"Europe","Scomber germon",11,"37"
"Europe","Scomber germon",12,"37"
"Europe","Thunnus alalunga",11,"37"
"Europe","Thunnus alalunga",12,"37"
"Europe","Thunnus pacificus",11,"37"
"Europe","Thunnus pacificus",12,"37"
"Europe","Hippocampus vulgaris",13,"37"
"Europe","Liza aurata",13,"37"
"Europe","Liza auratus",13,"37"
"Europe","Liza ramada",13,"37"
"Europe","Liza ramado",13,"37"
"Europe","Mugil octoradiatus",13,"37"
"Europe","Mugil ramado",13,"37"
"Europe","Scomber germon",13,"37"
"Europe","Thunnus alalunga",13,"37"
"Europe","Thunnus pacificus",13,"37"
"Europe","Hippocampus vulgaris",6,"37"
"Europe","Hippocampus vulgaris",7,"37"
"Europe","Hippocampus vulgaris",14,"37"
"Europe","Liza aurata",6,"37"
"Europe","Liza aurata",7,"37"
"Europe","Liza aurata",14,"37"
"Europe","Liza auratus",6,"37"
"Europe","Liza auratus",7,"37"
"Europe","Liza auratus",14,"37"
"Europe","Liza ramada",6,"37"
"Europe","Liza ramada",7,"37"
"Europe","Liza ramada",14,"37"
"Europe","Liza ramado",6,"37"
"Europe","Liza ramado",7,"37"
"Europe","Liza ramado",14,"37"
"Europe","Mugil octoradiatus",6,"37"
"Europe","Mugil octoradiatus",7,"37"
"Europe","Mugil octoradiatus",14,"37"
"Europe","Mugil ramado",6,"37"
"Europe","Mugil ramado",7,"37"
"Europe","Mugil ramado",14,"37"
"Europe","Scomber germon",6,"37"
"Europe","Scomber germon",7,"37"
"Europe","Scomber germon",14,"37"
"Europe","Thunnus alalunga",6,"37"
"Europe","Thunnus alalunga",7,"37"
"Europe","Thunnus alalunga",14,"37"
"Europe","Thunnus pacificus",6,"37"
"Europe","Thunnus pacificus",7,"37"
"Europe","Thunnus pacificus",14,"37"
"Europe","Alosa fallax",10,"27"
"Europe","Alosa fallax",124,"27"
"Europe","Alosa fallax",125,"27"
"Europe","Alosa fallax",126,"27"
"Europe","Alosa fallax",127,"27"
"Europe","Alosa fallax",192,"27"
"Europe","Alosa fallax",193,"27"
"Europe","Alosa fallax",194,"27"
"Europe","Alosa fallax",195,"27"
"Europe","Alosa fallax",196,"27"
"Europe","Alosa fallax",197,"27"
"Europe","Alosa fallax",232,"27"
"Europe","Alosa fallax",233,"27"
"Europe","Alosa fallax",234,"27"
"Europe","Alosa fallax",235,"27"
"Europe","Alosa fallax",236,"27"
"Europe","Alosa fallax",237,"27"
"Europe","Alosa fallax",238,"27"
"Europe","Alosa fallax",239,"27"
"Europe","Alosa fallax",240,"27"
"Europe","Alosa fallax",241,"27"
"Europe","Alosa fallax",242,"27"
"Europe","Alosa fallax",243,"27"
"Europe","Alosa fallax",244,"27"
"Europe","Alosa fallax",245,"27"
"Europe","Alosa fallax",246,"27"
"Europe","Alosa fallax",247,"27"
"Europe","Alosa fallax",248,"27"
"Europe","Alosa fallax",249,"27"
"Europe","Alosa fallax",250,"27"
"Europe","Alosa fallax",251,"27"
"Europe","Alosa fallax",252,"27"
"Europe","Alosa fallax",253,"27"
"Europe","Alosa fallax",254,"27"
"Europe","Alosa fallax",255,"27"
"Europe","Alosa fallax",256,"27"
"Europe","Alosa fallax",257,"27"
"Europe","Alosa fallax",258,"27"
"Europe","Alosa fallax",259,"27"
"Europe","Alosa fallax",260,"27"
"Europe","Alosa fallax",261,"27"
"Europe","Alosa fallax",262,"27"
"Europe","Alosa fallax",263,"27"
"Europe","Alosa fallax",264,"27"
"Europe","Alosa fallax",265,"27"
"Europe","Alosa fallax",266,"27"
"Europe","Alosa fallax",267,"27"
"Europe","Alosa fallax",268,"27"
"Europe","Alosa fallax",269,"27"
"Europe","Alosa fallax",270,"27"
"Europe","Alosa fallax",271,"27"
"Europe","Alosa fallax",272,"27"
"Europe","Alosa fallax",273,"27"
"Europe","Alosa fallax",274,"27"
"Europe","Alosa fallax",275,"27"
"Europe","Alosa fallax",276,"27"
"Europe","Alosa fallax",277,"27"
"Europe","Alosa fallax",278,"27"
"Europe","Alosa fallax",279,"27"
"Europe","Alosa fallax",280,"27"
"Europe","Alosa fallax",281,"27"
"Europe","Alosa fallax",282,"27"
"Europe","Alosa fallax",283,"27"
"Europe","Alosa fallax",284,"27"
"Europe","Alosa fallax",285,"27"
"Europe","Alosa finta algeriensis",10,"27"
"Europe","Alosa finta algeriensis",124,"27"
"Europe","Alosa finta algeriensis",125,"27"
"Europe","Alosa finta algeriensis",126,"27"
"Europe","Alosa finta algeriensis",127,"27"
"Europe","Alosa finta algeriensis",192,"27"
"Europe","Alosa finta algeriensis",193,"27"
"Europe","Alosa finta algeriensis",194,"27"
"Europe","Alosa finta algeriensis",195,"27"
"Europe","Alosa finta algeriensis",196,"27"
"Europe","Alosa finta algeriensis",197,"27"
"Europe","Alosa finta algeriensis",232,"27"
"Europe","Alosa finta algeriensis",233,"27"
"Europe","Alosa finta algeriensis",234,"27"
"Europe","Alosa finta algeriensis",235,"27"
"Europe","Alosa finta algeriensis",236,"27"
"Europe","Alosa finta algeriensis",237,"27"
"Europe","Alosa finta algeriensis",238,"27"
"Europe","Alosa finta algeriensis",239,"27"
"Europe","Alosa finta algeriensis",240,"27"
"Europe","Alosa finta algeriensis",241,"27"
"Europe","Alosa finta algeriensis",242,"27"
"Europe","Alosa finta algeriensis",243,"27"
"Europe","Alosa finta algeriensis",244,"27"
"Europe","Alosa finta algeriensis",245,"27"
"Europe","Alosa finta algeriensis",246,"27"
"Europe","Alosa finta algeriensis",247,"27"
"Europe","Alosa finta algeriensis",248,"27"
"Europe","Alosa finta algeriensis",249,"27"
"Europe","Alosa finta algeriensis",250,"27"
"Europe","Alosa finta algeriensis",251,"27"
"Europe","Alosa finta algeriensis",252,"27"
"Europe","Alosa finta algeriensis",253,"27"
"Europe","Alosa finta algeriensis",254,"27"
"Europe","Alosa finta algeriensis",255,"27"
"Europe","Alosa finta algeriensis",256,"27"
"Europe","Alosa finta algeriensis",257,"27"
"Europe","Alosa finta algeriensis",258,"27"
"Europe","Alosa finta algeriensis",259,"27"
"Europe","Alosa finta algeriensis",260,"27"
"Europe","Alosa finta algeriensis",261,"27"
"Europe","Alosa finta algeriensis",262,"27"
"Europe","Alosa finta algeriensis",263,"27"
"Europe","Alosa finta algeriensis",264,"27"
"Europe","Alosa finta algeriensis",265,"27"
"Europe","Alosa finta algeriensis",266,"27"
"Europe","Alosa finta algeriensis",267,"27"
"Europe","Alosa finta algeriensis",268,"27"
"Europe","Alosa finta algeriensis",269,"27"
"Europe","Alosa finta algeriensis",270,"27"
"Europe","Alosa finta algeriensis",271,"27"
"Europe","Alosa finta algeriensis",272,"27"
"Europe","Alosa finta algeriensis",273,"27"
"Europe","Alosa finta algeriensis",274,"27"
"Europe","Alosa finta algeriensis",275,"27"
"Europe","Alosa finta algeriensis",276,"27"
"Europe","Alosa finta algeriensis",277,"27"
"Europe","Alosa finta algeriensis",278,"27"
"Europe","Alosa finta algeriensis",279,"27"
"Europe","Alosa finta algeriensis",280,"27"
"Europe","Alosa finta algeriensis",281,"27"
"Europe","Alosa finta algeriensis",282,"27"
"Europe","Alosa finta algeriensis",283,"27"
"Europe","Alosa finta algeriensis",284,"27"
"Europe","Alosa finta algeriensis",285,"27"
"Europe","Centropomus mullus",10,"27"
"Europe","Centropomus mullus",124,"27"
"Europe","Centropomus mullus",125,"27"
"Europe","Centropomus mullus",126,"27"
"Europe","Centropomus mullus",127,"27"
"Europe","Centropomus mullus",192,"27"
"Europe","Centropomus mullus",193,"27"
"Europe","Centropomus mullus",194,"27"
"Europe","Centropomus mullus",195,"27"
"Europe","Centropomus mullus",196,"27"
"Europe","Centropomus mullus",197,"27"
"Europe","Centropomus mullus",232,"27"
"Europe","Centropomus mullus",233,"27"
"Europe","Centropomus mullus",234,"27"
"Europe","Centropomus mullus",235,"27"
"Europe","Centropomus mullus",236,"27"
"Europe","Centropomus mullus",237,"27"
"Europe","Centropomus mullus",238,"27"
"Europe","Centropomus mullus",239,"27"
"Europe","Centropomus mullus",240,"27"
"Europe","Centropomus mullus",241,"27"
"Europe","Centropomus mullus",242,"27"
"Europe","Centropomus mullus",243,"27"
"Europe","Centropomus mullus",244,"27"
"Europe","Centropomus mullus",245,"27"
"Europe","Centropomus mullus",246,"27"
"Europe","Centropomus mullus",247,"27"
"Europe","Centropomus mullus",248,"27"
"Europe","Centropomus mullus",249,"27"
"Europe","Centropomus mullus",250,"27"
"Europe","Centropomus mullus",251,"27"
"Europe","Centropomus mullus",252,"27"
"Europe","Centropomus mullus",253,"27"
"Europe","Centropomus mullus",254,"27"
"Europe","Centropomus mullus",255,"27"
"Europe","Centropomus mullus",256,"27"
"Europe","Centropomus mullus",257,"27"
"Europe","Centropomus mullus",258,"27"
"Europe","Centropomus mullus",259,"27"
"Europe","Centropomus mullus",260,"27"
"Europe","Centropomus mullus",261,"27"
"Europe","Centropomus mullus",262,"27"
"Europe","Centropomus mullus",263,"27"
"Europe","Centropomus mullus",264,"27"
"Europe","Centropomus mullus",265,"27"
"Europe","Centropomus mullus",266,"27"
"Europe","Centropomus mullus",267,"27"
"Europe","Centropomus mullus",268,"27"
"Europe","Centropomus mullus",269,"27"
"Europe","Centropomus mullus",270,"27"
"Europe","Centropomus mullus",271,"27"
"Europe","Centropomus mullus",272,"27"
"Europe","Centropomus mullus",273,"27"
"Europe","Centropomus mullus",274,"27"
"Europe","Centropomus mullus",275,"27"
"Europe","Centropomus mullus",276,"27"
"Europe","Centropomus mullus",277,"27"
"Europe","Centropomus mullus",278,"27"
"Europe","Centropomus mullus",279,"27"
"Europe","Centropomus mullus",280,"27"
"Europe","Centropomus mullus",281,"27"
"Europe","Centropomus mullus",282,"27"
"Europe","Centropomus mullus",283,"27"
"Europe","Centropomus mullus",284,"27"
"Europe","Centropomus mullus",285,"27"
"Europe","Dicentrarchus labrax",10,"27"
"Europe","Dicentrarchus labrax",124,"27"
"Europe","Dicentrarchus labrax",125,"27"
"Europe","Dicentrarchus labrax",126,"27"
"Europe","Dicentrarchus labrax",127,"27"
"Europe","Dicentrarchus labrax",192,"27"
"Europe","Dicentrarchus labrax",193,"27"
"Europe","Dicentrarchus labrax",194,"27"
"Europe","Dicentrarchus labrax",195,"27"
"Europe","Dicentrarchus labrax",196,"27"
"Europe","Dicentrarchus labrax",197,"27"
"Europe","Dicentrarchus labrax",232,"27"
"Europe","Dicentrarchus labrax",233,"27"
"Europe","Dicentrarchus labrax",234,"27"
"Europe","Dicentrarchus labrax",235,"27"
"Europe","Dicentrarchus labrax",236,"27"
"Europe","Dicentrarchus labrax",237,"27"
"Europe","Dicentrarchus labrax",238,"27"
"Europe","Dicentrarchus labrax",239,"27"
"Europe","Dicentrarchus labrax",240,"27"
"Europe","Dicentrarchus labrax",241,"27"
"Europe","Dicentrarchus labrax",242,"27"
"Europe","Dicentrarchus labrax",243,"27"
"Europe","Dicentrarchus labrax",244,"27"
"Europe","Dicentrarchus labrax",245,"27"
"Europe","Dicentrarchus labrax",246,"27"
"Europe","Dicentrarchus labrax",247,"27"
"Europe","Dicentrarchus labrax",248,"27"
"Europe","Dicentrarchus labrax",249,"27"
"Europe","Dicentrarchus labrax",250,"27"
"Europe","Dicentrarchus labrax",251,"27"
"Europe","Dicentrarchus labrax",252,"27"
"Europe","Dicentrarchus labrax",253,"27"
"Europe","Dicentrarchus labrax",254,"27"
"Europe","Dicentrarchus labrax",255,"27"
"Europe","Dicentrarchus labrax",256,"27"
"Europe","Dicentrarchus labrax",257,"27"
"Europe","Dicentrarchus labrax",258,"27"
"Europe","Dicentrarchus labrax",259,"27"
"Europe","Dicentrarchus labrax",260,"27"
"Europe","Dicentrarchus labrax",261,"27"
"Europe","Dicentrarchus labrax",262,"27"
"Europe","Dicentrarchus labrax",263,"27"
"Europe","Dicentrarchus labrax",264,"27"
"Europe","Dicentrarchus labrax",265,"27"
"Europe","Dicentrarchus labrax",266,"27"
"Europe","Dicentrarchus labrax",267,"27"
"Europe","Dicentrarchus labrax",268,"27"
"Europe","Dicentrarchus labrax",269,"27"
"Europe","Dicentrarchus labrax",270,"27"
"Europe","Dicentrarchus labrax",271,"27"
"Europe","Dicentrarchus labrax",272,"27"
"Europe","Dicentrarchus labrax",273,"27"
"Europe","Dicentrarchus labrax",274,"27"
"Europe","Dicentrarchus labrax",275,"27"
"Europe","Dicentrarchus labrax",276,"27"
"Europe","Dicentrarchus labrax",277,"27"
"Europe","Dicentrarchus labrax",278,"27"
"Europe","Dicentrarchus labrax",279,"27"
"Europe","Dicentrarchus labrax",280,"27"
"Europe","Dicentrarchus labrax",281,"27"
"Europe","Dicentrarchus labrax",282,"27"
"Europe","Dicentrarchus labrax",283,"27"
"Europe","Dicentrarchus labrax",284,"27"
"Europe","Dicentrarchus labrax",285,"27"
"Europe","Dicentrarchus lupus",10,"27"
"Europe","Dicentrarchus lupus",124,"27"
"Europe","Dicentrarchus lupus",125,"27"
"Europe","Dicentrarchus lupus",126,"27"
"Europe","Dicentrarchus lupus",127,"27"
"Europe","Dicentrarchus lupus",192,"27"
"Europe","Dicentrarchus lupus",193,"27"
"Europe","Dicentrarchus lupus",194,"27"
"Europe","Dicentrarchus lupus",195,"27"
"Europe","Dicentrarchus lupus",196,"27"
"Europe","Dicentrarchus lupus",197,"27"
"Europe","Dicentrarchus lupus",232,"27"
"Europe","Dicentrarchus lupus",233,"27"
"Europe","Dicentrarchus lupus",234,"27"
"Europe","Dicentrarchus lupus",235,"27"
"Europe","Dicentrarchus lupus",236,"27"
"Europe","Dicentrarchus lupus",237,"27"
"Europe","Dicentrarchus lupus",238,"27"
"Europe","Dicentrarchus lupus",239,"27"
"Europe","Dicentrarchus lupus",240,"27"
"Europe","Dicentrarchus lupus",241,"27"
"Europe","Dicentrarchus lupus",242,"27"
"Europe","Dicentrarchus lupus",243,"27"
"Europe","Dicentrarchus lupus",244,"27"
"Europe","Dicentrarchus lupus",245,"27"
"Europe","Dicentrarchus lupus",246,"27"
"Europe","Dicentrarchus lupus",247,"27"
"Europe","Dicentrarchus lupus",248,"27"
"Europe","Dicentrarchus lupus",249,"27"
"Europe","Dicentrarchus lupus",250,"27"
"Europe","Dicentrarchus lupus",251,"27"
"Europe","Dicentrarchus lupus",252,"27"
"Europe","Dicentrarchus lupus",253,"27"
"Europe","Dicentrarchus lupus",254,"27"
"Europe","Dicentrarchus lupus",255,"27"
"Europe","Dicentrarchus lupus",256,"27"
"Europe","Dicentrarchus lupus",257,"27"
"Europe","Dicentrarchus lupus",258,"27"
"Europe","Dicentrarchus lupus",259,"27"
"Europe","Dicentrarchus lupus",260,"27"
"Europe","Dicentrarchus lupus",261,"27"
"Europe","Dicentrarchus lupus",262,"27"
"Europe","Dicentrarchus lupus",263,"27"
"Europe","Dicentrarchus lupus",264,"27"
"Europe","Dicentrarchus lupus",265,"27"
"Europe","Dicentrarchus lupus",266,"27"
"Europe","Dicentrarchus lupus",267,"27"
"Europe","Dicentrarchus lupus",268,"27"
"Europe","Dicentrarchus lupus",269,"27"
"Europe","Dicentrarchus lupus",270,"27"
"Europe","Dicentrarchus lupus",271,"27"
"Europe","Dicentrarchus lupus",272,"27"
"Europe","Dicentrarchus lupus",273,"27"
"Europe","Dicentrarchus lupus",274,"27"
"Europe","Dicentrarchus lupus",275,"27"
"Europe","Dicentrarchus lupus",276,"27"
"Europe","Dicentrarchus lupus",277,"27"
"Europe","Dicentrarchus lupus",278,"27"
"Europe","Dicentrarchus lupus",279,"27"
"Europe","Dicentrarchus lupus",280,"27"
"Europe","Dicentrarchus lupus",281,"27"
"Europe","Dicentrarchus lupus",282,"27"
"Europe","Dicentrarchus lupus",283,"27"
"Europe","Dicentrarchus lupus",284,"27"
"Europe","Dicentrarchus lupus",285,"27"
"Europe","Morone labrax",10,"27"
"Europe","Morone labrax",124,"27"
"Europe","Morone labrax",125,"27"
"Europe","Morone labrax",126,"27"
"Europe","Morone labrax",127,"27"
"Europe","Morone labrax",192,"27"
"Europe","Morone labrax",193,"27"
"Europe","Morone labrax",194,"27"
"Europe","Morone labrax",195,"27"
"Europe","Morone labrax",196,"27"
"Europe","Morone labrax",197,"27"
"Europe","Morone labrax",232,"27"
"Europe","Morone labrax",233,"27"
"Europe","Morone labrax",234,"27"
"Europe","Morone labrax",235,"27"
"Europe","Morone labrax",236,"27"
"Europe","Morone labrax",237,"27"
"Europe","Morone labrax",238,"27"
"Europe","Morone labrax",239,"27"
"Europe","Morone labrax",240,"27"
"Europe","Morone labrax",241,"27"
"Europe","Morone labrax",242,"27"
"Europe","Morone labrax",243,"27"
"Europe","Morone labrax",244,"27"
"Europe","Morone labrax",245,"27"
"Europe","Morone labrax",246,"27"
"Europe","Morone labrax",247,"27"
"Europe","Morone labrax",248,"27"
"Europe","Morone labrax",249,"27"
"Europe","Morone labrax",250,"27"
"Europe","Morone labrax",251,"27"
"Europe","Morone labrax",252,"27"
"Europe","Morone labrax",253,"27"
"Europe","Morone labrax",254,"27"
"Europe","Morone labrax",255,"27"
"Europe","Morone labrax",256,"27"
"Europe","Morone labrax",257,"27"
"Europe","Morone labrax",258,"27"
"Europe","Morone labrax",259,"27"
"Europe","Morone labrax",260,"27"
"Europe","Morone labrax",261,"27"
"Europe","Morone labrax",262,"27"
"Europe","Morone labrax",263,"27"
"Europe","Morone labrax",264,"27"
"Europe","Morone labrax",265,"27"
"Europe","Morone labrax",266,"27"
"Europe","Morone labrax",267,"27"
"Europe","Morone labrax",268,"27"
"Europe","Morone labrax",269,"27"
"Europe","Morone labrax",270,"27"
"Europe","Morone labrax",271,"27"
"Europe","Morone labrax",272,"27"
"Europe","Morone labrax",273,"27"
"Europe","Morone labrax",274,"27"
"Europe","Morone labrax",275,"27"
"Europe","Morone labrax",276,"27"
"Europe","Morone labrax",277,"27"
"Europe","Morone labrax",278,"27"
"Europe","Morone labrax",279,"27"
"Europe","Morone labrax",280,"27"
"Europe","Morone labrax",281,"27"
"Europe","Morone labrax",282,"27"
"Europe","Morone labrax",283,"27"
"Europe","Morone labrax",284,"27"
"Europe","Morone labrax",285,"27"
"Europe","Alosa fallax",8,"37"
"Europe","Alosa fallax",9,"37"
"Europe","Alosa fallax",141,"37"
"Europe","Alosa finta algeriensis",8,"37"
"Europe","Alosa finta algeriensis",9,"37"
"Europe","Alosa finta algeriensis",141,"37"
"Europe","Centropomus mullus",8,"37"
"Europe","Centropomus mullus",9,"37"
"Europe","Centropomus mullus",141,"37"
"Europe","Dicentrarchus labrax",8,"37"
"Europe","Dicentrarchus labrax",9,"37"
"Europe","Dicentrarchus labrax",141,"37"
"Europe","Dicentrarchus lupus",8,"37"
"Europe","Dicentrarchus lupus",9,"37"
"Europe","Dicentrarchus lupus",141,"37"
"Europe","Morone labrax",8,"37"
"Europe","Morone labrax",9,"37"
"Europe","Morone labrax",141,"37"
"Europe","Alosa fallax",11,"37"
