"region","specie","eez","major"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Carcharhinus cyrano",148,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Carcharhinus cyrano",151,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Carcharhinus cyrano",80,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Carcharhinus cyrano",149,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Carcharhinus cyrano",150,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",41,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",49,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",239,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",143,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",76,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",144,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",77,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",78,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",79,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",85,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",145,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",146,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",231,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",83,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",147,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",148,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",151,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",80,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",149,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeorhinus galeus",150,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",41,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",49,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",239,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",143,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",76,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",144,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",77,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",78,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",79,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",85,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",145,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",146,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",231,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",83,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",147,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",148,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",151,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",80,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",149,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Galeus zyopterus",150,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",41,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",49,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",239,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",143,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",76,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",144,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",77,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",78,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",79,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",85,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",145,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",146,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",231,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",83,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",147,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",148,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",151,"34"
"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Squalus rhinophanes",80,"34"
