J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
111,111,111,,,,,,,,,,UK,British Isles
,,111,111,111,111,111,111,,,,,,Mediterranean
111,,,,,,,,,,,111,,southern Europe
,,,,111,111,111,111,,,,,Ireland,Western side
