J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,111,111,111,111,111,111,111,111,,,China,"Daya Bay, Guangdong, 1985-86"
111,111,111,111,111,111,111,111,111,111,111,111,Indonesia,"Jepara, north Central Java, 1983-85"
111,111,111,111,111,111,111,111,111,111,111,111,Philippines,Manila Bay
111,111,111,111,111,111,111,111,111,111,111,111,Papua New Guinea,New Ireland
111,111,111,111,111,111,111,111,111,111,111,111,Singapore,Straits of Singapore
