J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,,111,111,111,111,,"Carribean, South America"
111,111,111,111,111,111,111,111,111,111,111,111,Brazil,Northeast region (1996-1997)
,,,,,,,,111,111,111,111,Brazil,southern waters
