J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,111,111,,,,Alaska,certain lakes in northern Alaska
,,,,,,,111,111,,,,Canada,Great Bear Lake
111,111,,,,,,,,,,111,France,High altitude lakes
111,,,,,,,,,,111,111,France,Lake Leman
,,,,,,,111,111,111,111,111,,Not specified
,,,,,,,,,111,111,111,,not specified
,,,,,,,,,,,111,USA,southern parts of the range
,,,,,,,,111,111,111,,Canada,throughout the range
