J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,111,111,111,,,,,,,,UK,Plymouth (1972)
,,,111,111,,,,,,,,UK Engld Wal,Severn Estuary and Bristol Channel (1972-1976)
