J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,,111,111,111,,New Zealand,not stated
,,,,,111,111,111,111,111,111,,Australia,"Victroria, eastern Tasmania, western Bass Strait (May 1996-Dec 1997)"
,,,,,,,111,111,111,111,,Australia,Western Bass Strait
