J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,111,,,,,,,,,Qatar,"Arabian Gulf, Nov 1991-May 1993"
111,,,,,,,,111,111,111,111,Oman,"Arabian Sea, 2001-2002"
111,111,111,111,,,,,,,,,United Arab Em.,"off Abu Dhabi, 2000-2003"
