J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,111,,,,,China,"Daya Bay, Guangdong, 1985-86"
,,,111,111,111,,,,,,,Egypt,Gulf of Suez
111,111,111,,,,,,,111,111,111,India,northwestern Bay of Bengal
111,111,,,,,,,,111,111,111,India,off Visakhapatnam
