J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,,,,,,,Eastern Indian Ocean
111,111,111,,,,,,,,,111,,Indo-West Pacific
,,,,,,,,,,,,,Northern Indian Ocean
111,111,111,,,,,,,,,111,,Not given.
,,,,,,,,,,,,Hawaii,not stated
