J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,111,111,111,111,,,,,,Baltic Sea (open part)
,,111,111,111,111,,,,,,,Germany,Bornholm Basin
,111,111,111,111,111,111,111,,,,,,"Bornholm, Stolpe, and Gulf of Gdansk area"
,,,111,111,111,111,111,,,,,,Gotland Deep and northern Baltic proper
,,,,,,111,111,,,,,Finland,North Baltic Sea
,111,111,111,111,111,111,,,,,,UK Scotland,west coast (August 1970-July 1972)
