J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,111,111,111,,,,,,,Russia,Dnieper River
,,,111,111,111,,,,,,,Russia,Ural
,,,111,111,,,,,,,,Russia,Volga (autumn spawning)
,,,,111,111,,,,,,,Russia,Volga (spring spawning)
,,,111,111,,,,,,,,Russia,Volga (summer spawning)
