J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,111,111,111,111,,South Africa,"Lüderitz (Namibia)  and Cape fishing grounds, 1970"
111,111,111,111,111,111,111,111,111,111,111,111,,southern Africa
