J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,111,,,,,,,Mongolia,Darhat region
,,,,111,,,,,,,,Mongolia,Eg River
,,,,111,111,,,,,,,Russia,Enisey river
,,,,111,,,,,,,,Kazakhstan,Irtysh River tributaries
,,,,111,,,,,,,,,not specified
