J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,111,111,111,111,111,111,,,UK Scotland,Aberdeenshire coast
,,,,111,111,111,111,111,111,,,UK Scotland,East coast of Scotland
,,,111,111,111,111,111,111,,,,UK Scotland,Moray Firth
,,,111,111,111,111,111,,,,,,Northeast Atlantic
,,,111,111,111,111,111,111,,,,UK Scotland,Shetlands
,,,,111,111,111,111,111,111,111,,UK Engld Wal,West Central North Sea
,,111,111,111,111,111,,,,,,UK Scotland,West Coast
,,111,111,111,111,111,111,,,,,UK Scotland,West of the Orkneys
