J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,111,111,111,111,111,111,111,111,,,Cuba,Cuba
111,111,111,111,111,111,111,111,111,111,111,111,Jamaica,Jamaica
34,34,34,48,48,48,34,34,34,34,34,34,Puerto Rico,Puerto Rico
