J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,,111,111,,,Alaska,Interior Alaska
,,,,,,,,,,111,111,,Lake Superior
,,,,,,,,,,111,,,Michigan and Huron Lakes
,,,,,,,,111,111,111,111,,Not specified
,,,,,,,,,,111,111,,southern part of range
