J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
1,1,1,1,1,1,1,1,2,8,1,1,Korea (South),"Goheung, Jeonam (Dec 1996-Nov 1997)"
111,,,,,,,,,,111,111,Japan,not stated
111,,,,,,,,,,111,111,China,to be filled
,,,,,,,,,,,111,Hong Kong,to be filled
