J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,111,,,,,,,,,,,Gulf of Aden
111,111,111,111,111,111,,,,,,,Egypt,Gulf of Suez
,,,,,,,,,,111,,,Off East Africa
