J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
111,111,,,,,,,,,,,Brazil,Ceará
,,,,,,,111,111,111,111,,Australia,"Fraser Island, Queensland and Western Australia"
,,111,111,111,111,111,111,,,,,,Mediterranean
,,,,111,111,111,111,,,,,USA,"Middle Atlantic Bight: Cape Hatteras to Cape Cod, Massachusetts"
,,,,,,,,111,111,111,111,South Africa,Natal shelf
111,111,111,,,,,,,,111,111,Brazil,"Rio Drande do Sul, 1976-1987"
,,,,,111,,,,111,,,Senegal,Sénégal
,,111,111,111,,,,111,111,111,,USA,"South Atlantic Bight: Cape Canaveral, Florida to Cape Hatteras, North Carolina"
