J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,,,111,111,111,Australia,Coral Sea
111,111,111,,,,,,,111,111,111,Australia,northwestern waters
111,111,,,,,,,,,,,Australia,Ribbon and Osprey reefs off Queensland
