J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,111,111,,,,,Nigeria,Cross River (Jan 2004-Dec 2006)
111,111,111,111,,,,,,,111,111,Ghana,Lake Bosumtwi
,,111,111,111,111,111,111,,,,,Israel,Lake Tiberias
,,,,,111,111,111,,,,,Burkina Faso,Tapoa and small reservoirs
