J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,111,111,111,111,111,,Canada,"Fraser River, British Columbia"
,,,,,,,,,,,,USA,"Freshwater population, New Hampshire"
,,,,,,,,,,,,,Not specified
,,,,,,,,,,,,Alaska,Not stated
,,111,111,111,,,,111,111,111,,USA,USA
,,,,,,,,,111,,,Canada,"Vancouver Island, British Columbia"
,,,,,,111,111,111,,,,,Yukon drainage
