J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
111,111,,111,111,111,111,111,111,111,111,111,Indonesia,"Ambon Bay waters, 1996-1997"
,,,111,111,111,,,,,,,Indonesia,Java Sea
111,111,111,111,,,,,,,111,111,Philippines,Palawan waters and Manila Bay approaches
,111,111,111,,,,111,111,,,,Mozambique,"Sofala Bank, 1979-81"
,111,111,111,111,111,111,111,111,111,111,,India,"Vizhinjam, 1971-74"
