J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,111,111,111,,,,,,,France,Corsica
,,111,111,111,,,,,,,,Algeria,Mediterranean
,,,,111,111,111,,,,,,France,Nice
