J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,,,,111,111,,,,Elephant I.,Elephant Is
,,,,,,111,111,,,,,S. Georg. Sandw.,"shelf section, February-April, 1965"
,,,,,,,,,,,,South Orkney Is.,"South Orkney Islands, February-April, 1965"
