J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,111,111,111,111,111,111,111,,,,Malaysia,Malacca coastal waters of Peninsular Malaysia
,,,,,,,111,,,,,Papua New Guinea,Off south Papua
111,111,111,111,111,,,111,111,111,111,111,Australia,Townsville
