J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
111,111,111,111,111,,,,,,,,India,"north Andhra Pradesh coast, 1976-79"
,,,,,,111,,,,111,111,,Seamounts off southern part of  Africa
