J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,111,111,111,,,,,,Mexico,"Campeche Bank, Yucatan"
,,,,,,,,,,,,,Eastern and central Pacific
,,,,,,,,,,,,,Northwestern Atlantic
,,,,,,,,,,,,,Northwestern Gulf of Mexico
,,,,,,,,,,,,,Southwestern Gulf of Mexico
,,,,,,,,,,,,,Southwestern Pacific
,,,,,,,,,,,,,Western Indian Ocean
