J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
111,111,111,111,,,,,,,,,Mexico,"Campeche Bank, southern Gulf of Mexico (April 1996- August 1999)"
111,111,111,111,111,,,,,,,111,USA,eastern Gulf of Mexico
,111,111,111,,,,,,,,,USA,"northeastern Gulf of Mexico, 1991-94"
111,111,111,111,111,,,,,,,111,USA,Southern Florida
