J,F,M,A,M,J,J,A,S,O,N,D,Country,Locality
,,,,111,111,,,,,,,China,Hainan Island
,,,,,,,,,111,111,111,Australia,Northwestern part of the Coral Sea
,,,,,,,111,111,111,111,,Australia,Off Cairns
,,,,111,111,,,,,,,,South China Sea
,,,,,,,,,,,,,subtropical and tropical waters of the Pacific and Indian oceans
,,,,,,,111,111,111,,,Taiwan,Taiwan
111,111,111,,,,,,,111,111,111,Australia,"Timor Sea, northwestern coasts"
