Mapping parameters for Gaidropsarus vulgaris (Three-bearded rockling)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 |  37 ,
Bounding Box (NSWE): ,64,34,-23,27

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,20,30,70,120
Temperature (°C),1,2.52,4.86,13.19,17.7
Salinity (psu),1,18.59,34.2723,38.1482,38.87
Primary Production,1,0,430,1468,2374.5
Sea Ice Concentration,1,-1,0,0.01,0.03
Distance to Land (km),0,0,7,321,936
 

Map data (HSPEC) for predicted occurrences (n = 1216): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Gaidropsarus,vulgaris,39.75,3.25,1300:393:3,0.16,1,0.175166297118,1,0.939534883721,1,1
Gaidropsarus,vulgaris,36.75,8.25,1300:468:3,0.12,1,0.119733924612,1,1,1,1
Gaidropsarus,vulgaris,37.75,9.75,1300:479:4,0.18,0.58,0.844789356984,0.358270989194,1,1,1
Gaidropsarus,vulgaris,34.25,11.75,1301:141:2,0.11,1,0.119733924612,1,0.937209302326,1,1
Gaidropsarus,vulgaris,34.75,12.25,1301:142:3,0.08,1,0.0864745011086,1,0.895348837209,1,1
Gaidropsarus,vulgaris,34.25,13.25,1301:143:1,0.14,0.8,0.625277161863,0.347741756719,0.827906976744,1,1
Gaidropsarus,vulgaris,34.75,13.25,1301:143:3,0.16,0.88,0.625277161863,0.347741756719,0.848837209302,1,1
Gaidropsarus,vulgaris,35.75,11.25,1301:351:3,0.18,1,0.179600886918,1,1,1,1
Gaidropsarus,vulgaris,35.25,12.75,1301:352:2,0.17,1,0.186252771619,1,0.895348837209,1,1
Gaidropsarus,vulgaris,35.75,12.75,1301:352:4,0.07,1,0.745011086475,0.104183984483,0.941860465116,1,1
Gaidropsarus,vulgaris,35.25,13.25,1301:353:1,0.18,1,0.660753880266,0.308534220006,0.883720930233,1,1
Gaidropsarus,vulgaris,35.75,13.25,1301:353:3,0.01,0.08,0.862527716186,0.196591853699,0.9,1,1
Gaidropsarus,vulgaris,35.75,14.25,1301:354:3,0.15,1,0.871396895787,0.199085619285,0.867441860465,1,1
Gaidropsarus,vulgaris,36.75,10.25,1301:360:3,0.13,1,0.128603104213,1,1,1,1
Gaidropsarus,vulgaris,36.75,12.25,1301:362:3,0.15,1,0.851441241685,0.184400110834,0.939534883721,1,1
Gaidropsarus,vulgaris,36.75,12.75,1301:362:4,0.15,1,0.860310421286,0.182460515378,0.925581395349,1,1
Gaidropsarus,vulgaris,36.75,13.25,1301:363:3,0.11,0.76,0.862527716186,0.196591853699,0.881395348837,1,1
Gaidropsarus,vulgaris,36.25,14.25,1301:364:1,0.09,1,0.776053215078,0.128428927681,0.86976744186,1,1
Gaidropsarus,vulgaris,36.25,14.75,1301:364:2,0.07,0.94,0.778270509978,0.100443336104,0.893023255814,1,1
Gaidropsarus,vulgaris,36.75,14.25,1301:364:3,0.10,1,0.809312638581,0.133970628983,0.960465116279,1,1
Gaidropsarus,vulgaris,37.25,12.75,1301:372:2,0.15,1,0.680709534368,0.228318093655,0.981395348837,1,1
Gaidropsarus,vulgaris,37.25,13.25,1301:373:1,0.09,1,0.749445676275,0.117761152674,0.979069767442,1,1
Gaidropsarus,vulgaris,37.75,13.25,1301:373:3,0.15,1,0.164079822616,1,0.932558139535,1,1
Gaidropsarus,vulgaris,38.25,11.75,1301:381:2,0.11,0.3,0.920177383592,0.395261845387,0.983720930233,1,1
Gaidropsarus,vulgaris,35.75,15.25,1301:455:3,0.14,0.98,0.647450110865,0.220559711832,0.96511627907,1,1
Gaidropsarus,vulgaris,36.25,15.25,1301:465:1,0.04,0.72,0.740576496674,0.0828484344694,1,1,1
Gaidropsarus,vulgaris,36.75,15.25,1301:465:3,0.06,1,0.740576496674,0.0828484344694,1,1,1
Gaidropsarus,vulgaris,37.25,15.25,1301:475:1,0.19,1,0.880266075388,0.213494042671,1,1,1
Gaidropsarus,vulgaris,38.25,15.75,1301:485:2,0.14,1,0.80044345898,0.179966749792,1,1,1
Gaidropsarus,vulgaris,38.75,16.25,1301:486:3,0.13,1,0.745011086475,0.175810473815,1,1,1
Gaidropsarus,vulgaris,38.75,16.75,1301:486:4,0.12,1,0.811529933481,0.142837351067,1,1,1
Gaidropsarus,vulgaris,39.75,15.75,1301:495:4,0.16,1,0.762749445676,0.213909670269,1,1,1
Gaidropsarus,vulgaris,39.25,16.25,1301:496:1,0.11,1,0.769401330377,0.148240509837,1,1,1
Gaidropsarus,vulgaris,39.75,16.75,1301:496:4,0.11,1,0.769401330377,0.148240509837,1,1,1
Gaidropsarus,vulgaris,39.25,17.25,1301:497:1,0.12,1,0.838137472284,0.137988362427,1,1,1
Gaidropsarus,vulgaris,39.75,17.25,1301:497:3,0.16,1,0.911308203991,0.174286505957,1,1,1
Gaidropsarus,vulgaris,39.75,18.25,1301:498:3,0.09,1,0.789356984479,0.110972568579,1,1,1
Gaidropsarus,vulgaris,39.75,18.75,1301:498:4,0.12,1,0.853658536585,0.144499861457,0.962790697674,1,1
Gaidropsarus,vulgaris,39.75,19.25,1301:499:3,0.15,1,0.917960088692,0.172069825436,0.918604651163,1,1
Gaidropsarus,vulgaris,39.75,19.75,1301:499:4,0.05,1,0.749445676275,0.0881130507066,0.825581395349,1,1
Gaidropsarus,vulgaris,34.75,24.25,1302:144:3,0.16,1,0.884700665188,0.241895261845,0.758139534884,1,1
Gaidropsarus,vulgaris,34.75,24.75,1302:144:4,0.15,1,0.891352549889,0.228872263785,0.73488372093,1,1
Gaidropsarus,vulgaris,34.75,25.25,1302:245:3,0.10,1,0.880266075388,0.150180105292,0.723255813953,1,1
Gaidropsarus,vulgaris,34.75,25.75,1302:245:4,0.06,0.76,0.864745011086,0.140482128013,0.7,1,1
Gaidropsarus,vulgaris,34.75,26.25,1302:246:3,0.11,1,0.886917960089,0.176503186478,0.693023255814,1,1
Gaidropsarus,vulgaris,35.25,23.75,1302:353:2,0.15,1,0.875831485588,0.203241895262,0.825581395349,1,1
Gaidropsarus,vulgaris,35.75,23.25,1302:353:3,0.11,1,0.866962305987,0.140620670546,0.895348837209,1,1
Gaidropsarus,vulgaris,35.25,24.25,1302:354:1,0.07,1,0.829268292683,0.0957328899972,0.823255813953,1,1
Gaidropsarus,vulgaris,36.75,21.75,1302:361:4,0.19,1,0.882483370288,0.230257689111,0.913953488372,1,1
Gaidropsarus,vulgaris,36.25,22.75,1302:362:2,0.12,1,0.864745011086,0.153366583541,0.920930232558,1,1
Gaidropsarus,vulgaris,36.75,22.25,1302:362:3,0.10,1,0.851441241685,0.123025768911,0.939534883721,1,1
Gaidropsarus,vulgaris,36.25,23.25,1302:363:1,0.04,1,0.807095343681,0.0489055139928,0.916279069767,1,1
Gaidropsarus,vulgaris,37.75,20.75,1302:370:4,0.16,1,0.882483370288,0.217373233583,0.823255813953,1,1
Gaidropsarus,vulgaris,37.25,21.25,1302:371:1,0.17,1,0.889135254989,0.236076475478,0.832558139535,1,1
Gaidropsarus,vulgaris,37.75,21.25,1302:371:3,0.06,1,0.778270509978,0.0919922416182,0.851162790698,1,1
Gaidropsarus,vulgaris,37.75,21.75,1302:371:4,0.10,1,0.634146341463,0.160016625104,1,1,1
Gaidropsarus,vulgaris,37.75,23.25,1302:373:3,0.05,1,0.186252771619,0.27680798005,0.993023255814,1,1
Gaidropsarus,vulgaris,37.75,23.75,1302:373:4,0.05,1,0.481152993348,0.110279855916,1,1,1
Gaidropsarus,vulgaris,37.25,24.75,1302:374:2,0.04,1,0.643015521064,0.0706566916043,0.890697674419,1,1
Gaidropsarus,vulgaris,37.75,24.25,1302:374:3,0.03,1,0.543237250554,0.0779994458299,0.788372093023,1,1
Gaidropsarus,vulgaris,37.75,24.75,1302:374:4,0.04,1,0.583148558758,0.0692712662787,0.93488372093,1,1
Gaidropsarus,vulgaris,38.25,20.75,1302:380:2,0.18,1,0.538802660754,0.365336658354,0.925581395349,1,1
Gaidropsarus,vulgaris,38.75,20.75,1302:380:4,0.15,1,0.658536585366,0.254225547243,0.925581395349,1,1
Gaidropsarus,vulgaris,38.25,22.25,1302:382:1,0.03,1,0.787139689579,0.0332502078138,1,1,1
Gaidropsarus,vulgaris,38.25,22.75,1302:382:2,0.03,1,0.829268292683,0.0394846217789,1,1,1
Gaidropsarus,vulgaris,38.75,23.75,1302:383:4,0.03,1,0.829268292683,0.0394846217789,1,1,1
Gaidropsarus,vulgaris,38.25,24.25,1302:384:1,0.01,1,0.60310421286,0.0151011360488,0.753488372093,1,1
Gaidropsarus,vulgaris,38.25,24.75,1302:384:2,0.02,1,0.833702882483,0.0209199224162,0.932558139535,1,1
Gaidropsarus,vulgaris,38.75,24.25,1302:384:3,0.01,1,0.780487804878,0.0123302853976,1,1,1
Gaidropsarus,vulgaris,38.75,24.75,1302:384:4,0.01,1,0.780487804878,0.0123302853976,1,1,1
Gaidropsarus,vulgaris,39.25,20.25,1302:390:1,0.05,1,0.833702882483,0.084233859795,0.720930232558,1,1
Gaidropsarus,vulgaris,39.25,20.75,1302:390:2,0.19,1,0.658536585366,0.282488223885,1,1,1
Gaidropsarus,vulgaris,39.25,21.25,1302:391:1,0.06,1,0.135254988914,0.478664449986,0.995348837209,1,1
Gaidropsarus,vulgaris,39.25,22.75,1302:392:2,0.12,1,0.137472283814,1,0.879069767442,1,1
Gaidropsarus,vulgaris,39.25,23.25,1302:393:1,0.02,1,0.680709534368,0.0239678581324,1,1,1
Gaidropsarus,vulgaris,39.75,23.25,1302:393:3,0.02,1,0.733924611973,0.0243834857301,1,1,1
Gaidropsarus,vulgaris,35.25,26.75,1302:456:2,0.02,1,0.842572062084,0.0292324743696,0.832558139535,1,1
Gaidropsarus,vulgaris,35.75,26.25,1302:456:3,0.04,1,0.833702882483,0.0558326406207,0.818604651163,1,1
Gaidropsarus,vulgaris,35.75,26.75,1302:456:4,0.02,0.72,0.838137472284,0.032557495151,0.825581395349,1,1
Gaidropsarus,vulgaris,36.25,26.25,1302:466:1,0.01,1,0.79600886918,0.014408423386,0.825581395349,1,1
Gaidropsarus,vulgaris,36.75,26.25,1302:466:3,0.02,1,0.758314855876,0.032557495151,0.853488372093,1,1
Gaidropsarus,vulgaris,36.75,26.75,1302:466:4,0.02,1,0.758314855876,0.032557495151,0.839534883721,1,1
Gaidropsarus,vulgaris,37.25,26.25,1302:476:1,0.02,1,0.758314855876,0.032557495151,0.86976744186,1,1
Gaidropsarus,vulgaris,39.25,26.75,1302:496:2,0.05,1,0.263858093126,0.183707398171,1,1,1
Gaidropsarus,vulgaris,39.75,26.25,1302:496:3,0.01,1,0.436807095344,0.0278470490441,1,1,1
Gaidropsarus,vulgaris,40.25,14.75,1401:104:2,0.17,1,0.79822616408,0.210446106955,1,1,1
Gaidropsarus,vulgaris,42.25,14.25,1401:124:1,0.11,1,0.115299334812,0.927126627875,1,1,1
Gaidropsarus,vulgaris,44.25,14.75,1401:144:2,0.06,1,0.115299334812,0.927126627875,0.586046511628,1,1
Gaidropsarus,vulgaris,40.25,16.75,1401:206:2,0.11,1,0.769401330377,0.148240509837,1,1,1
