Mapping parameters for Sardinella hualiensis (Taiwan sardinella)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 61 |  71,
Bounding Box (NSWE): ,29,17,115,123

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,26,50
Temperature (°C),1,20.73,23.92,26.05,30.25
Salinity (psu),1,32.66,33.61,34.61,35.49
Primary Production,1,216.5,526,1081,1628
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,3,5,25,97
 

Map data (HSPEC) for predicted occurrences (n = 102): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Sardinella,hualiensis,17.25,122.25,1112:372:1,0.17,,,,,,
Sardinella,hualiensis,17.25,122.75,1112:372:2,0.14,,,,,,
Sardinella,hualiensis,17.75,122.25,1112:372:3,0.15,,,,,,
Sardinella,hualiensis,19.75,121.75,1112:391:4,0.12,,,,,,
Sardinella,hualiensis,19.25,122.25,1112:392:1,0.06,,,,,,
Sardinella,hualiensis,24.75,119.25,1211:249:3,0.06,,,,,,
Sardinella,hualiensis,25.25,118.75,1211:458:2,0.16,,,,,,
Sardinella,hualiensis,25.25,119.25,1211:459:1,0.15,,,,,,
Sardinella,hualiensis,25.75,119.25,1211:459:3,0.11,,,,,,
Sardinella,hualiensis,20.25,121.75,1212:101:2,0.05,,,,,,
Sardinella,hualiensis,20.75,121.75,1212:101:4,0.14,,,,,,
Sardinella,hualiensis,20.75,122.25,1212:102:3,0.09,,,,,,
Sardinella,hualiensis,21.25,121.75,1212:111:2,0.12,,,,,,
Sardinella,hualiensis,25.75,120.25,1212:350:3,0.02,,,,,,
