Mapping parameters for Caranx crysos (Blue runner)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  31 |  34 |  37 |  41 |  47 ,
Bounding Box (NSWE): ,46,-26,-97,32

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,10,50,100
Temperature (°C),1,0.63,2.31,24.51,28.02
Salinity (psu),1,28.89,34.66,36.18,38.86
Primary Production,1,226,354,1790,3894
Sea Ice Concentration,1,-1,0,0,0.2
Distance to Land (km),0,,,,
 

Map data (HSPEC) for predicted occurrences (n = 2467): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Caranx,crysos,1.25,9.75,1000:219:2,0.10,1,0.176638176638,0.54691507799,1,1,1
Caranx,crysos,3.75,9.75,1000:239:4,0.04,1,0.136752136752,0.4056152513,0.763307984791,1,1
Caranx,crysos,4.25,5.75,1000:245:2,0.01,1,0.017094017094,0.728873483536,1,1,1
Caranx,crysos,4.25,6.25,1000:246:1,0.03,1,0.0541310541311,0.598717504333,1,1,1
Caranx,crysos,4.25,6.75,1000:246:2,0.12,1,0.153846153846,0.804627383016,1,1,1
Caranx,crysos,4.75,8.25,1000:248:3,0.04,1,0.119658119658,0.455043327556,0.802281368821,1,1
Caranx,crysos,4.75,8.75,1000:248:4,0.02,1,0.0854700854701,0.286585788562,0.782319391635,1,1
Caranx,crysos,6.75,3.25,1000:363:3,0.02,0.2,0.102564102564,0.910745233969,1,1,1
Caranx,crysos,6.75,3.75,1000:363:4,0.01,0.1,0.102564102564,0.910745233969,1,1,1
Caranx,crysos,36.25,0.25,1300:360:1,0.17,1,1,0.165111940299,1,1,1
Caranx,crysos,36.25,0.75,1300:360:2,0.17,1,1,0.165895522388,1,1,1
Caranx,crysos,36.75,1.25,1300:361:3,0.16,1,1,0.161828358209,1,1,1
Caranx,crysos,36.75,1.75,1300:361:4,0.16,1,1,0.161828358209,1,1,1
Caranx,crysos,36.75,2.25,1300:362:3,0.17,1,1,0.171940298507,1,1,1
Caranx,crysos,36.75,2.75,1300:362:4,0.15,1,1,0.149365671642,1,1,1
Caranx,crysos,36.75,3.25,1300:363:3,0.17,1,1,0.16671641791,1,1,1
Caranx,crysos,36.75,3.75,1300:363:4,0.15,1,1,0.146865671642,1,1,1
Caranx,crysos,36.75,4.25,1300:364:3,0.14,1,1,0.142313432836,1,1,1
Caranx,crysos,36.75,4.75,1300:364:4,0.14,1,1,0.140634328358,1,1,1
Caranx,crysos,38.25,0.25,1300:380:1,0.06,0.4,1,0.148059701493,1,1,1
Caranx,crysos,38.75,1.75,1300:381:4,0.14,1,1,0.144776119403,1,1,1
Caranx,crysos,39.25,0.25,1300:390:1,0.14,1,1,0.144141791045,1,1,1
Caranx,crysos,39.75,0.25,1300:390:3,0.19,1,1,0.18921641791,1,1,1
Caranx,crysos,39.75,0.75,1300:390:4,0.15,1,1,0.150895522388,1,1,1
Caranx,crysos,39.25,1.25,1300:391:1,0.16,1,1,0.163768656716,1,1,1
Caranx,crysos,39.25,1.75,1300:391:2,0.15,1,1,0.148432835821,1,1,1
Caranx,crysos,39.25,2.25,1300:392:1,0.11,0.72,1,0.148432835821,1,1,1
Caranx,crysos,39.25,2.75,1300:392:2,0.18,1,1,0.181492537313,1,1,1
Caranx,crysos,39.75,2.25,1300:392:3,0.16,1,1,0.160149253731,1,1,1
Caranx,crysos,39.75,2.75,1300:392:4,0.17,1,1,0.168805970149,1,1,1
Caranx,crysos,39.25,3.25,1300:393:1,0.16,1,1,0.156641791045,1,1,1
Caranx,crysos,39.75,3.75,1300:393:4,0.15,1,1,0.153731343284,1,1,1
Caranx,crysos,39.75,4.25,1300:394:3,0.15,1,1,0.1525,1,1,1
Caranx,crysos,36.75,5.25,1300:465:3,0.16,1,1,0.164328358209,1,1,1
Caranx,crysos,36.75,5.75,1300:465:4,0.16,1,1,0.16026119403,1,1,1
Caranx,crysos,37.25,6.25,1300:476:1,0.17,1,1,0.168805970149,1,1,1
Caranx,crysos,37.25,6.75,1300:476:2,0.17,1,1,0.166194029851,1,1,1
Caranx,crysos,37.25,7.25,1300:477:1,0.16,1,1,0.163805970149,1,1,1
Caranx,crysos,37.25,7.75,1300:477:2,0.16,1,1,0.163805970149,1,1,1
Caranx,crysos,37.25,8.25,1300:478:1,0.16,1,1,0.162574626866,1,1,1
Caranx,crysos,37.75,8.75,1300:478:4,0.17,1,1,0.16552238806,1,1,1
Caranx,crysos,37.75,9.25,1300:479:3,0.10,1,1,0.103768656716,1,1,1
Caranx,crysos,37.75,9.75,1300:479:4,0.02,0.18,1,0.0927611940298,1,1,1
Caranx,crysos,38.75,8.25,1300:488:3,0.14,1,1,0.144253731343,1,1,1
Caranx,crysos,38.75,8.75,1300:488:4,0.11,1,1,0.108544776119,1,1,1
Caranx,crysos,38.75,9.25,1300:489:3,0.11,1,1,0.111828358209,1,1,1
Caranx,crysos,39.75,8.25,1300:498:3,0.14,1,1,0.140485074627,1,1,1
Caranx,crysos,39.25,9.75,1300:499:2,0.12,1,1,0.115186567164,1,1,1
Caranx,crysos,39.75,9.75,1300:499:4,0.10,1,1,0.0999253731343,1,1,1
Caranx,crysos,32.75,14.25,1301:124:3,0.19,1,1,0.191455223881,1,1,1
Caranx,crysos,32.75,14.75,1301:124:4,0.04,1,1,0.0441791044776,1,1,1
Caranx,crysos,33.25,13.25,1301:133:1,0.11,1,1,0.111417910448,1,1,1
Caranx,crysos,33.25,13.75,1301:133:2,0.03,0.86,1,0.0308582089552,1,1,1
