Mapping parameters for Scomberomorus semifasciatus (Broad-barred king mackerel)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 57 |  71 |  81,
Bounding Box (NSWE): ,-7,-30,112,157

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,10,50,100
Temperature (°C),1,24.28,26.01,28.77,32.97
Salinity (psu),1,33.38,34.15,35.15,35.86
Primary Production,1,43,267,1181,2042
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,9,110,211
 

Map data (HSPEC) for predicted occurrences (n = 1017): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Scomberomorus,semifasciatus,-7.75,114.75,3011:374:4,0.18,,,,,,
Scomberomorus,semifasciatus,-8.25,114.75,3011:384:2,0.18,,,,,,
Scomberomorus,semifasciatus,-7.25,115.25,3011:475:1,0.18,,,,,,
Scomberomorus,semifasciatus,-7.25,115.75,3011:475:2,0.18,,,,,,
Scomberomorus,semifasciatus,-8.25,115.25,3011:485:1,0.18,,,,,,
Scomberomorus,semifasciatus,-8.25,115.75,3011:485:2,0.18,,,,,,
Scomberomorus,semifasciatus,-7.25,132.75,3013:372:2,0.08,,,,,,
Scomberomorus,semifasciatus,-8.25,134.75,3013:384:2,0.08,,,,,,
Scomberomorus,semifasciatus,-8.75,134.75,3013:384:4,0.15,,,,,,
Scomberomorus,semifasciatus,-7.75,135.75,3013:475:4,0.18,,,,,,
Scomberomorus,semifasciatus,-7.25,136.25,3013:476:1,0.18,,,,,,
Scomberomorus,semifasciatus,-7.25,136.75,3013:476:2,0.05,,,,,,
Scomberomorus,semifasciatus,-7.75,136.25,3013:476:3,0.08,,,,,,
Scomberomorus,semifasciatus,-7.75,138.75,3013:478:4,0.04,,,,,,
Scomberomorus,semifasciatus,-7.25,139.25,3013:479:1,0.08,,,,,,
Scomberomorus,semifasciatus,-7.75,139.25,3013:479:3,0.08,,,,,,
Scomberomorus,semifasciatus,-8.25,136.25,3013:486:1,0.13,,,,,,
Scomberomorus,semifasciatus,-8.75,136.75,3013:486:4,0.17,,,,,,
Scomberomorus,semifasciatus,-8.25,138.25,3013:488:1,0.03,,,,,,
Scomberomorus,semifasciatus,-8.25,138.75,3013:488:2,0.14,,,,,,
Scomberomorus,semifasciatus,-7.25,143.75,3014:373:2,0.10,,,,,,
Scomberomorus,semifasciatus,-7.75,143.25,3014:373:3,0.10,,,,,,
Scomberomorus,semifasciatus,-8.25,142.25,3014:382:1,0.06,,,,,,
Scomberomorus,semifasciatus,-8.25,145.25,3014:485:1,0.16,,,,,,
Scomberomorus,semifasciatus,-18.25,118.75,3111:488:2,0.04,,,,,,
Scomberomorus,semifasciatus,-11.75,124.25,3112:114:3,0.18,,,,,,
Scomberomorus,semifasciatus,-13.75,123.75,3112:133:4,0.14,,,,,,
Scomberomorus,semifasciatus,-12.25,128.25,3112:228:1,0.16,,,,,,
Scomberomorus,semifasciatus,-14.75,128.25,3112:248:3,0.05,,,,,,
Scomberomorus,semifasciatus,-14.25,129.25,3112:249:1,0.13,,,,,,
Scomberomorus,semifasciatus,-17.75,123.75,3112:373:4,0.10,,,,,,
Scomberomorus,semifasciatus,-18.25,120.25,3112:380:1,0.18,,,,,,
Scomberomorus,semifasciatus,-15.25,128.25,3112:458:1,0.18,,,,,,
Scomberomorus,semifasciatus,-15.25,129.25,3112:459:1,0.12,,,,,,
Scomberomorus,semifasciatus,-15.25,129.75,3112:459:2,0.07,,,,,,
Scomberomorus,semifasciatus,-12.75,131.25,3113:121:3,0.10,,,,,,
Scomberomorus,semifasciatus,-14.75,136.25,3113:246:3,0.19,,,,,,
Scomberomorus,semifasciatus,-14.75,136.75,3113:246:4,0.06,,,,,,
Scomberomorus,semifasciatus,-15.25,136.25,3113:456:1,0.19,,,,,,
Scomberomorus,semifasciatus,-12.75,142.25,3114:122:3,0.10,,,,,,
Scomberomorus,semifasciatus,-18.25,149.75,3114:489:2,0.17,,,,,,
Scomberomorus,semifasciatus,-19.25,146.25,3114:496:1,0.10,,,,,,
Scomberomorus,semifasciatus,-10.25,152.25,3115:102:1,0.06,,,,,,
Scomberomorus,semifasciatus,-20.25,114.75,3211:104:2,0.02,,,,,,
Scomberomorus,semifasciatus,-23.25,113.25,3211:133:1,0.15,,,,,,
Scomberomorus,semifasciatus,-23.25,113.75,3211:133:2,0.15,,,,,,
Scomberomorus,semifasciatus,-23.75,113.25,3211:133:3,0.15,,,,,,
Scomberomorus,semifasciatus,-23.75,113.75,3211:133:4,0.15,,,,,,
Scomberomorus,semifasciatus,-20.25,149.25,3214:209:1,0.11,,,,,,
Scomberomorus,semifasciatus,-22.25,149.75,3214:229:2,0.12,,,,,,
Scomberomorus,semifasciatus,-22.75,149.75,3214:229:4,0.02,,,,,,
Scomberomorus,semifasciatus,-22.25,150.25,3215:120:1,0.19,,,,,,
Scomberomorus,semifasciatus,-22.25,150.75,3215:120:2,0.19,,,,,,
Scomberomorus,semifasciatus,-22.75,150.25,3215:120:3,0.02,,,,,,
Scomberomorus,semifasciatus,-22.75,150.75,3215:120:4,0.15,,,,,,
Scomberomorus,semifasciatus,-22.25,153.25,3215:123:1,0.05,,,,,,
Scomberomorus,semifasciatus,-23.25,150.75,3215:130:2,0.11,,,,,,
Scomberomorus,semifasciatus,-23.75,150.75,3215:130:4,0.11,,,,,,
Scomberomorus,semifasciatus,-23.25,151.25,3215:131:1,0.12,,,,,,
Scomberomorus,semifasciatus,-23.25,151.75,3215:131:2,0.06,,,,,,
Scomberomorus,semifasciatus,-23.75,151.25,3215:131:3,0.12,,,,,,
Scomberomorus,semifasciatus,-23.75,151.75,3215:131:4,0.12,,,,,,
Scomberomorus,semifasciatus,-23.25,152.25,3215:132:1,0.17,,,,,,
Scomberomorus,semifasciatus,-23.75,152.25,3215:132:3,0.17,,,,,,
Scomberomorus,semifasciatus,-23.75,152.75,3215:132:4,0.17,,,,,,
Scomberomorus,semifasciatus,-24.25,151.75,3215:141:2,0.10,,,,,,
Scomberomorus,semifasciatus,-24.25,152.25,3215:142:1,0.04,,,,,,
Scomberomorus,semifasciatus,-24.25,152.75,3215:142:2,0.13,,,,,,
Scomberomorus,semifasciatus,-24.75,152.25,3215:142:3,0.13,,,,,,
Scomberomorus,semifasciatus,-24.75,152.75,3215:142:4,0.08,,,,,,
Scomberomorus,semifasciatus,-24.25,153.25,3215:143:1,0.11,,,,,,
Scomberomorus,semifasciatus,-24.75,153.25,3215:143:3,0.11,,,,,,
Scomberomorus,semifasciatus,-24.75,153.75,3215:143:4,0.11,,,,,,
Scomberomorus,semifasciatus,-22.25,155.75,3215:225:2,0.16,,,,,,
Scomberomorus,semifasciatus,-23.25,155.75,3215:235:2,0.11,,,,,,
Scomberomorus,semifasciatus,-25.25,152.75,3215:352:2,0.04,,,,,,
Scomberomorus,semifasciatus,-25.75,152.75,3215:352:4,0.01,,,,,,
Scomberomorus,semifasciatus,-7.25,116.25,3011:476:1,0.21,,,,,,
Scomberomorus,semifasciatus,-7.25,117.25,3011:477:1,0.27,,,,,,
Scomberomorus,semifasciatus,-7.25,117.75,3011:477:2,0.27,,,,,,
Scomberomorus,semifasciatus,-7.75,117.25,3011:477:3,0.27,,,,,,
Scomberomorus,semifasciatus,-7.75,117.75,3011:477:4,0.27,,,,,,
Scomberomorus,semifasciatus,-7.25,118.25,3011:478:1,0.32,,,,,,
Scomberomorus,semifasciatus,-7.25,118.75,3011:478:2,0.32,,,,,,
Scomberomorus,semifasciatus,-7.75,118.25,3011:478:3,0.32,,,,,,
Scomberomorus,semifasciatus,-8.25,116.25,3011:486:1,0.21,,,,,,
Scomberomorus,semifasciatus,-8.25,116.75,3011:486:2,0.21,,,,,,
Scomberomorus,semifasciatus,-8.25,117.25,3011:487:1,0.27,,,,,,
Scomberomorus,semifasciatus,-8.25,117.75,3011:487:2,0.27,,,,,,
Scomberomorus,semifasciatus,-8.25,118.25,3011:488:1,0.32,,,,,,
Scomberomorus,semifasciatus,-8.25,118.75,3011:488:2,0.32,,,,,,
Scomberomorus,semifasciatus,-7.25,120.25,3012:370:1,0.39,,,,,,
Scomberomorus,semifasciatus,-7.25,120.75,3012:370:2,0.39,,,,,,
