Mapping parameters for Ablennes hians (Flat needlefish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  31 |  34 |  41 |  47 |  51 |  57 |  61 |  71 |  77 |  81 |  87 ,
Bounding Box (NSWE): ,38,-35,-180,180

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,2,3
Temperature (°C),1,16,22.6,28.76,32.96
Salinity (psu),1,28.25,32.65,36.11,38.66
Primary Production,1,160,272,1577,3894
Sea Ice Concentration,1,-0.99997907949791,0,0,0.01
Distance to Land (km),0,1,15,266,1047
 

Map data (HSPEC) for predicted occurrences (n = 5196): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Ablennes,hians,7.25,126.75,1012:476:2,0.16,1,0.96904761904762,1,0.16071428571429,1,1
Ablennes,hians,7.75,126.75,1012:476:4,0.10,1,0.96904761904762,1,0.10714285714286,1,1
Ablennes,hians,19.75,57.75,1105:497:4,0.15,1,1,1,0.15494173500216,1,1
Ablennes,hians,19.75,85.25,1108:495:3,0.10,1,1,0.1,1,1,1
Ablennes,hians,19.75,85.75,1108:495:4,0.10,1,1,0.1,1,1,1
Ablennes,hians,19.75,86.25,1108:496:3,0.10,1,1,0.1,1,1,1
Ablennes,hians,15.75,95.25,1109:455:3,0.12,1,1,0.12727272727273,0.90807078118256,1,1
Ablennes,hians,15.75,95.75,1109:455:4,0.13,1,1,0.12727272727273,1,1,1
Ablennes,hians,15.75,97.75,1109:457:4,0.07,1,1,0.068181818181818,1,1,1
Ablennes,hians,16.25,95.25,1109:465:1,0.13,1,1,0.12727272727273,1,1,1
Ablennes,hians,16.25,95.75,1109:465:2,0.13,1,1,0.12727272727273,1,1,1
Ablennes,hians,16.25,96.25,1109:466:1,0.05,1,1,0.068181818181818,0.68623219680621,1,1
Ablennes,hians,16.75,96.25,1109:466:3,0.06,1,1,0.068181818181818,0.88347000431593,1,1
Ablennes,hians,16.75,96.75,1109:466:4,0.06,1,1,0.068181818181818,0.84376348726802,1,1
Ablennes,hians,16.25,97.25,1109:467:1,0.07,1,1,0.068181818181818,1,1,1
Ablennes,hians,16.25,97.75,1109:467:2,0.06,1,1,0.068181818181818,0.90159689253345,1,1
Ablennes,hians,16.75,97.25,1109:467:3,0.07,1,1,0.068181818181818,1,1,1
Ablennes,hians,16.75,97.75,1109:467:4,0.06,1,1,0.068181818181818,0.81182563659905,1,1
Ablennes,hians,17.25,96.75,1109:476:2,0.07,1,1,0.068181818181818,1,1,1
Ablennes,hians,17.25,97.25,1109:477:1,0.07,1,1,0.068181818181818,1,1,1
Ablennes,hians,14.25,123.75,1112:143:2,0.12,1,1,1,0.125,1,1
Ablennes,hians,10.25,139.75,1113:209:2,0.17,1,0.99285714285714,1,0.16964285714286,1,1
Ablennes,hians,13.25,144.75,1114:134:2,0.11,1,1,1,0.10714285714286,1,1
Ablennes,hians,15.25,145.75,1114:455:2,0.04,1,1,1,0.044642857142857,1,1
Ablennes,hians,16.25,145.75,1114:465:2,0.15,1,1,1,0.15178571428571,1,1
Ablennes,hians,19.25,166.75,1116:496:2,0.11,1,1,1,0.10714285714286,1,1
Ablennes,hians,27.25,33.75,1203:373:2,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,27.75,33.75,1203:373:4,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,27.25,34.25,1203:374:1,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,27.75,34.25,1203:374:3,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,27.75,34.75,1203:374:4,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,28.25,33.25,1203:383:1,0.01,1,1,0.011764705882351,0.88392857142857,1,1
Ablennes,hians,28.25,33.75,1203:383:2,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,28.75,33.25,1203:383:3,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,28.25,34.25,1203:384:1,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,28.25,34.75,1203:384:2,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,28.75,34.75,1203:384:4,0.01,1,1,0.011764705882351,1,1,1
Ablennes,hians,29.25,33.25,1203:393:1,0.01,1,1,0.011764705882351,1,1,1
