Mapping parameters for Lile stolifera (Pacific piquitinga)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 77 |  87,
Bounding Box (NSWE): ,33,-5,-116,-77

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,26,50
Temperature (°C),1,18.33,23.11,28.86,33.06
Salinity (psu),1,30.9,32.22,35.31,37.46
Primary Production,1,458,556,1662,2326
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,5,27,296
 

Map data (HSPEC) for predicted occurrences (n = 295): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Lile,stolifera,-2.25,-79.75,5007:229:2,0.14,,,,,,
Lile,stolifera,-3.75,-80.25,5008:130:3,0.10,,,,,,
Lile,stolifera,-0.25,-90.25,5009:100:1,0.12,,,,,,
Lile,stolifera,1.75,-78.25,7007:218:3,0.14,,,,,,
Lile,stolifera,3.75,-77.25,7007:237:3,0.12,,,,,,
Lile,stolifera,8.25,-77.75,7007:487:2,0.19,,,,,,
Lile,stolifera,10.25,-84.75,7108:104:2,0.07,,,,,,
Lile,stolifera,10.25,-85.25,7108:205:1,0.18,,,,,,
Lile,stolifera,10.75,-86.25,7108:206:3,0.12,,,,,,
Lile,stolifera,27.25,-114.25,7211:374:1,0.13,,,,,,
Lile,stolifera,27.25,-114.75,7211:374:2,0.13,,,,,,
Lile,stolifera,27.75,-114.25,7211:374:3,0.13,,,,,,
Lile,stolifera,27.75,-114.75,7211:374:4,0.13,,,,,,
Lile,stolifera,28.25,-114.25,7211:384:1,0.05,,,,,,
Lile,stolifera,28.75,-114.25,7211:384:3,0.05,,,,,,
Lile,stolifera,28.75,-114.75,7211:384:4,0.05,,,,,,
Lile,stolifera,27.75,-115.25,7211:475:3,0.11,,,,,,
Lile,stolifera,28.25,-115.25,7211:485:1,0.01,,,,,,
Lile,stolifera,28.25,-115.75,7211:485:2,0.02,,,,,,
Lile,stolifera,-2.75,-79.75,5007:229:4,0.39,,,,,,
Lile,stolifera,-3.25,-79.75,5007:239:2,0.28,,,,,,
Lile,stolifera,-0.75,-89.25,5008:209:3,0.32,,,,,,
Lile,stolifera,0.25,-79.75,7007:209:2,0.20,,,,,,
Lile,stolifera,1.25,-79.25,7007:219:1,0.24,,,,,,
Lile,stolifera,2.25,-78.25,7007:228:1,0.20,,,,,,
Lile,stolifera,4.25,-77.25,7007:247:1,0.25,,,,,,
Lile,stolifera,4.75,-77.25,7007:247:3,0.37,,,,,,
Lile,stolifera,5.25,-77.25,7007:457:1,0.21,,,,,,
Lile,stolifera,5.75,-77.25,7007:457:3,0.30,,,,,,
Lile,stolifera,7.25,-79.75,7007:479:2,0.27,,,,,,
Lile,stolifera,7.75,-79.75,7007:479:4,0.27,,,,,,
Lile,stolifera,8.25,-79.25,7007:489:1,0.27,,,,,,
Lile,stolifera,8.25,-79.75,7007:489:2,0.27,,,,,,
Lile,stolifera,4.25,-81.75,7008:141:2,0.24,,,,,,
Lile,stolifera,11.25,-85.75,7108:215:2,0.24,,,,,,
Lile,stolifera,11.25,-86.75,7108:216:2,0.21,,,,,,
Lile,stolifera,15.25,-93.75,7109:353:2,0.33,,,,,,
Lile,stolifera,16.25,-93.75,7109:363:2,0.20,,,,,,
Lile,stolifera,25.25,-107.75,7210:457:2,0.20,,,,,,
Lile,stolifera,26.25,-113.25,7211:363:1,0.34,,,,,,
Lile,stolifera,26.75,-114.25,7211:364:3,0.26,,,,,,
Lile,stolifera,27.75,-113.75,7211:373:4,0.22,,,,,,
Lile,stolifera,28.75,-113.75,7211:383:4,0.26,,,,,,
Lile,stolifera,30.25,-115.75,7311:205:2,0.24,,,,,,
Lile,stolifera,30.75,-115.75,7311:205:4,0.22,,,,,,
Lile,stolifera,-2.25,-80.25,5008:120:1,0.40,,,,,,
Lile,stolifera,-3.75,-80.75,5008:130:4,0.52,,,,,,
Lile,stolifera,-4.25,-81.25,5008:141:1,0.44,,,,,,
Lile,stolifera,-1.25,-89.75,5008:219:2,0.53,,,,,,
Lile,stolifera,-0.25,-90.75,5009:100:2,0.58,,,,,,
Lile,stolifera,-0.75,-90.25,5009:100:3,0.53,,,,,,
Lile,stolifera,1.25,-78.75,7007:218:2,0.50,,,,,,
Lile,stolifera,3.25,-77.25,7007:237:1,0.56,,,,,,
Lile,stolifera,3.75,-77.75,7007:237:4,0.46,,,,,,
Lile,stolifera,7.25,-80.25,7008:370:1,0.49,,,,,,
Lile,stolifera,7.25,-80.75,7008:370:2,0.49,,,,,,
Lile,stolifera,7.75,-80.25,7008:370:3,0.49,,,,,,
Lile,stolifera,7.75,-80.75,7008:370:4,0.49,,,,,,
Lile,stolifera,7.75,-81.25,7008:371:3,0.42,,,,,,
Lile,stolifera,16.25,-97.75,7109:467:2,0.49,,,,,,
Lile,stolifera,24.25,-108.25,7210:248:1,0.54,,,,,,
Lile,stolifera,25.75,-108.75,7210:458:4,0.40,,,,,,
Lile,stolifera,23.75,-111.75,7211:131:4,0.42,,,,,,
Lile,stolifera,26.25,-113.75,7211:363:2,0.41,,,,,,
Lile,stolifera,26.75,-113.25,7211:363:3,0.58,,,,,,
Lile,stolifera,26.75,-113.75,7211:363:4,0.58,,,,,,
Lile,stolifera,27.25,-113.75,7211:373:2,0.56,,,,,,
Lile,stolifera,29.25,-114.75,7211:394:2,0.43,,,,,,
Lile,stolifera,29.75,-114.25,7211:394:3,0.42,,,,,,
Lile,stolifera,31.25,-114.75,7311:114:2,0.59,,,,,,
Lile,stolifera,-0.75,-89.75,5008:209:4,0.65,,,,,,
Lile,stolifera,2.25,-78.75,7007:228:2,0.75,,,,,,
Lile,stolifera,7.25,-81.25,7008:371:1,0.67,,,,,,
Lile,stolifera,7.25,-81.75,7008:371:2,0.67,,,,,,
Lile,stolifera,7.75,-82.25,7008:372:3,0.67,,,,,,
Lile,stolifera,8.25,-81.75,7008:381:2,0.67,,,,,,
Lile,stolifera,8.25,-82.25,7008:382:1,0.67,,,,,,
Lile,stolifera,8.25,-82.75,7008:382:2,0.67,,,,,,
Lile,stolifera,11.75,-86.25,7108:216:3,0.62,,,,,,
Lile,stolifera,13.75,-89.75,7108:239:4,0.78,,,,,,
Lile,stolifera,14.25,-91.25,7109:141:1,0.76,,,,,,
Lile,stolifera,14.75,-93.25,7109:143:3,0.79,,,,,,
Lile,stolifera,22.75,-105.75,7210:225:4,0.78,,,,,,
Lile,stolifera,25.25,-112.75,7211:352:2,0.62,,,,,,
Lile,stolifera,28.25,-111.75,7211:381:2,0.73,,,,,,
Lile,stolifera,28.75,-112.25,7211:382:3,0.70,,,,,,
Lile,stolifera,28.75,-112.75,7211:382:4,0.79,,,,,,
Lile,stolifera,28.75,-113.25,7211:383:3,0.64,,,,,,
Lile,stolifera,30.25,-113.25,7311:103:1,0.70,,,,,,
Lile,stolifera,-0.25,-80.25,5008:100:1,1.00,,,,,,
Lile,stolifera,-0.25,-80.75,5008:100:2,1.00,,,,,,
Lile,stolifera,-0.75,-80.25,5008:100:3,1.00,,,,,,
Lile,stolifera,-0.75,-80.75,5008:100:4,1.00,,,,,,
Lile,stolifera,-1.25,-80.75,5008:110:2,1.00,,,,,,
Lile,stolifera,-1.75,-80.75,5008:110:4,1.00,,,,,,
Lile,stolifera,-1.25,-81.25,5008:111:1,1.00,,,,,,
Lile,stolifera,-1.75,-81.25,5008:111:3,1.00,,,,,,
Lile,stolifera,-2.25,-80.75,5008:120:2,1.00,,,,,,
Lile,stolifera,-2.75,-80.25,5008:120:3,1.00,,,,,,
Lile,stolifera,-2.75,-80.75,5008:120:4,1.00,,,,,,
Lile,stolifera,-2.25,-81.25,5008:121:1,0.98,,,,,,
Lile,stolifera,-3.25,-80.25,5008:130:1,0.92,,,,,,
Lile,stolifera,-3.25,-80.75,5008:130:2,0.92,,,,,,
Lile,stolifera,-0.75,-90.75,5009:100:4,1.00,,,,,,
Lile,stolifera,-0.25,-91.25,5009:101:1,1.00,,,,,,
Lile,stolifera,-0.25,-91.75,5009:101:2,1.00,,,,,,
Lile,stolifera,-0.75,-91.25,5009:101:3,1.00,,,,,,
Lile,stolifera,-1.25,-90.25,5009:110:1,0.82,,,,,,
Lile,stolifera,-1.25,-90.75,5009:110:2,1.00,,,,,,
Lile,stolifera,-1.25,-91.25,5009:111:1,1.00,,,,,,
Lile,stolifera,0.75,-79.75,7007:209:4,1.00,,,,,,
Lile,stolifera,1.75,-78.75,7007:218:4,1.00,,,,,,
Lile,stolifera,1.25,-79.75,7007:219:2,1.00,,,,,,
Lile,stolifera,2.75,-78.25,7007:228:3,0.90,,,,,,
Lile,stolifera,2.75,-78.75,7007:228:4,1.00,,,,,,
