Mapping parameters for Scomberomorus munroi (Australian spotted mackerel)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 57 |  71 |  81,
Bounding Box (NSWE): ,-6,-38,110,157

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,10,50,100
Temperature (°C),1,14.26,20.23,28.35,32.55
Salinity (psu),1,32.47,34.2,35.65,37.47
Primary Production,1,56,365,1083,1895
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,1,10,172,296
 

Map data (HSPEC) for predicted occurrences (n = 1428): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Scomberomorus,munroi,-6.25,113.25,3011:363:1,0.14,,,,,,
Scomberomorus,munroi,-6.25,113.75,3011:363:2,0.14,,,,,,
Scomberomorus,munroi,-6.25,116.75,3011:466:2,0.02,,,,,,
Scomberomorus,munroi,-6.75,116.75,3011:466:4,0.04,,,,,,
Scomberomorus,munroi,-6.75,131.25,3013:361:3,0.08,,,,,,
Scomberomorus,munroi,-7.25,132.75,3013:372:2,0.08,,,,,,
Scomberomorus,munroi,-7.25,134.75,3013:374:2,0.19,,,,,,
Scomberomorus,munroi,-8.25,134.75,3013:384:2,0.08,,,,,,
Scomberomorus,munroi,-8.75,134.75,3013:384:4,0.16,,,,,,
Scomberomorus,munroi,-6.75,135.25,3013:465:3,0.19,,,,,,
Scomberomorus,munroi,-6.75,135.75,3013:465:4,0.19,,,,,,
Scomberomorus,munroi,-6.25,136.75,3013:466:2,0.10,,,,,,
Scomberomorus,munroi,-6.25,138.75,3013:468:2,0.07,,,,,,
Scomberomorus,munroi,-6.75,139.25,3013:469:3,0.03,,,,,,
Scomberomorus,munroi,-7.75,135.75,3013:475:4,0.18,,,,,,
Scomberomorus,munroi,-7.25,136.25,3013:476:1,0.16,,,,,,
Scomberomorus,munroi,-7.25,138.25,3013:478:1,0.07,,,,,,
Scomberomorus,munroi,-7.75,138.25,3013:478:3,0.13,,,,,,
Scomberomorus,munroi,-7.75,138.75,3013:478:4,0.03,,,,,,
Scomberomorus,munroi,-7.25,139.25,3013:479:1,0.07,,,,,,
Scomberomorus,munroi,-7.75,139.25,3013:479:3,0.06,,,,,,
Scomberomorus,munroi,-8.75,136.75,3013:486:4,0.05,,,,,,
Scomberomorus,munroi,-8.25,137.75,3013:487:2,0.10,,,,,,
Scomberomorus,munroi,-8.75,137.25,3013:487:3,0.13,,,,,,
Scomberomorus,munroi,-7.25,143.75,3014:373:2,0.10,,,,,,
Scomberomorus,munroi,-7.75,143.25,3014:373:3,0.10,,,,,,
Scomberomorus,munroi,-8.25,142.25,3014:382:1,0.04,,,,,,
Scomberomorus,munroi,-6.25,151.25,3015:361:1,0.14,,,,,,
Scomberomorus,munroi,-18.25,118.75,3111:488:2,0.04,,,,,,
Scomberomorus,munroi,-11.75,124.25,3112:114:3,0.16,,,,,,
Scomberomorus,munroi,-13.75,123.75,3112:133:4,0.13,,,,,,
Scomberomorus,munroi,-12.25,128.25,3112:228:1,0.14,,,,,,
Scomberomorus,munroi,-14.25,127.25,3112:247:1,0.18,,,,,,
Scomberomorus,munroi,-14.25,129.25,3112:249:1,0.03,,,,,,
Scomberomorus,munroi,-17.75,123.75,3112:373:4,0.10,,,,,,
Scomberomorus,munroi,-18.25,120.25,3112:380:1,0.18,,,,,,
Scomberomorus,munroi,-15.25,129.25,3112:459:1,0.15,,,,,,
Scomberomorus,munroi,-15.25,129.75,3112:459:2,0.09,,,,,,
Scomberomorus,munroi,-12.75,131.25,3113:121:3,0.09,,,,,,
Scomberomorus,munroi,-14.25,136.25,3113:246:1,0.10,,,,,,
Scomberomorus,munroi,-14.75,136.25,3113:246:3,0.09,,,,,,
Scomberomorus,munroi,-15.25,136.25,3113:456:1,0.10,,,,,,
Scomberomorus,munroi,-12.75,142.25,3114:122:3,0.10,,,,,,
Scomberomorus,munroi,-17.75,140.25,3114:370:3,0.19,,,,,,
Scomberomorus,munroi,-18.25,149.75,3114:489:2,0.16,,,,,,
Scomberomorus,munroi,-19.25,146.25,3114:496:1,0.10,,,,,,
Scomberomorus,munroi,-19.25,148.25,3114:498:1,0.14,,,,,,
