Mapping parameters for Polydactylus opercularis (Yellow bobo)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas: 77 |  87,
Bounding Box (NSWE): ,34,-7,-118,-77

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,4,24,46
Temperature (°C),1,22.28,25.04,29.1,33.3
Salinity (psu),1,30.9,32.38000000000001,35.34,36.48
Primary Production,1,391,490,1461,2159
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,5,6,196,343
 

Map data (HSPEC) for predicted occurrences (n = 261): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Polydactylus,opercularis,-2.25,-79.75,5007:229:2,0.04,0,0,1,0,1,1
Polydactylus,opercularis,-2.75,-79.75,5007:229:4,0.05,1,0,1,0,1,1
Polydactylus,opercularis,-3.25,-79.75,5007:239:2,0.01,1,0,1,0,1,1
Polydactylus,opercularis,-2.25,-80.25,5008:120:1,0.12,0,0,1,1,1,1
Polydactylus,opercularis,-3.25,-80.25,5008:130:1,0.17,1,0,1,1,1,1
Polydactylus,opercularis,-3.25,-80.75,5008:130:2,0.17,1,0,1,1,1,1
Polydactylus,opercularis,-3.75,-80.75,5008:130:4,0.05,1,0,1,0,1,1
Polydactylus,opercularis,2.25,-78.25,7007:228:1,0.16,0,1,1,1,1,1
Polydactylus,opercularis,4.25,-77.25,7007:247:1,0.06,1,1,1,0,1,1
Polydactylus,opercularis,4.75,-77.25,7007:247:3,0.17,1,1,1,0,1,1
Polydactylus,opercularis,5.25,-77.25,7007:457:1,0.12,1,1,0,0,1,1
Polydactylus,opercularis,7.75,-81.75,7008:371:4,0.15,1,1,1,0,1,1
Polydactylus,opercularis,1.75,-91.75,7009:111:4,0.01,1,1,1,0,1,1
Polydactylus,opercularis,11.25,-86.75,7108:216:2,0.05,0,1,1,1,1,1
Polydactylus,opercularis,15.25,-93.75,7109:353:2,0.18,0,1,1,1,1,1
Polydactylus,opercularis,23.75,-111.75,7211:131:4,0.12,0,0,1,1,1,1
Polydactylus,opercularis,24.75,-112.25,7211:142:3,0.07,1,0,1,1,1,1
Polydactylus,opercularis,26.25,-112.25,7211:362:1,0.02,1,0,1,1,1,1
Polydactylus,opercularis,26.25,-112.75,7211:362:2,0.02,1,0,1,1,1,1
Polydactylus,opercularis,26.75,-112.75,7211:362:4,0.02,1,0,1,1,1,1
Polydactylus,opercularis,28.25,-111.75,7211:381:2,0.17,1,0,1,0,1,1
Polydactylus,opercularis,28.25,-112.25,7211:382:1,0.18,1,0,1,1,1,1
Polydactylus,opercularis,28.25,-112.75,7211:382:2,0.18,1,0,1,1,1,1
Polydactylus,opercularis,28.75,-112.25,7211:382:3,0.12,1,0,1,0,1,1
Polydactylus,opercularis,28.75,-112.75,7211:382:4,0.15,1,0,1,1,1,1
Polydactylus,opercularis,29.25,-112.25,7211:392:1,0.15,1,0,1,1,1,1
Polydactylus,opercularis,29.75,-112.25,7211:392:3,0.19,1,0,1,1,1,1
Polydactylus,opercularis,29.75,-112.75,7211:392:4,0.19,1,0,1,1,1,1
Polydactylus,opercularis,29.25,-113.25,7211:393:1,0.07,1,0,1,1,1,1
Polydactylus,opercularis,29.25,-113.75,7211:393:2,0.10,1,0,1,1,1,1
Polydactylus,opercularis,29.75,-113.25,7211:393:3,0.11,1,0,1,1,1,1
Polydactylus,opercularis,29.75,-113.75,7211:393:4,0.11,1,0,1,1,1,1
Polydactylus,opercularis,30.25,-112.75,7311:102:2,0.08,1,0,1,1,1,1
Polydactylus,opercularis,30.75,-112.75,7311:102:4,0.08,1,0,1,1,1,1
Polydactylus,opercularis,30.25,-113.25,7311:103:1,0.03,1,0,1,1,1,1
Polydactylus,opercularis,30.75,-113.25,7311:103:3,0.04,1,0,1,1,1,1
Polydactylus,opercularis,31.25,-113.25,7311:113:1,0.03,1,0,1,1,1,1
