Mapping parameters for Acanthostracion quadricornis (Scrawled cowfish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  31 |  34 |  37 |  41 |  47 ,
Bounding Box (NSWE): ,43,-37,-98,26

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,10,30,80
Temperature (°C),1,10.91,23.16,27.94,32.14
Salinity (psu),1,29.54,32.7,36.2,37
Primary Production,1,182,355,1813,3830
Sea Ice Concentration,1,-0.9999554086973199,0,0,0.01
Distance to Land (km),0,1,14,296,1439
 

Map data (HSPEC) for predicted occurrences (n = 1963): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Acanthostracion,quadricornis,0.25,8.75,1000:208:2,0.17,0.26,1,0.65822784810127,1,1,1
Acanthostracion,quadricornis,2.75,8.25,1000:228:3,0.03,0.16,1,0.20886075949367,1,1,1
Acanthostracion,quadricornis,3.75,7.25,1000:237:3,0.17,0.54,1,0.31645569620253,1,1,1
Acanthostracion,quadricornis,3.25,9.25,1000:239:1,0.18,1,1,0.20886075949367,0.87357461576599,1,1
Acanthostracion,quadricornis,3.25,9.75,1000:239:2,0.14,1,1,0.20886075949367,0.66683192860684,1,1
Acanthostracion,quadricornis,3.75,9.25,1000:239:3,0.17,1,1,0.20886075949367,0.82102131879028,1,1
Acanthostracion,quadricornis,3.75,9.75,1000:239:4,0.16,1,1,0.20886075949367,0.76450173525037,1,1
Acanthostracion,quadricornis,4.25,9.75,1000:249:2,0.02,0.11111111111111,1,0.20886075949367,0.73872087258304,1,1
Acanthostracion,quadricornis,6.75,3.25,1000:363:3,0.11,0.11111111111111,1,1,1,1,1
