Mapping parameters for Diplodus sargus sargus (White seabream)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 |  34 |  37 |  47 ,
Bounding Box (NSWE): ,48,-36,-18,42

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,50,50
Temperature (°C),1,2.05,2.55,18.79,29.3
Salinity (psu),1,16.25,34.897,38.6066,39.1066
Primary Production,1,248,347,2570,3337
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,1,6,127,641
 

Map data (HSPEC) for predicted occurrences (n = 1223): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Diplodus,sargus sargus,1.25,9.75,1000:219:2,0.15,1,0.180780209324,0.847090684829,1,1,1
Diplodus,sargus sargus,3.75,9.75,1000:239:4,0.13,1,0.167459562322,0.803367833968,1,1,1
Diplodus,sargus sargus,4.25,5.75,1000:245:2,0.12,1,0.127497621313,0.903394647933,1,1,1
Diplodus,sargus sargus,4.25,6.25,1000:246:1,0.12,1,0.13986679353,0.863120072934,1,1,1
Diplodus,sargus sargus,4.25,6.75,1000:246:2,0.16,1,0.173168411037,0.926835415885,1,1,1
Diplodus,sargus sargus,4.75,6.75,1000:246:4,0.11,1,0.134157944814,0.814522443288,1,1,1
Diplodus,sargus sargus,4.75,7.25,1000:247:3,0.12,1,0.150333016175,0.766536172038,1,1,1
Diplodus,sargus sargus,4.75,8.25,1000:248:3,0.13,1,0.161750713606,0.81866251944,1,1,1
Diplodus,sargus sargus,4.75,8.75,1000:248:4,0.12,1,0.150333016175,0.766536172038,1,1,1
Diplodus,sargus sargus,4.25,9.75,1000:249:2,0.12,1,0.152235965747,0.759108703813,1,1,1
Diplodus,sargus sargus,6.75,3.25,1000:363:3,0.15,1,0.156041864891,0.959671797072,1,1,1
Diplodus,sargus sargus,6.75,3.75,1000:363:4,0.15,1,0.156041864891,0.959671797072,1,1,1
Diplodus,sargus sargus,5.25,5.75,1000:455:2,0.13,1,0.141769743102,0.90956722261,1,1,1
Diplodus,sargus sargus,5.75,5.75,1000:455:4,0.13,1,0.141769743102,0.90956722261,1,1,1
Diplodus,sargus sargus,35.25,25.25,1302:455:1,0.18,1,1,0.1778,1,1,1
Diplodus,sargus sargus,36.75,25.25,1302:465:3,0.09,1,1,0.1454,0.636363636364,1,1
Diplodus,sargus sargus,36.75,27.75,1302:467:4,0.07,1,1,0.07,1,1,1
Diplodus,sargus sargus,36.75,28.25,1302:468:3,0.05,1,1,0.07,0.656565656566,1,1
Diplodus,sargus sargus,36.75,29.25,1302:469:3,0.06,1,1,0.232,0.262626262626,1,1
