Mapping parameters for Carcharhinus signatus (Night shark)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  31 |  34 |  41 |  47 ,
Bounding Box (NSWE): ,39,-43,-98,15

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,50,100,600
Temperature (°C),1,2.09,4.24,24.68,28.02
Salinity (psu),1,32.0457,34.5862,35.77470000000001,36.85615
Primary Production,1,132,472,2174,4374
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,11,191,352
 

Map data (HSPEC) for predicted occurrences (n = 2460): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Carcharhinus,signatus,0.25,9.75,1000:209:2,0.12,1,0.37125748503,0.323479629994,1,1,1
Carcharhinus,signatus,1.25,7.75,1000:217:2,0.11,0.18,0.627906976744,1,1,1,1
Carcharhinus,signatus,4.25,5.75,1000:245:2,0.01,1,0.0179640718563,0.413265105294,1,1,1
Carcharhinus,signatus,4.25,6.25,1000:246:1,0.01,1,0.0568862275449,0.117654005117,1,1,1
Carcharhinus,signatus,4.25,6.75,1000:246:2,0.09,1,0.161676646707,0.585317850817,1,1,1
Carcharhinus,signatus,5.25,4.25,1000:354:1,0.06,0.056,1,1,1,1,1
Carcharhinus,signatus,-2.75,0.75,3000:120:4,0.03,0.26,0.116279069767,1,1,1,1
Carcharhinus,signatus,-0.75,8.25,3000:208:3,0.16,0.182,0.883720930233,1,1,1,1
Carcharhinus,signatus,-0.75,9.25,3000:209:3,0.06,0.28,0.425149700599,0.50545168274,0.993636363636,1,1
Carcharhinus,signatus,-5.25,1.75,3000:351:2,0.16,0.97,0.167441860465,1,1,1,1
Carcharhinus,signatus,-6.25,0.25,3000:360:1,0.15,0.618,0.237209302326,1,1,1,1
Carcharhinus,signatus,-6.25,1.25,3000:361:1,0.05,0.194,0.241860465116,1,1,1,1
Carcharhinus,signatus,-7.75,0.75,3000:370:4,0.01,0.09,0.13023255814,1,1,1,1
Carcharhinus,signatus,-4.75,10.75,3001:140:4,0.03,0.09,0.641860465116,1,0.522727272727,1,1
Carcharhinus,signatus,-5.25,11.25,3001:351:1,0.15,0.632,1,1,0.242272727273,1,1
Carcharhinus,signatus,-6.75,11.25,3001:361:3,0.02,0.02,0.925581395349,1,1,1,1
Carcharhinus,signatus,-7.75,12.25,3001:372:3,0.11,0.112,0.972093023256,1,1,1,1
Carcharhinus,signatus,-21.25,12.25,3201:112:1,0.10,0.128,0.758139534884,0.991261562685,1,1,1
Carcharhinus,signatus,-24.75,13.25,3201:143:3,0.11,0.19,0.595348837209,1,1,1,1
Carcharhinus,signatus,-27.75,14.25,3201:374:3,0.04,0.072,0.562790697674,0.995985042315,1,1,1
Carcharhinus,signatus,-41.75,1.25,3400:111:3,0.07,0.32,0.26511627907,1,0.832352941176,1,1
Carcharhinus,signatus,-41.75,1.75,3400:111:4,0.02,0.174,0.162790697674,1,0.835294117647,1,1
