Mapping parameters for Caesio cuning (Redbelly yellowtail fusilier)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 ,
Bounding Box (NSWE): ,31,-28,76,172

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,6,31,60
Temperature (°C),1,24,26.05,29.08,33.28
Salinity (psu),1,27.5,32.11,35.06,36.85
Primary Production,1,85,288,993,2059
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,12,148,407
 

Map data (HSPEC) for predicted occurrences (n = 3548): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Caesio,cuning,7.25,77.25,1007:477:1,0.03,0.03448275862069,1,1,0.72983114446529,1,1
Caesio,cuning,7.75,78.25,1007:478:3,0.11,1,1,1,0.1125703564728,1,1
Caesio,cuning,8.25,77.75,1007:487:2,0.16,1,1,1,0.15853658536585,1,1
Caesio,cuning,2.75,99.75,1009:229:4,0.19,0.33333333333333,0.93095238095238,0.88937093275488,0.68574108818011,1,1
Caesio,cuning,3.25,99.75,1009:239:2,0.13,1,0.92142857142857,0.88937093275488,0.15384615384615,1,1
Caesio,cuning,4.25,95.25,1009:245:1,0.17,0.17241379310345,0.98571428571429,1,1,1,1
Caesio,cuning,5.75,98.25,1009:458:3,0.03,0.03448275862069,0.9452380952381,0.96312364425163,1,1,1
Caesio,cuning,8.25,99.25,1009:489:1,0.17,0.16666666666667,0.99285714285714,1,1,1,1
Caesio,cuning,0.25,102.75,1010:102:2,0.11,0.16666666666667,1,0.66377440347072,1,1,1
Caesio,cuning,0.75,102.25,1010:102:3,0.11,0.16666666666667,1,0.66377440347072,1,1,1
Caesio,cuning,0.75,102.75,1010:102:4,0.11,0.16666666666667,1,0.66377440347072,0.95403377110694,1,1
Caesio,cuning,0.75,103.75,1010:103:4,0.17,1,1,0.66377440347072,0.25609756097561,1,1
Caesio,cuning,1.75,100.75,1010:110:4,0.16,0.16666666666667,0.95238095238095,1,1,1,1
Caesio,cuning,1.75,101.75,1010:111:4,0.14,1,0.97380952380952,0.66377440347072,0.21482176360225,1,1
Caesio,cuning,1.75,102.25,1010:112:3,0.10,1,1,0.66377440347072,0.14915572232645,1,1
Caesio,cuning,1.75,103.25,1010:113:3,0.08,1,1,0.66377440347072,0.11819887429644,1,1
Caesio,cuning,1.75,103.75,1010:113:4,0.05,0.16666666666667,1,1,0.32457786116323,1,1
Caesio,cuning,3.25,100.75,1010:130:2,0.18,1,0.91904761904762,0.88937093275488,0.21669793621013,1,1
Caesio,cuning,3.75,100.75,1010:130:4,0.15,1,0.91904761904762,0.88937093275488,0.18480300187617,1,1
Caesio,cuning,3.25,104.75,1010:134:2,0.17,0.17241379310345,1,1,1,1,1
Caesio,cuning,4.25,100.75,1010:140:2,0.19,1,0.91666666666667,0.88937093275488,0.22983114446529,1,1
Caesio,cuning,4.25,104.75,1010:144:2,0.14,0.13793103448276,1,1,1,1,1
Caesio,cuning,4.75,104.25,1010:144:3,0.17,0.17241379310345,1,1,1,1,1
Caesio,cuning,0.75,108.75,1010:208:4,0.16,1,1,1,0.16322701688555,1,1
Caesio,cuning,2.25,106.75,1010:226:2,0.14,0.13793103448276,1,1,1,1,1
Caesio,cuning,3.75,105.75,1010:235:4,0.14,0.13793103448276,1,1,1,1,1
Caesio,cuning,4.25,105.25,1010:245:1,0.17,0.17241379310345,1,1,1,1,1
Caesio,cuning,4.75,105.25,1010:245:3,0.03,0.03448275862069,1,1,1,1,1
Caesio,cuning,5.25,104.25,1010:354:1,0.07,0.068965517241379,1,1,1,1,1
Caesio,cuning,8.75,102.75,1010:382:4,0.17,0.17241379310345,1,0.98481561822126,1,1,1
Caesio,cuning,8.75,104.75,1010:384:4,0.12,1,1,1,0.1219512195122,1,1
Caesio,cuning,9.25,101.75,1010:391:2,0.06,0.068965517241379,0.99047619047619,0.94577006507592,1,1,1
Caesio,cuning,5.25,105.75,1010:455:2,0.07,0.068965517241379,1,1,1,1,1
Caesio,cuning,9.75,105.75,1010:495:4,0.17,0.16666666666667,1,1,1,1,1
Caesio,cuning,9.75,106.75,1010:496:4,0.01,1,1,1,0.0084427767354597,1,1
Caesio,cuning,1.75,110.75,1011:110:4,0.16,1,0.95,1,0.17166979362101,1,1
Caesio,cuning,1.25,111.25,1011:111:1,0.14,0.16666666666667,0.94285714285714,1,0.87898686679174,1,1
Caesio,cuning,2.25,111.25,1011:121:1,0.07,1,0.97142857142857,1,0.072232645403377,1,1
Caesio,cuning,2.25,111.75,1011:121:2,0.08,0.16666666666667,0.97142857142857,1,0.48405253283302,1,1
Caesio,cuning,2.75,111.75,1011:121:4,0.05,1,0.97142857142857,1,0.046904315196998,1,1
Caesio,cuning,2.75,112.25,1011:122:3,0.17,1,0.99523809523809,1,0.16604127579737,1,1
Caesio,cuning,4.75,111.75,1011:141:4,0.14,0.13793103448276,1,1,1,1,1
Caesio,cuning,1.25,117.75,1011:217:2,0.12,0.16666666666667,1,1,0.72701688555347,1,1
Caesio,cuning,3.75,117.25,1011:237:3,0.13,0.16666666666667,1,1,0.80487804878049,1,1
Caesio,cuning,3.75,117.75,1011:237:4,0.07,1,1,1,0.066604127579737,1,1
Caesio,cuning,4.25,117.25,1011:247:1,0.17,0.16666666666667,1,1,1,1,1
Caesio,cuning,7.75,110.75,1011:370:4,0.03,0.03448275862069,1,1,1,1,1
