Mapping parameters for Scomberomorus plurilineatus (Kanadi kingfish)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 47 |  51,
Bounding Box (NSWE): ,-1,-37,23,59

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,50,66,123,200
Temperature (°C),1,19.01,23.57,27.55,31.75
Salinity (psu),1,34.17,34.67,35.67,36.17
Primary Production,1,224,333,1526,2140.5
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,4,142,222
 

Map data (HSPEC) for predicted occurrences (n = 333): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Scomberomorus,plurilineatus,-4.25,55.75,3005:245:2,0.10,,,,,,
Scomberomorus,plurilineatus,-19.25,35.75,3103:495:2,0.18,,,,,,
Scomberomorus,plurilineatus,-11.75,40.25,3104:110:3,0.12,,,,,,
Scomberomorus,plurilineatus,-17.25,58.75,3105:478:2,0.14,,,,,,
Scomberomorus,plurilineatus,-18.25,58.75,3105:488:2,0.04,,,,,,
Scomberomorus,plurilineatus,-18.75,58.75,3105:488:4,0.08,,,,,,
Scomberomorus,plurilineatus,-19.75,57.75,3105:497:4,0.06,,,,,,
Scomberomorus,plurilineatus,-20.75,55.25,3205:205:3,0.01,,,,,,
Scomberomorus,plurilineatus,-20.25,57.25,3205:207:1,0.03,,,,,,
Scomberomorus,plurilineatus,-20.25,57.75,3205:207:2,0.17,,,,,,
Scomberomorus,plurilineatus,-21.25,55.25,3205:215:1,0.14,,,,,,
Scomberomorus,plurilineatus,-21.25,55.75,3205:215:2,0.11,,,,,,
Scomberomorus,plurilineatus,-33.75,23.75,3302:133:4,0.15,,,,,,
Scomberomorus,plurilineatus,-34.25,23.25,3302:143:1,0.16,,,,,,
Scomberomorus,plurilineatus,-19.75,36.75,3103:496:4,0.22,,,,,,
Scomberomorus,plurilineatus,-11.25,40.25,3104:110:1,0.25,,,,,,
Scomberomorus,plurilineatus,-16.25,44.25,3104:364:1,0.34,,,,,,
Scomberomorus,plurilineatus,-17.75,43.25,3104:373:3,0.22,,,,,,
Scomberomorus,plurilineatus,-29.25,31.25,3203:391:1,0.31,,,,,,
Scomberomorus,plurilineatus,-27.25,46.25,3204:476:1,0.39,,,,,,
Scomberomorus,plurilineatus,-33.75,24.75,3302:134:4,0.39,,,,,,
Scomberomorus,plurilineatus,-34.25,23.75,3302:143:2,0.24,,,,,,
Scomberomorus,plurilineatus,-34.75,23.25,3302:143:3,0.24,,,,,,
Scomberomorus,plurilineatus,-34.75,23.75,3302:143:4,0.24,,,,,,
Scomberomorus,plurilineatus,-33.25,43.75,3304:133:2,0.21,,,,,,
Scomberomorus,plurilineatus,-4.25,54.75,3005:144:2,0.42,,,,,,
Scomberomorus,plurilineatus,-17.25,37.75,3103:477:2,0.44,,,,,,
Scomberomorus,plurilineatus,-18.25,37.75,3103:487:2,0.53,,,,,,
Scomberomorus,plurilineatus,-19.25,35.25,3103:495:1,0.58,,,,,,
Scomberomorus,plurilineatus,-19.75,35.25,3103:495:3,0.43,,,,,,
Scomberomorus,plurilineatus,-15.75,45.75,3104:455:4,0.49,,,,,,
Scomberomorus,plurilineatus,-15.75,50.25,3105:350:3,0.54,,,,,,
Scomberomorus,plurilineatus,-20.75,35.25,3203:205:3,0.56,,,,,,
Scomberomorus,plurilineatus,-34.25,24.25,3302:144:1,0.43,,,,,,
Scomberomorus,plurilineatus,-34.25,24.75,3302:144:2,0.43,,,,,,
Scomberomorus,plurilineatus,-34.75,24.25,3302:144:3,0.43,,,,,,
Scomberomorus,plurilineatus,-34.75,24.75,3302:144:4,0.43,,,,,,
Scomberomorus,plurilineatus,-33.75,25.25,3302:235:3,0.54,,,,,,
Scomberomorus,plurilineatus,-33.75,25.75,3302:235:4,0.54,,,,,,
Scomberomorus,plurilineatus,-33.75,26.25,3302:236:3,0.40,,,,,,
Scomberomorus,plurilineatus,-33.75,26.75,3302:236:4,0.56,,,,,,
Scomberomorus,plurilineatus,-33.25,27.25,3302:237:1,0.54,,,,,,
Scomberomorus,plurilineatus,-33.25,27.75,3302:237:2,0.48,,,,,,
Scomberomorus,plurilineatus,-34.25,25.25,3302:245:1,0.50,,,,,,
Scomberomorus,plurilineatus,-34.25,25.75,3302:245:2,0.50,,,,,,
Scomberomorus,plurilineatus,-34.75,25.25,3302:245:3,0.46,,,,,,
Scomberomorus,plurilineatus,-34.25,26.25,3302:246:1,0.55,,,,,,
Scomberomorus,plurilineatus,-34.25,26.75,3302:246:2,0.55,,,,,,
Scomberomorus,plurilineatus,-6.25,38.75,3003:468:2,0.69,,,,,,
Scomberomorus,plurilineatus,-8.75,39.25,3003:489:3,0.62,,,,,,
Scomberomorus,plurilineatus,-9.25,50.75,3005:390:2,0.70,,,,,,
Scomberomorus,plurilineatus,-18.75,36.25,3103:486:3,0.61,,,,,,
Scomberomorus,plurilineatus,-16.75,43.25,3104:363:3,0.66,,,,,,
Scomberomorus,plurilineatus,-19.25,44.25,3104:394:1,0.66,,,,,,
Scomberomorus,plurilineatus,-16.25,45.25,3104:465:1,0.78,,,,,,
Scomberomorus,plurilineatus,-15.25,50.25,3105:350:1,0.69,,,,,,
Scomberomorus,plurilineatus,-20.25,35.25,3203:205:1,0.61,,,,,,
Scomberomorus,plurilineatus,-28.75,31.75,3203:381:4,0.69,,,,,,
Scomberomorus,plurilineatus,-32.25,28.75,3302:228:2,0.77,,,,,,
Scomberomorus,plurilineatus,-32.75,28.25,3302:228:3,0.68,,,,,,
Scomberomorus,plurilineatus,-32.75,28.75,3302:228:4,0.77,,,,,,
Scomberomorus,plurilineatus,-33.75,27.25,3302:237:3,0.64,,,,,,
Scomberomorus,plurilineatus,-33.75,27.75,3302:237:4,0.64,,,,,,
Scomberomorus,plurilineatus,-33.25,28.25,3302:238:1,0.67,,,,,,
Scomberomorus,plurilineatus,-3.75,39.75,3003:239:4,1.00,,,,,,
Scomberomorus,plurilineatus,-4.25,39.75,3003:249:2,1.00,,,,,,
Scomberomorus,plurilineatus,-4.75,39.25,3003:249:3,1.00,,,,,,
Scomberomorus,plurilineatus,-4.75,39.75,3003:249:4,1.00,,,,,,
Scomberomorus,plurilineatus,-5.75,38.75,3003:458:4,1.00,,,,,,
Scomberomorus,plurilineatus,-5.25,39.25,3003:459:1,1.00,,,,,,
Scomberomorus,plurilineatus,-5.25,39.75,3003:459:2,1.00,,,,,,
Scomberomorus,plurilineatus,-5.75,39.25,3003:459:3,1.00,,,,,,
Scomberomorus,plurilineatus,-5.75,39.75,3003:459:4,1.00,,,,,,
Scomberomorus,plurilineatus,-6.25,39.25,3003:469:1,1.00,,,,,,
Scomberomorus,plurilineatus,-6.25,39.75,3003:469:2,1.00,,,,,,
Scomberomorus,plurilineatus,-6.75,39.25,3003:469:3,1.00,,,,,,
Scomberomorus,plurilineatus,-6.75,39.75,3003:469:4,1.00,,,,,,
Scomberomorus,plurilineatus,-7.25,39.75,3003:479:2,1.00,,,,,,
Scomberomorus,plurilineatus,-7.75,39.25,3003:479:3,0.81,,,,,,
Scomberomorus,plurilineatus,-7.75,39.75,3003:479:4,1.00,,,,,,
Scomberomorus,plurilineatus,-8.25,39.75,3003:489:2,1.00,,,,,,
Scomberomorus,plurilineatus,-8.75,39.75,3003:489:4,1.00,,,,,,
Scomberomorus,plurilineatus,-9.25,39.75,3003:499:2,1.00,,,,,,
Scomberomorus,plurilineatus,-9.75,39.75,3003:499:4,1.00,,,,,,
Scomberomorus,plurilineatus,-1.25,41.75,3004:111:2,1.00,,,,,,
Scomberomorus,plurilineatus,-1.75,41.25,3004:111:3,1.00,,,,,,
Scomberomorus,plurilineatus,-1.75,41.75,3004:111:4,1.00,,,,,,
Scomberomorus,plurilineatus,-1.25,42.25,3004:112:1,1.00,,,,,,
Scomberomorus,plurilineatus,-2.25,40.75,3004:120:2,1.00,,,,,,
Scomberomorus,plurilineatus,-2.75,40.25,3004:120:3,1.00,,,,,,
Scomberomorus,plurilineatus,-2.75,40.75,3004:120:4,1.00,,,,,,
Scomberomorus,plurilineatus,-2.25,41.25,3004:121:1,1.00,,,,,,
Scomberomorus,plurilineatus,-2.75,41.25,3004:121:3,1.00,,,,,,
Scomberomorus,plurilineatus,-3.25,40.25,3004:130:1,1.00,,,,,,
Scomberomorus,plurilineatus,-3.75,40.25,3004:130:3,1.00,,,,,,
Scomberomorus,plurilineatus,-6.75,40.25,3004:360:3,0.99,,,,,,
Scomberomorus,plurilineatus,-9.75,40.25,3004:390:3,1.00,,,,,,
Scomberomorus,plurilineatus,-9.25,46.25,3004:496:1,1.00,,,,,,
Scomberomorus,plurilineatus,-9.25,46.75,3004:496:2,1.00,,,,,,
