Mapping parameters for Myripristis vittata (Whitetip soldierfish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  77 ,
Bounding Box (NSWE): ,34,-33,42,-133

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,3,15,80,80
Temperature (°C),1,21.5,25.35,28.94,33.14
Salinity (psu),1,33.135,34.09,35.46,36.295
Primary Production,1,172,214,746,900
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,12,17,128,1022
 

Map data (HSPEC) for predicted occurrences (n = 3000): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Myripristis,vittata,9.75,80.25,1008:390:3,0.01,1,1,0.015706806282723,0.81168831168831,1,1
Myripristis,vittata,0.25,98.25,1009:208:1,0.15,1,0.90952380952381,0.51832460732984,0.31818181818182,1,1
Myripristis,vittata,1.75,97.75,1009:217:4,0.09,1,0.9,0.27748691099476,0.37012987012987,1,1
Myripristis,vittata,1.25,98.25,1009:218:1,0.08,1,0.90238095238095,0.51832460732984,0.16883116883117,1,1
Myripristis,vittata,2.75,97.25,1009:227:3,0.15,1,0.89761904761905,0.27748691099476,0.61038961038961,1,1
Myripristis,vittata,3.25,97.25,1009:237:1,0.14,1,0.90476190476191,0.40314136125655,0.37662337662338,1,1
Myripristis,vittata,4.25,95.75,1009:245:2,0.18,1,0.95238095238095,0.40314136125655,0.46753246753247,1,1
Myripristis,vittata,7.25,93.75,1009:373:2,0.07,1,1,0.068062827225136,1,1,1
Myripristis,vittata,7.75,93.25,1009:373:3,0.07,1,1,0.068062827225136,1,1,1
Myripristis,vittata,7.75,93.75,1009:373:4,0.07,1,1,0.068062827225136,1,1,1
Myripristis,vittata,8.75,92.75,1009:382:4,0.02,1,1,0.015706806282723,1,1,1
Myripristis,vittata,1.25,105.25,1010:215:1,0.11,1,1,0.12041884816754,0.91558441558442,1,1
Myripristis,vittata,1.25,105.75,1010:215:2,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,1.75,105.25,1010:215:3,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,1.75,105.75,1010:215:4,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,3.25,105.25,1010:235:1,0.02,1,1,0.015706806282723,1,1,1
Myripristis,vittata,3.25,105.75,1010:235:2,0.02,1,1,0.015706806282723,1,1,1
Myripristis,vittata,3.75,105.25,1010:235:3,0.02,1,1,0.015706806282723,1,1,1
Myripristis,vittata,3.75,105.75,1010:235:4,0.02,1,1,0.015706806282723,1,1,1
Myripristis,vittata,3.25,106.25,1010:236:1,0.05,1,1,0.047120418848169,1,1,1
Myripristis,vittata,3.25,106.75,1010:236:2,0.05,1,1,0.047120418848169,1,1,1
Myripristis,vittata,3.75,106.25,1010:236:3,0.05,1,1,0.047120418848169,1,1,1
Myripristis,vittata,3.75,106.75,1010:236:4,0.05,1,1,0.047120418848169,1,1,1
Myripristis,vittata,3.25,107.25,1010:237:1,0.03,1,1,0.026178010471203,1,1,1
Myripristis,vittata,3.25,107.75,1010:237:2,0.03,1,1,0.026178010471203,1,1,1
Myripristis,vittata,3.75,107.25,1010:237:3,0.03,1,1,0.026178010471203,1,1,1
Myripristis,vittata,3.75,107.75,1010:237:4,0.03,1,1,0.026178010471203,1,1,1
Myripristis,vittata,4.25,105.25,1010:245:1,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.25,105.75,1010:245:2,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.75,105.25,1010:245:3,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.75,105.75,1010:245:4,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.25,106.25,1010:246:1,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.25,106.75,1010:246:2,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.75,106.25,1010:246:3,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.75,106.75,1010:246:4,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.25,107.25,1010:247:1,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.25,107.75,1010:247:2,0.12,1,1,0.12041884816754,1,1,1
Myripristis,vittata,4.75,107.25,1010:247:3,0.12,1,1,0.12041884816754,1,1,1
