Mapping parameters for Amphiprion polymnus (Saddleback clownfish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  57 |  61 |  71 ,
Bounding Box (NSWE): ,36,-33,91,164

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,2,4,17,30
Temperature (°C),1,19.95,24.72,29.03,33.23
Salinity (psu),1,31.94,33.09,34.61,35.1
Primary Production,1,174,292,966,1628
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,6,14,165,407
 

Map data (HSPEC) for predicted occurrences (n = 2469): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Amphiprion,polymnus,0.25,99.25,1009:209:1,0.07,1,0.93333333333333,1,0.070996978851964,1,1
Amphiprion,polymnus,0.25,99.75,1009:209:2,0.13,1,0.93333333333333,1,0.13595166163142,1,1
Amphiprion,polymnus,0.75,99.25,1009:209:3,0.10,1,0.93333333333333,1,0.10422960725076,1,1
Amphiprion,polymnus,3.25,95.75,1009:235:2,0.15,0.15384615384615,0.94761904761905,1,1,1,1
Amphiprion,polymnus,6.25,99.25,1009:469:1,0.04,1,0.94285714285714,0.052173913043477,0.74018126888218,1,1
Amphiprion,polymnus,6.75,99.25,1009:469:3,0.03,1,0.94285714285714,0.052173913043477,0.61480362537764,1,1
Amphiprion,polymnus,6.75,99.75,1009:469:4,0.05,1,0.94285714285714,0.052173913043477,1,1,1
Amphiprion,polymnus,8.75,99.75,1009:489:4,0.09,1,0.98333333333333,0.086956521739128,1,1,1
Amphiprion,polymnus,9.25,99.25,1009:499:1,0.08,1,1,0.086956521739128,0.92598187311178,1,1
Amphiprion,polymnus,9.25,99.75,1009:499:2,0.09,1,1,0.086956521739128,1,1,1
Amphiprion,polymnus,9.75,99.25,1009:499:3,0.09,1,1,0.086956521739128,1,1,1
Amphiprion,polymnus,9.75,99.75,1009:499:4,0.09,1,1,0.086956521739128,1,1,1
Amphiprion,polymnus,2.25,102.75,1010:122:2,0.15,1,0.99285714285714,0.75652173913043,0.19939577039275,1,1
Amphiprion,polymnus,2.25,103.75,1010:123:2,0.09,1,1,0.75652173913043,0.12084592145015,1,1
Amphiprion,polymnus,0.25,109.25,1010:209:1,0.09,1,1,0.91304347826087,0.093655589123867,1,1
Amphiprion,polymnus,2.25,108.75,1010:228:2,0.17,1,1,0.93913043478261,0.18429003021148,1,1
Amphiprion,polymnus,5.75,102.25,1010:352:3,0.12,1,1,0.33913043478261,0.33987915407855,1,1
Amphiprion,polymnus,7.25,102.25,1010:372:1,0.16,0.69230769230769,1,0.22608695652174,1,1,1
Amphiprion,polymnus,7.75,103.75,1010:373:4,0.15,0.30769230769231,1,0.48695652173913,1,1,1
Amphiprion,polymnus,8.25,100.25,1010:380:1,0.06,1,0.96666666666667,0.086956521739128,0.66465256797583,1,1
Amphiprion,polymnus,8.75,100.25,1010:380:3,0.08,1,0.96666666666667,0.086956521739128,1,1,1
Amphiprion,polymnus,8.75,100.75,1010:380:4,0.08,1,0.96666666666667,0.086956521739128,1,1,1
Amphiprion,polymnus,8.75,103.75,1010:383:4,0.13,0.46153846153846,1,0.28695652173913,1,1,1
Amphiprion,polymnus,9.25,100.25,1010:390:1,0.09,1,0.98095238095238,0.086956521739128,1,1,1
Amphiprion,polymnus,9.25,100.75,1010:390:2,0.02,0.23076923076923,0.98095238095238,0.086956521739128,1,1,1
Amphiprion,polymnus,9.75,100.25,1010:390:3,0.09,1,0.98095238095238,0.086956521739128,1,1,1
Amphiprion,polymnus,9.25,104.75,1010:394:2,0.14,1,1,0.61739130434782,0.23413897280967,1,1
Amphiprion,polymnus,7.75,105.75,1010:475:4,0.15,0.15384615384615,1,0.95652173913043,1,1,1
Amphiprion,polymnus,7.75,106.75,1010:476:4,0.15,0.15384615384615,1,1,1,1,1
