Mapping parameters for Nemipterus aurora (Dawn threadfin bream)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 61 |  71,
Bounding Box (NSWE): ,31,-8,98,132

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,56,59,74,90
Temperature (°C),1,20.33,24.17,28.97,33.17
Salinity (psu),1,31.12,33.09,34.4,36.37
Primary Production,1,335,501,966,1628
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,15,25,34.5
 

Map data (HSPEC) for predicted occurrences (n = 1235): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Nemipterus,aurora,2.25,101.25,1010:121:1,0.02,,,,,,
Nemipterus,aurora,4.25,109.25,1010:249:1,0.03,,,,,,
Nemipterus,aurora,4.25,109.75,1010:249:2,0.03,,,,,,
Nemipterus,aurora,4.75,109.25,1010:249:3,0.15,,,,,,
Nemipterus,aurora,6.75,100.75,1010:360:4,0.15,,,,,,
Nemipterus,aurora,5.75,105.25,1010:455:3,0.19,,,,,,
Nemipterus,aurora,5.75,105.75,1010:455:4,0.07,,,,,,
Nemipterus,aurora,5.25,107.25,1010:457:1,0.16,,,,,,
Nemipterus,aurora,5.25,107.75,1010:457:2,0.11,,,,,,
Nemipterus,aurora,5.25,108.25,1010:458:1,0.13,,,,,,
Nemipterus,aurora,6.25,105.75,1010:465:2,0.07,,,,,,
Nemipterus,aurora,6.25,106.25,1010:466:1,0.14,,,,,,
Nemipterus,aurora,6.25,106.75,1010:466:2,0.03,,,,,,
Nemipterus,aurora,6.75,107.25,1010:467:3,0.01,,,,,,
Nemipterus,aurora,7.25,107.25,1010:477:1,0.08,,,,,,
Nemipterus,aurora,7.75,107.75,1010:477:4,0.17,,,,,,
Nemipterus,aurora,7.75,108.25,1010:478:3,0.08,,,,,,
Nemipterus,aurora,8.25,108.25,1010:488:1,0.17,,,,,,
Nemipterus,aurora,9.25,108.75,1010:498:2,0.04,,,,,,
Nemipterus,aurora,9.75,108.25,1010:498:3,0.16,,,,,,
Nemipterus,aurora,9.75,108.75,1010:498:4,0.14,,,,,,
Nemipterus,aurora,3.25,113.25,1011:133:1,0.08,,,,,,
Nemipterus,aurora,4.25,113.75,1011:143:2,0.11,,,,,,
Nemipterus,aurora,0.25,117.75,1011:207:2,0.14,,,,,,
Nemipterus,aurora,2.25,117.75,1011:227:2,0.15,,,,,,
Nemipterus,aurora,3.75,118.25,1011:238:3,0.08,,,,,,
Nemipterus,aurora,5.25,110.75,1011:350:2,0.13,,,,,,
Nemipterus,aurora,5.25,111.75,1011:351:2,0.18,,,,,,
Nemipterus,aurora,7.75,114.75,1011:374:4,0.17,,,,,,
Nemipterus,aurora,8.25,115.25,1011:485:1,0.14,,,,,,
Nemipterus,aurora,8.25,117.25,1011:487:1,0.01,,,,,,
Nemipterus,aurora,3.75,125.75,1012:235:4,0.01,,,,,,
Nemipterus,aurora,5.75,124.75,1012:354:4,0.08,,,,,,
Nemipterus,aurora,6.75,124.25,1012:364:3,0.01,,,,,,
Nemipterus,aurora,5.75,125.25,1012:455:3,0.10,,,,,,
Nemipterus,aurora,6.25,126.25,1012:466:1,0.11,,,,,,
Nemipterus,aurora,9.25,125.75,1012:495:2,0.13,,,,,,
Nemipterus,aurora,11.75,99.75,1109:219:4,0.19,,,,,,
Nemipterus,aurora,11.25,101.25,1110:111:1,0.18,,,,,,
Nemipterus,aurora,11.25,101.75,1110:111:2,0.18,,,,,,
Nemipterus,aurora,11.75,101.75,1110:111:4,0.06,,,,,,
Nemipterus,aurora,11.25,102.25,1110:112:1,0.18,,,,,,
Nemipterus,aurora,11.75,102.75,1110:112:4,0.18,,,,,,
Nemipterus,aurora,12.25,102.25,1110:122:1,0.17,,,,,,
Nemipterus,aurora,12.25,102.75,1110:122:2,0.16,,,,,,
Nemipterus,aurora,15.25,109.75,1110:459:2,0.15,,,,,,
Nemipterus,aurora,10.75,114.25,1111:104:3,0.10,,,,,,
Nemipterus,aurora,17.75,106.25,1110:476:3,0.19,,,,,,
Nemipterus,aurora,17.25,107.75,1110:477:2,0.19,,,,,,
Nemipterus,aurora,10.25,116.75,1111:206:2,0.09,,,,,,
Nemipterus,aurora,10.75,119.25,1111:209:3,0.10,,,,,,
Nemipterus,aurora,16.25,112.25,1111:362:1,0.07,,,,,,
Nemipterus,aurora,17.25,111.25,1111:371:1,0.08,,,,,,
Nemipterus,aurora,19.75,113.75,1111:393:4,0.12,,,,,,
Nemipterus,aurora,15.25,119.75,1111:459:2,0.14,,,,,,
Nemipterus,aurora,13.25,124.25,1112:134:1,0.05,,,,,,
