Mapping parameters for Siganus spinus (Little spinefoot)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  77 ,
Bounding Box (NSWE): ,30,-30,77,-129

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,1,20,50
Temperature (°C),1,17.99,25.11,29.06,33.26
Salinity (psu),1,30.62,33.56,35.79,38.95
Primary Production,1,141,175,1166,2059
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,1,14,111,1074
 

Map data (HSPEC) for predicted occurrences (n = 3794): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Siganus,spinus,7.75,78.25,1007:478:3,0.13,1,1,1,0.13437849944,1,1
Siganus,spinus,8.25,77.75,1007:487:2,0.19,1,1,1,0.189249720045,1,1
Siganus,spinus,3.75,98.75,1009:238:4,0.17,1,0.921428571429,0.333333333333,0.54647256439,1,1
Siganus,spinus,3.25,99.75,1009:239:2,0.06,1,0.916666666667,0.333333333333,0.183650615901,1,1
Siganus,spinus,4.25,99.75,1009:249:2,0.12,0.466666666667,0.914285714286,0.333333333333,0.857782754759,1,1
Siganus,spinus,4.75,99.25,1009:249:3,0.02,0.0666666666667,0.914285714286,0.333333333333,1,1,1
Siganus,spinus,5.75,94.75,1009:354:4,0.10,0.1,1,0.986394557823,1,1,1
Siganus,spinus,5.25,98.25,1009:458:1,0.01,0.0333333333333,0.940476190476,0.448979591837,1,1,1
Siganus,spinus,5.75,98.75,1009:458:4,0.01,0.0333333333333,0.940476190476,0.448979591837,1,1,1
Siganus,spinus,5.25,99.25,1009:459:1,0.02,0.0666666666667,0.928571428571,0.394557823129,1,1,1
Siganus,spinus,5.25,99.75,1009:459:2,0.17,0.466666666667,0.928571428571,0.394557823129,0.968645016797,1,1
Siganus,spinus,2.25,100.25,1010:120:1,0.16,1,0.928571428571,0.333333333333,0.527435610302,1,1
Siganus,spinus,2.25,101.25,1010:121:1,0.17,1,0.947619047619,0.333333333333,0.552071668533,1,1
Siganus,spinus,2.75,101.75,1010:121:4,0.11,1,0.947619047619,0.333333333333,0.360582306831,1,1
Siganus,spinus,3.25,100.25,1010:130:1,0.14,1,0.914285714286,0.333333333333,0.474804031355,1,1
Siganus,spinus,3.25,100.75,1010:130:2,0.08,1,0.914285714286,0.333333333333,0.258678611422,1,1
Siganus,spinus,3.75,100.25,1010:130:3,0.08,0.533333333333,0.914285714286,0.333333333333,0.468085106383,1,1
Siganus,spinus,3.75,100.75,1010:130:4,0.07,1,0.914285714286,0.333333333333,0.220604703247,1,1
Siganus,spinus,3.75,104.75,1010:134:4,0.08,0.1,1,0.836734693878,1,1,1
Siganus,spinus,4.25,100.25,1010:140:1,0.12,1,0.911904761905,0.333333333333,0.402015677492,1,1
Siganus,spinus,4.25,100.75,1010:140:2,0.08,1,0.911904761905,0.333333333333,0.274356103024,1,1
Siganus,spinus,4.75,100.25,1010:140:3,0.09,1,0.911904761905,0.333333333333,0.307950727884,1,1
