Mapping parameters for Hyperoglyphe antarctica (Bluenose warehou)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  41 |  47 |  51 |  57 |  71 |  81 |  87 ,
Bounding Box (NSWE): ,-28,-55,-67,179

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,100,400,1500
Temperature (°C),1,2,5,30,33
Salinity (psu),1,0,30,35,38
Primary Production,1,0,500,2000,3392
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,1,17,274,858
 

Map data (HSPEC) for predicted occurrences (n = 3353): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Hyperoglyphe,antarctica,-29.75,2.75,3200:392:4,0.06,0.20272727272727,1,0.74333333333333,0.402,1,1
Hyperoglyphe,antarctica,-29.75,3.25,3200:393:3,0.06,0.18454545454545,1,0.75,0.408,1,1
Hyperoglyphe,antarctica,-28.25,16.25,3201:486:1,0.03,1,1,1,0.027298850574713,1,1
Hyperoglyphe,antarctica,-29.25,16.25,3201:496:1,0.16,1,1,1,0.16307471264368,1,1
Hyperoglyphe,antarctica,-29.75,17.25,3201:497:3,0.11,1,1,1,0.11422413793103,1,1
Hyperoglyphe,antarctica,-28.25,33.25,3203:383:1,0.05,0.051818181818182,1,0.90333333333333,1,1,1
Hyperoglyphe,antarctica,-29.75,30.75,3203:390:4,0.09,0.1,1,0.88666666666667,1,1,1
Hyperoglyphe,antarctica,-29.25,32.75,3203:392:2,0.11,0.12545454545455,1,0.88666666666667,1,1,1
Hyperoglyphe,antarctica,-29.75,32.75,3203:392:4,0.01,0.0072727272727273,1,0.88666666666667,1,1,1
Hyperoglyphe,antarctica,-28.25,45.25,3204:485:1,0.11,0.16727272727273,1,0.89333333333333,0.712,1,1
Hyperoglyphe,antarctica,-28.25,86.25,3208:486:1,0.04,0.17454545454545,1,0.73,0.336,1,1
Hyperoglyphe,antarctica,-28.75,86.25,3208:486:3,0.03,0.10727272727273,1,0.73,0.338,1,1
Hyperoglyphe,antarctica,-29.25,87.75,3208:497:2,0.05,0.20181818181818,1,0.72666666666667,0.34,1,1
Hyperoglyphe,antarctica,-29.75,87.25,3208:497:3,0.10,0.42727272727273,1,0.72666666666667,0.338,1,1
Hyperoglyphe,antarctica,-29.75,87.75,3208:497:4,0.06,0.24,1,0.72666666666667,0.33,1,1
Hyperoglyphe,antarctica,-29.75,88.25,3208:498:3,0.04,0.17272727272727,1,0.72333333333333,0.336,1,1
Hyperoglyphe,antarctica,-28.25,98.25,3209:488:1,0.14,0.52727272727273,1,0.73333333333333,0.37,1,1
Hyperoglyphe,antarctica,-28.25,98.75,3209:488:2,0.13,0.48272727272727,1,0.73333333333333,0.374,1,1
Hyperoglyphe,antarctica,-28.75,98.25,3209:488:3,0.03,0.1,1,0.73333333333333,0.374,1,1
Hyperoglyphe,antarctica,-28.75,98.75,3209:488:4,0.09,0.32272727272727,1,0.73333333333333,0.388,1,1
Hyperoglyphe,antarctica,-28.25,153.25,3215:383:1,0.05,0.06,1,0.80333333333333,1,1,1
Hyperoglyphe,antarctica,-28.75,160.75,3216:380:4,0.05,0.12181818181818,1,0.72,0.554,1,1
Hyperoglyphe,antarctica,-28.25,161.25,3216:381:1,0.02,0.055454545454545,1,0.71666666666667,0.546,1,1
Hyperoglyphe,antarctica,-28.25,161.75,3216:381:2,0.04,0.11,1,0.71666666666667,0.538,1,1
Hyperoglyphe,antarctica,-28.75,161.25,3216:381:3,0.04,0.10545454545455,1,0.71666666666667,0.544,1,1
Hyperoglyphe,antarctica,-28.75,161.75,3216:381:4,0.06,0.15454545454545,1,0.71666666666667,0.55,1,1
Hyperoglyphe,antarctica,-28.25,162.25,3216:382:1,0.08,0.20636363636364,1,0.71333333333333,0.548,1,1
Hyperoglyphe,antarctica,-28.25,162.75,3216:382:2,0.15,0.36181818181818,1,0.71333333333333,0.562,1,1
Hyperoglyphe,antarctica,-28.75,162.25,3216:382:3,0.08,0.19818181818182,1,0.71333333333333,0.556,1,1
Hyperoglyphe,antarctica,-28.75,162.75,3216:382:4,0.09,0.23090909090909,1,0.71333333333333,0.568,1,1
Hyperoglyphe,antarctica,-28.25,163.25,3216:383:1,0.15,0.37,1,0.71333333333333,0.568,1,1
Hyperoglyphe,antarctica,-28.25,163.75,3216:383:2,0.07,0.19090909090909,1,0.71333333333333,0.55,1,1
Hyperoglyphe,antarctica,-28.75,163.25,3216:383:3,0.09,0.21090909090909,1,0.71333333333333,0.586,1,1
Hyperoglyphe,antarctica,-28.75,163.75,3216:383:4,0.05,0.11727272727273,1,0.71333333333333,0.568,1,1
Hyperoglyphe,antarctica,-29.25,160.75,3216:390:2,0.06,0.13909090909091,1,0.72333333333333,0.574,1,1
Hyperoglyphe,antarctica,-29.75,160.75,3216:390:4,0.09,0.22,1,0.72333333333333,0.592,1,1
Hyperoglyphe,antarctica,-29.25,161.25,3216:391:1,0.06,0.13909090909091,1,0.72,0.564,1,1
Hyperoglyphe,antarctica,-29.25,161.75,3216:391:2,0.09,0.23272727272727,1,0.72,0.566,1,1
Hyperoglyphe,antarctica,-29.75,161.25,3216:391:3,0.13,0.31454545454545,1,0.72,0.586,1,1
Hyperoglyphe,antarctica,-29.75,161.75,3216:391:4,0.14,0.32545454545455,1,0.72,0.58,1,1
Hyperoglyphe,antarctica,-29.25,162.25,3216:392:1,0.12,0.28909090909091,1,0.72,0.572,1,1
Hyperoglyphe,antarctica,-29.25,162.75,3216:392:2,0.15,0.36090909090909,1,0.72,0.574,1,1
Hyperoglyphe,antarctica,-29.75,162.25,3216:392:3,0.16,0.38272727272727,1,0.72,0.582,1,1
Hyperoglyphe,antarctica,-29.75,162.75,3216:392:4,0.15,0.35636363636364,1,0.72,0.586,1,1
Hyperoglyphe,antarctica,-29.25,163.25,3216:393:1,0.10,0.22454545454545,1,0.72,0.592,1,1
Hyperoglyphe,antarctica,-29.75,163.25,3216:393:3,0.16,0.36,1,0.72,0.616,1,1
Hyperoglyphe,antarctica,-29.75,163.75,3216:393:4,0.04,0.082727272727273,1,0.72,0.6,1,1
Hyperoglyphe,antarctica,-28.75,167.25,3216:487:3,0.11,0.29181818181818,1,0.72333333333333,0.522,1,1
Hyperoglyphe,antarctica,-28.25,168.25,3216:488:1,0.18,0.49818181818182,1,0.72,0.51,1,1
Hyperoglyphe,antarctica,-29.25,168.75,3216:498:2,0.15,0.35909090909091,1,0.73,0.566,1,1
Hyperoglyphe,antarctica,-29.75,168.75,3216:498:4,0.10,0.23,1,0.73,0.576,1,1
Hyperoglyphe,antarctica,-29.25,169.75,3216:499:2,0.15,0.37636363636364,1,0.72333333333333,0.544,1,1
Hyperoglyphe,antarctica,-29.75,169.25,3216:499:3,0.03,0.066363636363636,1,0.72333333333333,0.566,1,1
Hyperoglyphe,antarctica,-28.25,172.75,3217:382:2,0.09,0.22727272727273,1,0.72666666666667,0.518,1,1
Hyperoglyphe,antarctica,-28.25,173.25,3217:383:1,0.09,0.25363636363636,1,0.73,0.506,1,1
Hyperoglyphe,antarctica,-29.75,171.75,3217:391:4,0.11,0.27636363636364,1,0.72333333333333,0.538,1,1
Hyperoglyphe,antarctica,-29.75,173.25,3217:393:3,0.10,0.27727272727273,1,0.73333333333333,0.498,1,1
Hyperoglyphe,antarctica,-29.75,174.25,3217:394:3,0.11,0.27545454545455,1,0.73666666666667,0.552,1,1
Hyperoglyphe,antarctica,-30.25,1.25,3300:101:1,0.05,0.16363636363636,1,0.75333333333333,0.4,1,1
Hyperoglyphe,antarctica,-30.25,2.75,3300:102:2,0.18,0.60272727272727,1,0.75333333333333,0.398,1,1
