Mapping parameters for Alepes melanoptera (Blackfin scad)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 ,
Bounding Box (NSWE): ,41,-10,48,125

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,26,50
Temperature (°C),1,23.785,24.88,29.39,29.89
Salinity (psu),1,26.41,31.54,39.5,40
Primary Production,1,210,445,1715,2105
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,3,133,187
 

Map data (HSPEC) for predicted occurrences (n = 2245): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Alepes,melanoptera,4.75,99.25,1009:249:3,0.08,0.083333333333333,0.94,1,1,1,1
Alepes,melanoptera,5.75,94.75,1009:354:4,0.12,0.125,1,1,1,1,1
Alepes,melanoptera,5.25,98.25,1009:458:1,0.04,0.041666666666667,1,1,1,1,1
Alepes,melanoptera,5.75,98.75,1009:458:4,0.04,0.041666666666667,1,1,1,1,1
Alepes,melanoptera,5.25,99.25,1009:459:1,0.08,0.083333333333333,1,1,1,1,1
Alepes,melanoptera,0.25,102.75,1010:102:2,0.16,0.2,1,0.80896686159844,1,1,1
Alepes,melanoptera,0.75,102.25,1010:102:3,0.16,0.2,1,0.80896686159844,1,1,1
Alepes,melanoptera,0.75,102.75,1010:102:4,0.16,0.2,1,0.80896686159844,1,1,1
Alepes,melanoptera,1.25,103.75,1010:113:2,0.10,1,1,0.80896686159844,0.11794871794872,1,1
Alepes,melanoptera,3.75,104.75,1010:134:4,0.12,0.125,1,1,1,1,1
Alepes,melanoptera,4.25,104.25,1010:144:1,0.08,0.083333333333333,1,1,1,1,1
Alepes,melanoptera,4.75,104.75,1010:144:4,0.08,0.083333333333333,1,1,1,1,1
Alepes,melanoptera,2.25,107.25,1010:227:1,0.04,0.041666666666667,1,1,1,1,1
Alepes,melanoptera,2.75,108.25,1010:228:3,0.08,0.083333333333333,1,1,1,1,1
Alepes,melanoptera,3.25,105.25,1010:235:1,0.08,0.083333333333333,1,1,1,1,1
Alepes,melanoptera,3.25,109.75,1010:239:2,0.04,0.041666666666667,1,1,1,1,1
Alepes,melanoptera,6.25,104.25,1010:364:1,0.04,0.041666666666667,1,1,1,1,1
Alepes,melanoptera,7.25,103.25,1010:373:1,0.12,0.125,1,1,1,1,1
Alepes,melanoptera,5.75,105.25,1010:455:3,0.14,0.20833333333333,1,1,0.66808510638298,1,1
Alepes,melanoptera,5.25,106.75,1010:456:2,0.12,0.16666666666667,1,1,0.69787234042553,1,1
Alepes,melanoptera,5.75,106.25,1010:456:3,0.07,0.125,1,1,0.53191489361702,1,1
Alepes,melanoptera,5.75,106.75,1010:456:4,0.04,0.083333333333333,1,1,0.4936170212766,1,1
Alepes,melanoptera,5.75,109.75,1010:459:4,0.03,0.16666666666667,1,1,0.18297872340426,1,1
Alepes,melanoptera,6.25,106.75,1010:466:2,0.17,0.29166666666667,1,1,0.56595744680851,1,1
