Mapping parameters for Scomberomorus guttatus (Indo-Pacific king mackerel)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 51 |  57 |  61 |  71,
Bounding Box (NSWE): ,38,-7,49,134

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,15,20,90,200
Temperature (°C),1,21.42,25.05,28.96,33.16
Salinity (psu),1,26.36,30.04,36.41,39.65
Primary Production,1,172,465,1753,2838
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,11,197,292
 

Map data (HSPEC) for predicted occurrences (n = 2804): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Scomberomorus,guttatus,3.75,95.75,1009:235:4,0.06,,,,,,
Scomberomorus,guttatus,7.25,109.75,1010:479:2,0.07,,,,,,
Scomberomorus,guttatus,6.25,110.25,1011:360:1,0.17,,,,,,
Scomberomorus,guttatus,7.75,113.25,1011:373:3,0.12,,,,,,
Scomberomorus,guttatus,6.25,119.25,1011:469:1,0.10,,,,,,
Scomberomorus,guttatus,9.25,117.25,1011:497:1,0.01,,,,,,
Scomberomorus,guttatus,2.25,125.75,1012:225:2,0.16,,,,,,
Scomberomorus,guttatus,3.25,125.25,1012:235:1,0.05,,,,,,
Scomberomorus,guttatus,4.25,125.25,1012:245:1,0.16,,,,,,
Scomberomorus,guttatus,7.25,126.75,1012:476:2,0.02,,,,,,
Scomberomorus,guttatus,8.25,126.75,1012:486:2,0.01,,,,,,
Scomberomorus,guttatus,17.25,55.25,1105:475:1,0.19,,,,,,
Scomberomorus,guttatus,18.25,56.25,1105:486:1,0.17,,,,,,
Scomberomorus,guttatus,11.75,74.25,1107:114:3,0.16,,,,,,
Scomberomorus,guttatus,19.75,72.25,1107:392:3,0.10,,,,,,
Scomberomorus,guttatus,16.25,96.75,1109:466:2,0.08,,,,,,
