Mapping parameters for Sardinops sagax (South American pilchard)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 47 |  51 |  57 |  61 |  67 |  71 |  77 |  81 |  87,
Bounding Box (NSWE): ,61,-47,-145,180

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,22,95,200
Temperature (°C),1,3.81,13.49,25.06,29.26
Salinity (psu),1,30.27,33.29,35.77,37.69
Primary Production,1,78,470,1739,3094
Sea Ice Concentration,1,-1,0,0,0.33
Distance to Land (km),0,0,8,128,559
 

Map data (HSPEC) for predicted occurrences (n = 7525): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Sardinops,sagax,59.25,-142.25,7514:392:1,0.04,,,,,,
Sardinops,sagax,59.25,-141.75,7514:391:2,0.06,,,,,,
Sardinops,sagax,59.25,-141.25,7514:391:1,0.10,,,,,,
Sardinops,sagax,58.75,-140.75,7514:380:4,0.14,,,,,,
Sardinops,sagax,59.75,-138.75,7513:498:4,0.01,,,,,,
Sardinops,sagax,59.25,-137.25,7513:497:1,0.01,,,,,,
Sardinops,sagax,59.25,-136.75,7513:496:2,0.02,,,,,,
Sardinops,sagax,59.25,-136.25,7513:496:1,0.02,,,,,,
Sardinops,sagax,59.25,-135.75,7513:495:2,0.01,,,,,,
Sardinops,sagax,59.25,-135.25,7513:495:1,0.16,,,,,,
Sardinops,sagax,58.75,-135.25,7513:485:3,0.14,,,,,,
Sardinops,sagax,58.25,-135.25,7513:485:1,0.10,,,,,,
Sardinops,sagax,57.75,-137.75,7513:477:4,0.15,,,,,,
Sardinops,sagax,57.75,-137.25,7513:477:3,0.11,,,,,,
Sardinops,sagax,57.75,-135.25,7513:475:3,0.18,,,,,,
Sardinops,sagax,56.25,-135.75,7513:465:2,0.13,,,,,,
Sardinops,sagax,55.75,-135.25,7513:455:3,0.14,,,,,,
Sardinops,sagax,58.75,-134.75,7513:384:4,0.12,,,,,,
Sardinops,sagax,58.25,-134.75,7513:384:2,0.08,,,,,,
Sardinops,sagax,58.25,-134.25,7513:384:1,0.14,,,,,,
Sardinops,sagax,58.75,-133.75,7513:383:4,0.01,,,,,,
Sardinops,sagax,58.25,-133.75,7513:383:2,0.14,,,,,,
Sardinops,sagax,57.75,-134.75,7513:374:4,0.08,,,,,,
Sardinops,sagax,57.75,-134.25,7513:374:3,0.13,,,,,,
Sardinops,sagax,57.25,-134.75,7513:374:2,0.15,,,,,,
Sardinops,sagax,57.25,-134.25,7513:374:1,0.16,,,,,,
Sardinops,sagax,57.75,-133.75,7513:373:4,0.13,,,,,,
Sardinops,sagax,57.75,-133.25,7513:373:3,0.15,,,,,,
Sardinops,sagax,57.25,-133.75,7513:373:2,0.08,,,,,,
Sardinops,sagax,57.25,-133.25,7513:373:1,0.16,,,,,,
Sardinops,sagax,57.25,-132.75,7513:372:2,0.17,,,,,,
Sardinops,sagax,56.75,-132.25,7513:362:3,0.12,,,,,,
Sardinops,sagax,56.25,-132.25,7513:362:1,0.13,,,,,,
Sardinops,sagax,56.25,-131.75,7513:361:2,0.13,,,,,,
Sardinops,sagax,56.25,-131.25,7513:361:1,0.01,,,,,,
Sardinops,sagax,55.25,-134.75,7513:354:2,0.03,,,,,,
Sardinops,sagax,55.75,-132.25,7513:352:3,0.15,,,,,,
Sardinops,sagax,55.25,-132.25,7513:352:1,0.16,,,,,,
Sardinops,sagax,55.75,-131.75,7513:351:4,0.14,,,,,,
Sardinops,sagax,55.75,-131.25,7513:351:3,0.15,,,,,,
Sardinops,sagax,55.25,-131.75,7513:351:2,0.08,,,,,,
Sardinops,sagax,55.25,-131.25,7513:351:1,0.16,,,,,,
Sardinops,sagax,55.75,-130.75,7513:350:4,0.15,,,,,,
Sardinops,sagax,55.75,-130.25,7513:350:3,0.01,,,,,,
Sardinops,sagax,55.25,-130.75,7513:350:2,0.16,,,,,,
Sardinops,sagax,55.25,-130.25,7513:350:1,0.16,,,,,,
Sardinops,sagax,53.25,-135.75,7513:235:2,0.10,,,,,,
Sardinops,sagax,54.75,-134.25,7513:144:3,0.14,,,,,,
Sardinops,sagax,54.25,-133.75,7513:143:2,0.02,,,,,,
Sardinops,sagax,54.75,-132.25,7513:142:3,0.17,,,,,,
Sardinops,sagax,54.25,-132.25,7513:142:1,0.17,,,,,,
Sardinops,sagax,54.75,-131.75,7513:141:4,0.17,,,,,,
Sardinops,sagax,54.75,-131.25,7513:141:3,0.16,,,,,,
Sardinops,sagax,54.25,-131.75,7513:141:2,0.17,,,,,,
Sardinops,sagax,54.25,-131.25,7513:141:1,0.17,,,,,,
Sardinops,sagax,54.75,-130.75,7513:140:4,0.15,,,,,,
Sardinops,sagax,54.75,-130.25,7513:140:3,0.15,,,,,,
Sardinops,sagax,54.25,-130.75,7513:140:2,0.17,,,,,,
Sardinops,sagax,54.25,-130.25,7513:140:1,0.17,,,,,,
Sardinops,sagax,53.75,-132.25,7513:132:3,0.18,,,,,,
Sardinops,sagax,53.75,-131.75,7513:131:4,0.18,,,,,,
Sardinops,sagax,53.75,-131.25,7513:131:3,0.18,,,,,,
Sardinops,sagax,53.75,-130.75,7513:130:4,0.18,,,,,,
Sardinops,sagax,52.25,-130.25,7513:120:1,0.18,,,,,,
Sardinops,sagax,55.75,-129.75,7512:459:4,0.01,,,,,,
Sardinops,sagax,55.25,-129.75,7512:459:2,0.13,,,,,,
Sardinops,sagax,54.75,-129.75,7512:249:4,0.15,,,,,,
Sardinops,sagax,54.25,-129.75,7512:249:2,0.17,,,,,,
Sardinops,sagax,54.25,-128.75,7512:248:2,0.01,,,,,,
Sardinops,sagax,53.75,-128.25,7512:238:3,0.01,,,,,,
Sardinops,sagax,53.25,-128.75,7512:238:2,0.02,,,,,,
Sardinops,sagax,53.25,-128.25,7512:238:1,0.01,,,,,,
Sardinops,sagax,52.75,-127.75,7512:227:4,0.01,,,,,,
Sardinops,sagax,52.75,-127.25,7512:227:3,0.01,,,,,,
Sardinops,sagax,52.25,-127.25,7512:227:1,0.01,,,,,,
Sardinops,sagax,51.25,-129.75,7512:219:2,0.17,,,,,,
Sardinops,sagax,51.75,-127.25,7512:217:3,0.03,,,,,,
Sardinops,sagax,51.25,-126.75,7512:216:2,0.01,,,,,,
Sardinops,sagax,51.25,-125.75,7512:215:2,0.02,,,,,,
Sardinops,sagax,50.75,-125.75,7512:205:4,0.02,,,,,,
Sardinops,sagax,50.75,-125.25,7512:205:3,0.01,,,,,,
Sardinops,sagax,50.75,-124.75,7512:104:4,0.01,,,,,,
Sardinops,sagax,49.75,-126.25,7412:496:3,0.01,,,,,,
Sardinops,sagax,49.25,-125.75,7412:495:2,0.15,,,,,,
Sardinops,sagax,49.25,-125.25,7412:495:1,0.02,,,,,,
Sardinops,sagax,48.25,-126.25,7412:486:1,0.02,,,,,,
Sardinops,sagax,48.75,-125.75,7412:485:4,0.16,,,,,,
Sardinops,sagax,48.75,-125.25,7412:485:3,0.14,,,,,,
Sardinops,sagax,49.75,-124.75,7412:394:4,0.18,,,,,,
Sardinops,sagax,49.75,-124.25,7412:394:3,0.18,,,,,,
Sardinops,sagax,49.25,-124.75,7412:394:2,0.13,,,,,,
Sardinops,sagax,49.25,-124.25,7412:394:1,0.16,,,,,,
Sardinops,sagax,49.75,-123.75,7412:393:4,0.11,,,,,,
Sardinops,sagax,49.25,-123.75,7412:393:2,0.10,,,,,,
Sardinops,sagax,49.25,-123.25,7412:393:1,0.08,,,,,,
Sardinops,sagax,49.25,-122.75,7412:392:2,0.09,,,,,,
Sardinops,sagax,48.75,-124.75,7412:384:4,0.16,,,,,,
Sardinops,sagax,48.75,-124.25,7412:384:3,0.18,,,,,,
Sardinops,sagax,48.25,-124.75,7412:384:2,0.19,,,,,,
Sardinops,sagax,48.75,-123.75,7412:383:4,0.12,,,,,,
Sardinops,sagax,48.75,-123.25,7412:383:3,0.16,,,,,,
Sardinops,sagax,48.25,-123.75,7412:383:2,0.18,,,,,,
Sardinops,sagax,45.75,-124.75,7412:354:4,0.07,,,,,,
Sardinops,sagax,45.75,-124.25,7412:354:3,0.13,,,,,,
Sardinops,sagax,45.25,-124.25,7412:354:1,0.13,,,,,,
Sardinops,sagax,45.75,-123.75,7412:353:4,0.09,,,,,,
Sardinops,sagax,45.25,-123.75,7412:353:2,0.10,,,,,,
Sardinops,sagax,38.25,-123.75,7312:383:2,0.04,,,,,,
Sardinops,sagax,27.75,-115.75,7211:475:4,0.18,,,,,,
Sardinops,sagax,28.75,-113.75,7211:383:4,0.09,,,,,,
Sardinops,sagax,27.75,-113.75,7211:373:4,0.09,,,,,,
Sardinops,sagax,23.75,-112.25,7211:132:3,0.10,,,,,,
Sardinops,sagax,25.75,-108.75,7210:458:4,0.07,,,,,,
Sardinops,sagax,25.25,-107.75,7210:457:2,0.04,,,,,,
Sardinops,sagax,20.75,-106.25,7210:206:3,0.02,,,,,,
Sardinops,sagax,17.75,-102.75,7110:372:4,0.11,,,,,,
Sardinops,sagax,17.75,-101.75,7110:371:4,0.18,,,,,,
Sardinops,sagax,17.75,-101.25,7110:371:3,0.18,,,,,,
Sardinops,sagax,17.25,-101.25,7110:371:1,0.18,,,,,,
Sardinops,sagax,17.25,-100.75,7110:370:2,0.14,,,,,,
Sardinops,sagax,17.25,-100.25,7110:370:1,0.14,,,,,,
Sardinops,sagax,16.75,-100.25,7110:360:3,0.08,,,,,,
Sardinops,sagax,10.25,-109.25,7110:209:1,0.14,,,,,,
Sardinops,sagax,16.75,-99.75,7109:469:4,0.04,,,,,,
Sardinops,sagax,16.75,-99.25,7109:469:3,0.04,,,,,,
Sardinops,sagax,16.75,-98.75,7109:468:4,0.04,,,,,,
Sardinops,sagax,16.25,-98.75,7109:468:2,0.04,,,,,,
Sardinops,sagax,16.25,-98.25,7109:468:1,0.04,,,,,,
Sardinops,sagax,16.25,-97.75,7109:467:2,0.11,,,,,,
Sardinops,sagax,15.75,-97.75,7109:457:4,0.12,,,,,,
Sardinops,sagax,15.75,-97.25,7109:457:3,0.12,,,,,,
Sardinops,sagax,15.75,-95.75,7109:455:4,0.19,,,,,,
Sardinops,sagax,15.75,-95.25,7109:455:3,0.19,,,,,,
Sardinops,sagax,16.25,-93.75,7109:363:2,0.01,,,,,,
Sardinops,sagax,15.75,-94.75,7109:354:4,0.19,,,,,,
Sardinops,sagax,15.75,-94.25,7109:354:3,0.19,,,,,,
Sardinops,sagax,15.25,-94.75,7109:354:2,0.05,,,,,,
Sardinops,sagax,15.25,-94.25,7109:354:1,0.03,,,,,,
Sardinops,sagax,15.75,-93.75,7109:353:4,0.18,,,,,,
Sardinops,sagax,15.75,-93.25,7109:353:3,0.18,,,,,,
Sardinops,sagax,15.25,-93.75,7109:353:2,0.18,,,,,,
Sardinops,sagax,15.25,-93.25,7109:353:1,0.18,,,,,,
Sardinops,sagax,15.25,-92.75,7109:352:2,0.16,,,,,,
Sardinops,sagax,14.75,-94.25,7109:144:3,0.12,,,,,,
Sardinops,sagax,14.75,-93.75,7109:143:4,0.15,,,,,,
Sardinops,sagax,14.75,-93.25,7109:143:3,0.15,,,,,,
Sardinops,sagax,14.75,-92.75,7109:142:4,0.10,,,,,,
Sardinops,sagax,14.75,-92.25,7109:142:3,0.10,,,,,,
Sardinops,sagax,14.25,-92.75,7109:142:2,0.10,,,,,,
Sardinops,sagax,14.25,-92.25,7109:142:1,0.10,,,,,,
Sardinops,sagax,14.25,-91.75,7109:141:2,0.05,,,,,,
Sardinops,sagax,14.25,-91.25,7109:141:1,0.01,,,,,,
Sardinops,sagax,13.75,-92.25,7109:132:3,0.06,,,,,,
Sardinops,sagax,13.75,-89.75,7108:239:4,0.05,,,,,,
Sardinops,sagax,13.75,-89.25,7108:239:3,0.05,,,,,,
Sardinops,sagax,13.25,-89.75,7108:239:2,0.05,,,,,,
