Mapping parameters for Bathyraja multispinis (Multispine skate)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO
FAOAreas: 41 |  87,
Bounding Box (NSWE): ,,,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,20,144,446,1000
Temperature (°C),1,2.71,6.77,15.93,18.22
Salinity (psu),1,32.27,33.26,34.26,34.76
Primary Production,1,65.5,567,1802,2870
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,12,17,398,639
 

Map data (HSPEC) for predicted occurrences (n = 1008): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Bathyraja,multispinis,-50.75,0.75,3500:100:4,0.01,,,,,,
Bathyraja,multispinis,-50.75,1.25,3500:101:3,0.01,,,,,,
Bathyraja,multispinis,-50.75,3.75,3500:103:4,0.01,,,,,,
Bathyraja,multispinis,-50.25,4.75,3500:104:2,0.01,,,,,,
Bathyraja,multispinis,-50.25,5.25,3500:205:1,0.01,,,,,,
Bathyraja,multispinis,-26.25,-70.75,5207:360:2,0.03,,,,,,
Bathyraja,multispinis,-26.75,-70.75,5207:360:4,0.03,,,,,,
Bathyraja,multispinis,-27.25,-70.75,5207:370:2,0.15,,,,,,
Bathyraja,multispinis,-27.75,-70.75,5207:370:4,0.15,,,,,,
Bathyraja,multispinis,-35.25,-53.25,5305:353:1,0.06,,,,,,
Bathyraja,multispinis,-35.25,-53.75,5305:353:2,0.03,,,,,,
Bathyraja,multispinis,-35.75,-53.25,5305:353:3,0.11,,,,,,
Bathyraja,multispinis,-35.75,-53.75,5305:353:4,0.06,,,,,,
Bathyraja,multispinis,-36.75,-53.25,5305:363:3,0.02,,,,,,
Bathyraja,multispinis,-36.25,-54.25,5305:364:1,0.07,,,,,,
Bathyraja,multispinis,-36.25,-54.75,5305:364:2,0.03,,,,,,
Bathyraja,multispinis,-36.75,-54.25,5305:364:3,0.09,,,,,,
Bathyraja,multispinis,-36.75,-54.75,5305:364:4,0.08,,,,,,
Bathyraja,multispinis,-37.25,-53.75,5305:373:2,0.14,,,,,,
Bathyraja,multispinis,-38.25,-54.25,5305:384:1,0.10,,,,,,
Bathyraja,multispinis,-38.75,-54.25,5305:384:3,0.08,,,,,,
Bathyraja,multispinis,-37.25,-55.75,5305:475:2,0.11,,,,,,
Bathyraja,multispinis,-37.25,-56.75,5305:476:2,0.01,,,,,,
Bathyraja,multispinis,-37.75,-56.25,5305:476:3,0.06,,,,,,
Bathyraja,multispinis,-37.75,-56.75,5305:476:4,0.05,,,,,,
Bathyraja,multispinis,-37.75,-57.25,5305:477:3,0.04,,,,,,
Bathyraja,multispinis,-37.75,-57.75,5305:477:4,0.16,,,,,,
Bathyraja,multispinis,-38.75,-60.75,5306:380:4,0.16,,,,,,
Bathyraja,multispinis,-38.75,-61.25,5306:381:3,0.06,,,,,,
Bathyraja,multispinis,-38.75,-61.75,5306:381:4,0.15,,,,,,
Bathyraja,multispinis,-39.25,-60.75,5306:390:2,0.13,,,,,,
Bathyraja,multispinis,-39.75,-61.25,5306:391:3,0.08,,,,,,
Bathyraja,multispinis,-39.75,-61.75,5306:391:4,0.05,,,,,,
Bathyraja,multispinis,-39.75,-62.25,5306:392:3,0.17,,,,,,
Bathyraja,multispinis,-33.25,-72.25,5307:132:1,0.16,,,,,,
Bathyraja,multispinis,-33.25,-77.25,5307:237:1,0.16,,,,,,
Bathyraja,multispinis,-35.75,-114.75,5311:354:4,0.01,,,,,,
Bathyraja,multispinis,-36.75,-112.25,5311:362:3,0.02,,,,,,
Bathyraja,multispinis,-36.75,-112.75,5311:362:4,0.07,,,,,,
Bathyraja,multispinis,-36.25,-113.75,5311:363:2,0.14,,,,,,
Bathyraja,multispinis,-36.75,-113.25,5311:363:3,0.15,,,,,,
Bathyraja,multispinis,-36.75,-113.75,5311:363:4,0.12,,,,,,
Bathyraja,multispinis,-36.25,-114.25,5311:364:1,0.13,,,,,,
Bathyraja,multispinis,-36.25,-114.75,5311:364:2,0.09,,,,,,
Bathyraja,multispinis,-37.25,-114.25,5311:374:1,0.15,,,,,,
Bathyraja,multispinis,-35.75,-115.25,5311:455:3,0.03,,,,,,
Bathyraja,multispinis,-35.75,-115.75,5311:455:4,0.04,,,,,,
Bathyraja,multispinis,-35.75,-116.25,5311:456:3,0.04,,,,,,
Bathyraja,multispinis,-35.25,-117.25,5311:457:1,0.04,,,,,,
Bathyraja,multispinis,-35.75,-117.25,5311:457:3,0.02,,,,,,
Bathyraja,multispinis,-35.25,-119.25,5311:459:1,0.03,,,,,,
Bathyraja,multispinis,-35.25,-119.75,5311:459:2,0.01,,,,,,
Bathyraja,multispinis,-36.25,-115.25,5311:465:1,0.12,,,,,,
Bathyraja,multispinis,-49.75,-54.75,5405:394:4,0.09,,,,,,
Bathyraja,multispinis,-46.75,-59.25,5405:469:3,0.19,,,,,,
Bathyraja,multispinis,-48.25,-58.25,5405:488:1,0.08,,,,,,
Bathyraja,multispinis,-49.25,-55.25,5405:495:1,0.17,,,,,,
Bathyraja,multispinis,-40.25,-61.25,5406:101:1,0.19,,,,,,
Bathyraja,multispinis,-40.25,-61.75,5406:101:2,0.06,,,,,,
Bathyraja,multispinis,-40.75,-61.75,5406:101:4,0.19,,,,,,
Bathyraja,multispinis,-40.25,-62.25,5406:102:1,0.13,,,,,,
Bathyraja,multispinis,-42.25,-63.75,5406:123:2,0.19,,,,,,
Bathyraja,multispinis,-41.75,-65.25,5406:215:3,0.06,,,,,,
Bathyraja,multispinis,-42.25,-65.25,5406:225:1,0.12,,,,,,
Bathyraja,multispinis,-47.25,-65.75,5406:475:2,0.17,,,,,,
Bathyraja,multispinis,-47.25,-66.25,5406:476:1,0.16,,,,,,
Bathyraja,multispinis,-49.75,-68.75,5406:498:4,0.15,,,,,,
