Mapping parameters for Epinephelus striatus (Nassau grouper)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  31 |  41 ,
Bounding Box (NSWE): ,35,-34,-92,-34

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,10,45,90
Temperature (°C),1,22.45,22.95,28.06,32.26
Salinity (psu),1,31.28,34.65,36.49,37.67
Primary Production,1,226,248,1013,2172
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,4,12,167,352
 

Map data (HSPEC) for predicted occurrences (n = 1113): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Epinephelus,striatus,-1.75,-43.25,5004:113:3,0.05,1,1,1,0.045454545454545,1,1
Epinephelus,striatus,-2.25,-44.75,5004:124:2,0.08,0.11111111111111,1,0.74576271186441,1,1,1
Epinephelus,striatus,-3.25,-44.75,5004:134:2,0.08,0.11111111111111,1,0.74576271186441,1,1,1
Epinephelus,striatus,-0.25,-46.75,5004:206:2,0.17,1,1,0.20338983050848,0.83002588438309,1,1
Epinephelus,striatus,-0.75,-46.25,5004:206:3,0.17,1,1,0.20338983050848,0.82830025884383,1,1
Epinephelus,striatus,-0.75,-46.75,5004:206:4,0.03,1,1,0.20338983050848,0.16479723899914,1,1
Epinephelus,striatus,-1.25,-46.25,5004:216:1,0.05,0.66666666666667,1,0.20338983050848,0.36583261432269,1,1
Epinephelus,striatus,-10.75,-37.25,5103:207:3,0.11,0.11111111111111,1,1,1,1,1
Epinephelus,striatus,-14.25,-39.25,5103:249:1,0.07,0.11111111111111,1,0.65254237288136,1,1,1
Epinephelus,striatus,-15.25,-39.25,5103:459:1,0.06,0.11111111111111,1,0.57627118644068,1,1,1
Epinephelus,striatus,-20.25,-36.25,5203:206:1,0.08,1,1,0.55932203389831,0.13636363636364,1,1
Epinephelus,striatus,-22.25,-37.75,5203:227:2,0.18,0.26666666666667,1,0.6864406779661,1,1,1
Epinephelus,striatus,-25.25,-48.25,5204:458:1,0.06,1,0.060000000000002,1,1,1,1
Epinephelus,striatus,-25.75,-48.25,5204:458:3,0.06,1,0.060000000000002,1,0.97756686798965,1,1
Epinephelus,striatus,-25.75,-48.75,5204:458:4,0.06,1,0.060000000000002,1,1,1,1
Epinephelus,striatus,-26.25,-48.25,5204:468:1,0.13,1,0.16,1,0.82916307161346,1,1
Epinephelus,striatus,-26.25,-48.75,5204:468:2,0.16,1,0.16,1,0.98015530629853,1,1
Epinephelus,striatus,-26.75,-48.25,5204:468:3,0.09,1,0.16,1,0.59188955996549,1,1
Epinephelus,striatus,-26.75,-48.75,5204:468:4,0.13,1,0.16,1,0.82657463330457,1,1
Epinephelus,striatus,-27.25,-48.25,5204:478:1,0.18,1,0.24,1,0.75841242450388,1,1
Epinephelus,striatus,-27.25,-48.75,5204:478:2,0.18,1,0.24,1,0.75409836065574,1,1
Epinephelus,striatus,-27.75,-48.25,5204:478:3,0.16,1,0.24,1,0.6755823986195,1,1
Epinephelus,striatus,-27.75,-48.75,5204:478:4,0.19,1,0.24,1,0.78602243313201,1,1
Epinephelus,striatus,-28.25,-48.25,5204:488:1,0.16,1,0.22,1,0.7290767903365,1,1
