Mapping parameters for Coryphaenoides rupestris (Roundnose grenadier)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  27 |  31 |  34 ,
Bounding Box (NSWE): ,66,20,-77,12

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,180,514,1177,2200
Temperature (°C),1,-0.74,0.51,13.2,25.7
Salinity (psu),1,28.7,31.23,35.35,36.47
Primary Production,1,337,428,1117,2029
Sea Ice Concentration,1,-0.94,0,0.22,0.5
Distance to Land (km),0,5,89,481,1310
 

Map data (HSPEC) for predicted occurrences (n = 2925): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Coryphaenoides,rupestris,59.25,3.25,1500:393:1,0.09,0.092814371257485,1,1,1,1,1
Coryphaenoides,rupestris,57.75,5.25,1500:475:3,0.02,0.023952095808383,1,1,0.98793859649123,1,1
Coryphaenoides,rupestris,59.75,5.75,1500:495:4,0.01,0.0089820359281437,1,1,1,1,1
Coryphaenoides,rupestris,62.25,4.25,1600:124:1,0.14,0.1377245508982,1,1,1,1,1
Coryphaenoides,rupestris,62.25,4.75,1600:124:2,0.15,0.1497005988024,1,1,1,1,1
Coryphaenoides,rupestris,61.25,5.25,1600:215:1,0.03,0.026946107784431,1,1,1,1,1
Coryphaenoides,rupestris,62.25,5.25,1600:225:1,0.17,0.17065868263473,1,1,1,1,1
Coryphaenoides,rupestris,62.75,6.25,1600:226:3,0.01,0.011976047904192,1,1,1,1,1
Coryphaenoides,rupestris,62.75,7.25,1600:227:3,0.06,0.062874251497006,1,1,1,1,1
Coryphaenoides,rupestris,63.75,9.75,1600:239:4,0.08,0.080838323353293,1,1,1,1,1
Coryphaenoides,rupestris,64.75,8.25,1600:248:3,0.19,0.18862275449102,1,1,1,1,1
Coryphaenoides,rupestris,65.75,1.75,1600:351:4,0.19,0.18963831867058,1,1,1,1,1
Coryphaenoides,rupestris,63.75,10.25,1601:130:3,0.05,0.053892215568862,1,1,1,1,1
Coryphaenoides,rupestris,63.75,11.25,1601:131:3,0.18,0.17664670658683,1,1,1,1,1
Coryphaenoides,rupestris,64.25,10.75,1601:140:2,0.12,0.11676646706587,1,1,1,1,1
Coryphaenoides,rupestris,22.75,-17.75,7201:227:4,0.01,0.85630498533724,0.44,0.053571428571431,0.34539473684211,1,1
Coryphaenoides,rupestris,23.75,-16.75,7201:236:4,0.01,1,0.4592,0.035714285714285,0.63267543859649,1,1
Coryphaenoides,rupestris,27.25,-13.25,7201:373:1,0.01,1,0.4416,0.053571428571431,0.51973684210526,1,1
Coryphaenoides,rupestris,27.75,-13.25,7201:373:3,0.01,1,0.4416,0.053571428571431,0.45065789473684,1,1
Coryphaenoides,rupestris,27.75,-13.75,7201:373:4,0.02,1,0.4416,0.053571428571431,0.87938596491228,1,1
Coryphaenoides,rupestris,28.25,-11.75,7201:381:2,0.01,0.29940119760479,0.4856,0.16071428571429,0.53837719298246,1,1
Coryphaenoides,rupestris,28.25,-12.75,7201:382:2,0.07,0.95508982035928,0.4648,0.16071428571429,1,1,1
Coryphaenoides,rupestris,28.75,-12.25,7201:382:3,0.07,1,0.4648,0.16071428571429,1,1,1
Coryphaenoides,rupestris,28.75,-12.75,7201:382:4,0.07,1,0.4648,0.16071428571429,1,1,1
Coryphaenoides,rupestris,28.25,-13.25,7201:383:1,0.02,1,0.4416,0.053571428571431,1,1,1
Coryphaenoides,rupestris,28.25,-13.75,7201:383:2,0.02,1,0.4416,0.053571428571431,1,1,1
Coryphaenoides,rupestris,28.75,-13.25,7201:383:3,0.02,1,0.4416,0.053571428571431,1,1,1
Coryphaenoides,rupestris,28.75,-13.75,7201:383:4,0.02,1,0.4416,0.053571428571431,1,1,1
Coryphaenoides,rupestris,29.75,-10.25,7201:390:3,0.04,1,0.5152,0.098214285714285,0.79605263157895,1,1
Coryphaenoides,rupestris,29.75,-10.75,7201:390:4,0.05,1,0.5152,0.098214285714285,1,1,1
Coryphaenoides,rupestris,29.25,-12.25,7201:392:1,0.02,1,0.4688,0.035714285714285,1,1,1
Coryphaenoides,rupestris,29.25,-12.75,7201:392:2,0.02,1,0.4688,0.035714285714285,1,1,1
Coryphaenoides,rupestris,29.75,-12.25,7201:392:3,0.02,1,0.4688,0.035714285714285,1,1,1
Coryphaenoides,rupestris,29.75,-12.75,7201:392:4,0.02,1,0.4688,0.035714285714285,1,1,1
Coryphaenoides,rupestris,30.25,-9.75,7300:209:2,0.01,0.51796407185629,0.5312,0.098214285714285,0.26425438596491,1,1
Coryphaenoides,rupestris,30.75,-9.75,7300:209:4,0.01,0.42814371257485,0.5312,0.098214285714285,0.4375,1,1
Coryphaenoides,rupestris,31.25,-9.75,7300:219:2,0.01,0.41916167664671,0.5192,0.08035714285714,0.48135964912281,1,1
Coryphaenoides,rupestris,31.75,-9.75,7300:219:4,0.01,0.51497005988024,0.5192,0.08035714285714,0.51644736842105,1,1
Coryphaenoides,rupestris,33.75,-6.75,7300:236:4,0.01,0.36526946107784,0.4768,0.0625,1,1,1
Coryphaenoides,rupestris,33.75,-7.25,7300:237:3,0.02,0.72155688622754,0.4656,0.0625,1,1,1
