Mapping parameters for Pinjalo lewisi (Slender pinjalo)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 ,
Bounding Box (NSWE): ,32,-20,72,-178

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,40,51,94,150
Temperature (°C),1,19.95,24.17,29.1,33.3
Salinity (psu),1,32.4,33.4,35.2,36.4
Primary Production,1,174,307,879,2059
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,15,18,167,243
 

Map data (HSPEC) for predicted occurrences (n = 3267): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Pinjalo,lewisi,7.75,78.25,1007:478:3,0.10,1,1,1,0.10169491525424,1,1
Pinjalo,lewisi,8.25,77.75,1007:487:2,0.14,1,1,1,0.14322033898305,1,1
Pinjalo,lewisi,9.25,75.75,1007:495:2,0.17,0.23214285714286,1,1,0.72118644067797,1,1
Pinjalo,lewisi,8.75,81.75,1008:381:4,0.12,0.125,1,1,1,1,1
Pinjalo,lewisi,5.25,95.75,1009:455:2,0.19,0.36363636363636,1,0.53,1,1,1
Pinjalo,lewisi,5.25,96.25,1009:456:1,0.19,1,1,0.19,1,1,1
Pinjalo,lewisi,5.25,96.75,1009:456:2,0.19,1,1,0.19,1,1,1
Pinjalo,lewisi,7.75,97.75,1009:477:4,0.10,1,1,0.1,1,1,1
Pinjalo,lewisi,9.75,98.75,1009:498:4,0.12,0.18181818181818,1,0.64,1,1,1
Pinjalo,lewisi,1.75,104.25,1010:114:3,0.15,0.54545454545455,1,0.41,0.6728813559322,1,1
Pinjalo,lewisi,2.25,103.75,1010:123:2,0.18,1,1,0.41,0.43305084745763,1,1
Pinjalo,lewisi,2.75,103.75,1010:123:4,0.15,0.36363636363636,1,0.41,1,1,1
Pinjalo,lewisi,0.25,105.75,1010:205:2,0.06,0.63636363636364,1,0.090000000000003,1,1,1
Pinjalo,lewisi,0.75,105.25,1010:205:3,0.09,1,1,0.090000000000003,1,1,1
Pinjalo,lewisi,0.75,105.75,1010:205:4,0.09,1,1,0.090000000000003,1,1,1
Pinjalo,lewisi,0.75,108.25,1010:208:3,0.17,0.45454545454545,1,0.59,0.62627118644068,1,1
Pinjalo,lewisi,0.75,108.75,1010:208:4,0.09,1,1,0.59,0.14745762711864,1,1
Pinjalo,lewisi,1.75,108.75,1010:218:4,0.01,0.090909090909091,1,0.71,0.19745762711864,1,1
Pinjalo,lewisi,1.75,109.75,1010:219:4,0.11,1,1,0.35,0.30593220338983,1,1
Pinjalo,lewisi,2.25,108.75,1010:228:2,0.08,0.27272727272727,1,0.62,0.46864406779661,1,1
Pinjalo,lewisi,2.25,109.75,1010:229:2,0.16,0.54545454545455,1,0.35,0.82542372881356,1,1
Pinjalo,lewisi,3.25,106.25,1010:236:1,0.07,0.090909090909091,1,0.78,1,1,1
Pinjalo,lewisi,7.25,103.25,1010:373:1,0.10,1,1,0.1,1,1,1
Pinjalo,lewisi,7.25,103.75,1010:373:2,0.10,1,1,0.1,1,1,1
Pinjalo,lewisi,7.75,103.25,1010:373:3,0.10,1,1,0.1,1,1,1
Pinjalo,lewisi,7.75,103.75,1010:373:4,0.10,1,1,0.1,1,1,1
Pinjalo,lewisi,7.75,104.75,1010:374:4,0.19,0.45454545454545,1,0.41,1,1,1
Pinjalo,lewisi,9.25,105.75,1010:495:2,0.08,0.18181818181818,1,0.6,0.74745762711864,1,1
Pinjalo,lewisi,3.25,111.25,1011:131:1,0.04,1,1,0.050000000000004,0.89576271186441,1,1
Pinjalo,lewisi,3.25,111.75,1011:131:2,0.01,0.27272727272727,1,0.050000000000004,0.6635593220339,1,1
Pinjalo,lewisi,3.75,111.25,1011:131:3,0.05,1,1,0.050000000000004,1,1,1
Pinjalo,lewisi,3.75,111.75,1011:131:4,0.05,1,1,0.050000000000004,1,1,1
Pinjalo,lewisi,4.25,113.75,1011:143:2,0.18,1,1,0.41,0.43898305084746,1,1
Pinjalo,lewisi,4.75,113.75,1011:143:4,0.10,1,1,0.41,0.24915254237288,1,1
Pinjalo,lewisi,3.75,117.75,1011:237:4,0.06,1,1,1,0.060169491525424,1,1
Pinjalo,lewisi,5.75,118.25,1011:458:3,0.18,0.18181818181818,1,1,1,1,1
Pinjalo,lewisi,7.25,115.75,1011:475:2,0.13,0.16071428571429,1,0.8,1,1,1
Pinjalo,lewisi,7.25,126.75,1012:476:2,0.03,1,1,1,0.030075187969925,1,1
Pinjalo,lewisi,8.25,126.75,1012:486:2,0.02,1,1,1,0.015037593984962,1,1
Pinjalo,lewisi,9.75,138.25,1013:498:3,0.16,1,1,1,0.15789473684211,1,1
Pinjalo,lewisi,9.75,139.75,1013:499:4,0.17,1,1,1,0.16541353383459,1,1
Pinjalo,lewisi,9.75,140.75,1014:390:4,0.17,1,1,1,0.16541353383459,1,1
Pinjalo,lewisi,5.75,145.75,1014:455:4,0.11,0.30357142857143,0.96428571428571,1,0.3609022556391,1,1
Pinjalo,lewisi,8.25,148.25,1014:488:1,0.13,0.23214285714286,1,1,0.56390977443609,1,1
Pinjalo,lewisi,9.75,161.25,1016:391:3,0.13,1,1,1,0.12781954887218,1,1
Pinjalo,lewisi,9.75,170.25,1017:390:3,0.19,1,1,1,0.18796992481203,1,1
Pinjalo,lewisi,13.25,74.75,1107:134:2,0.15,1,1,1,0.15,1,1
Pinjalo,lewisi,14.25,74.25,1107:144:1,0.18,1,1,1,0.17881355932203,1,1
Pinjalo,lewisi,14.25,74.75,1107:144:2,0.13,0.27272727272727,1,1,0.47796610169492,1,1
Pinjalo,lewisi,14.75,74.25,1107:144:3,0.08,1,1,1,0.083050847457627,1,1
Pinjalo,lewisi,15.75,73.25,1107:353:3,0.12,1,1,0.73333333333333,0.15762711864407,1,1
Pinjalo,lewisi,15.75,73.75,1107:353:4,0.04,1,1,0.73333333333333,0.056779661016949,1,1
Pinjalo,lewisi,17.25,73.25,1107:373:1,0.03,1,1,0.68333333333334,0.044915254237288,1,1
Pinjalo,lewisi,11.25,92.25,1109:112:1,0.16,1,1,0.16,1,1,1
Pinjalo,lewisi,11.25,92.75,1109:112:2,0.16,1,1,0.16,1,1,1
Pinjalo,lewisi,11.75,92.25,1109:112:3,0.16,1,1,0.16,1,1,1
Pinjalo,lewisi,11.75,92.75,1109:112:4,0.16,1,1,0.16,1,1,1
Pinjalo,lewisi,10.75,107.75,1110:207:4,0.15,0.18181818181818,1,0.8,1,1,1
Pinjalo,lewisi,17.75,106.25,1110:476:3,0.03,1,1,0.050000000000004,0.51949152542373,1,1
Pinjalo,lewisi,17.75,106.75,1110:476:4,0.04,1,1,0.050000000000004,0.85762711864407,1,1
Pinjalo,lewisi,18.75,105.75,1110:485:4,0.04,1,1,0.050000000000004,0.79322033898305,1,1
Pinjalo,lewisi,18.25,106.25,1110:486:1,0.04,1,1,0.050000000000004,0.75677966101695,1,1
Pinjalo,lewisi,18.25,106.75,1110:486:2,0.05,1,1,0.050000000000004,0.97203389830508,1,1
Pinjalo,lewisi,18.75,106.25,1110:486:3,0.05,1,1,0.050000000000004,0.96779661016949,1,1
Pinjalo,lewisi,18.75,106.75,1110:486:4,0.01,0.125,1,0.050000000000004,1,1,1
Pinjalo,lewisi,18.75,107.25,1110:487:3,0.04,0.071428571428571,1,0.6,1,1,1
Pinjalo,lewisi,18.75,108.75,1110:488:4,0.11,0.27272727272727,1,0.6,0.64745762711864,1,1
Pinjalo,lewisi,19.25,108.25,1110:498:1,0.17,1,1,0.19,0.91610169491525,1,1
Pinjalo,lewisi,19.25,108.75,1110:498:2,0.15,1,1,0.26,0.58305084745763,1,1
Pinjalo,lewisi,19.75,108.25,1110:498:3,0.04,0.14285714285714,1,0.26,0.97627118644068,1,1
Pinjalo,lewisi,19.75,109.25,1110:499:3,0.15,1,1,0.26,0.57542372881356,1,1
Pinjalo,lewisi,10.75,115.25,1111:205:3,0.02,0.035714285714286,1,1,0.68421052631579,1,1
Pinjalo,lewisi,11.25,124.75,1112:114:2,0.09,0.090909090909091,1,1,1,1,1
Pinjalo,lewisi,13.75,124.75,1112:134:4,0.05,1,1,1,0.052631578947368,1,1
Pinjalo,lewisi,10.75,125.75,1112:205:4,0.06,1,1,1,0.06015037593985,1,1
Pinjalo,lewisi,10.75,126.25,1112:206:3,0.08,1,1,1,0.075187969924812,1,1
Pinjalo,lewisi,11.25,125.75,1112:215:2,0.17,1,1,1,0.16541353383459,1,1
Pinjalo,lewisi,11.75,125.75,1112:215:4,0.15,1,1,1,0.15037593984962,1,1
Pinjalo,lewisi,12.25,125.75,1112:225:2,0.17,1,1,1,0.16541353383459,1,1
Pinjalo,lewisi,10.25,139.75,1113:209:2,0.04,1,1,1,0.037593984962406,1,1
Pinjalo,lewisi,16.25,145.75,1114:465:2,0.02,1,1,1,0.022556390977444,1,1
Pinjalo,lewisi,16.75,145.75,1114:465:4,0.11,1,1,1,0.11278195488722,1,1
Pinjalo,lewisi,16.25,146.25,1114:466:1,0.02,1,1,1,0.022556390977444,1,1
Pinjalo,lewisi,17.75,145.75,1114:475:4,0.14,1,1,1,0.13533834586466,1,1
Pinjalo,lewisi,18.25,145.75,1114:485:2,0.13,1,1,1,0.12781954887218,1,1
Pinjalo,lewisi,18.75,145.75,1114:485:4,0.14,1,1,1,0.13533834586466,1,1
Pinjalo,lewisi,19.75,145.25,1114:495:3,0.18,1,1,1,0.18045112781955,1,1
Pinjalo,lewisi,10.25,165.75,1116:205:2,0.08,1,1,1,0.075187969924812,1,1
Pinjalo,lewisi,10.25,166.25,1116:206:1,0.13,1,1,1,0.12781954887218,1,1
Pinjalo,lewisi,10.25,169.25,1116:209:1,0.17,1,1,1,0.16541353383459,1,1
Pinjalo,lewisi,10.25,169.75,1116:209:2,0.19,1,1,1,0.18796992481203,1,1
Pinjalo,lewisi,11.25,166.25,1116:216:1,0.17,1,1,1,0.16541353383459,1,1
Pinjalo,lewisi,11.25,167.75,1116:217:2,0.07,1,1,1,0.067669172932331,1,1
Pinjalo,lewisi,12.25,168.75,1116:228:2,0.04,1,1,1,0.037593984962406,1,1
Pinjalo,lewisi,14.75,168.75,1116:248:4,0.14,1,1,1,0.13533834586466,1,1
Pinjalo,lewisi,10.25,170.25,1117:100:1,0.14,1,1,1,0.13533834586466,1,1
Pinjalo,lewisi,12.25,170.25,1117:120:1,0.06,1,1,1,0.06015037593985,1,1
Pinjalo,lewisi,21.25,72.75,1207:112:2,0.05,0.18181818181818,1,0.89166666666667,0.31016949152542,1,1
Pinjalo,lewisi,20.25,108.25,1210:208:1,0.09,0.375,1,0.26,0.95423728813559,1,1
Pinjalo,lewisi,20.25,108.75,1210:208:2,0.06,0.32142857142857,1,0.26,0.73220338983051,1,1
Pinjalo,lewisi,20.75,108.75,1210:208:4,0.17,1,1,0.26,0.67118644067797,1,1
Pinjalo,lewisi,20.25,109.25,1210:209:1,0.09,1,1,0.26,0.33305084745763,1,1
Pinjalo,lewisi,20.25,109.75,1210:209:2,0.06,1,1,0.26,0.21271186440678,1,1
Pinjalo,lewisi,21.25,109.75,1210:219:2,0.05,0.18181818181818,1,0.26,0.96271186440678,1,1
Pinjalo,lewisi,20.75,110.25,1211:100:3,0.15,0.18181818181818,1,1,0.82118644067797,1,1
Pinjalo,lewisi,21.25,111.75,1211:111:2,0.17,0.18181818181818,1,1,0.90762711864407,1,1
