Mapping parameters for Caranx sexfasciatus (Bigeye trevally)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2015. 
	AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2015. "

Map type: Expert-reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  4 |  6 |  47 |  51 |  57 |  61 |  71 |  77 |  81 |  87 ,
Bounding Box (NSWE): ,30,-30,20,-53

Pelagic: False,
Layer used to generate probabilities: Bottom,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,15,71,146
Temperature (°C),1,1.27,1.77,27.76,28.89
Salinity (psu),1,30.2336,34.0397,39.8,41
Primary Production,1,0,255,1429,2901
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,,,,
 

Map data (HSPEC) for predicted occurrences (n = 5834): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Caranx,sexfasciatus,1.25,43.75,1004:113:2,0.13,0.13333333333333,1,1,1,1,1
Caranx,sexfasciatus,9.25,75.75,1007:495:2,0.12,0.12,1,1,1,1,1
Caranx,sexfasciatus,8.75,81.75,1008:381:4,0.03,0.04,0.72,1,1,1,1
Caranx,sexfasciatus,0.25,99.25,1009:209:1,0.09,1,0.10619469026549,0.97905993011219,0.89673913043478,1,1
Caranx,sexfasciatus,1.25,98.75,1009:218:2,0.10,1,0.10619469026549,0.97905993011219,1,1,1
Caranx,sexfasciatus,1.75,98.75,1009:218:4,0.10,1,0.10619469026549,0.97905993011219,1,1,1
Caranx,sexfasciatus,4.25,98.25,1009:248:1,0.01,1,0.0088495575221253,0.60915372691206,1,1,1
Caranx,sexfasciatus,5.25,95.75,1009:455:2,0.18,1,0.23008849557522,0.76259162922677,1,1,1
Caranx,sexfasciatus,7.75,98.75,1009:478:4,0.08,1,0.14159292035398,0.53196185071333,1,1,1
Caranx,sexfasciatus,7.25,99.25,1009:479:1,0.08,1,0.14159292035398,0.53196185071333,1,1,1
Caranx,sexfasciatus,7.25,99.75,1009:479:2,0.08,1,0.14159292035398,0.53196185071333,1,1,1
Caranx,sexfasciatus,7.75,99.25,1009:479:3,0.08,1,0.14159292035398,0.53196185071333,1,1,1
Caranx,sexfasciatus,8.25,98.75,1009:488:2,0.01,1,0.017699115044247,0.5161976826673,1,1,1
Caranx,sexfasciatus,9.75,99.25,1009:499:3,0.01,1,0.017699115044247,0.49349728068101,1,1,1
Caranx,sexfasciatus,0.25,104.25,1010:104:1,0.05,1,0.12389380530974,0.40471874096845,1,1,1
Caranx,sexfasciatus,0.25,104.75,1010:104:2,0.05,1,0.12389380530974,0.40471874096845,1,1,1
